Index,County,date,other,other,black,white,other,missing,Suppressed
508,Ashe,2/6/2023,0,0,0,0,,,1
509,Ashe,1/30/2023,0,0,0,0,,,2
510,Ashe,1/23/2023,0,0,0,0,,,2
511,Ashe,1/16/2023,0,0,0,0,,,1
512,Ashe,1/9/2023,0,0,0,0,,,2
513,Ashe,1/2/2023,0,0,0,0,0,0,0
514,Ashe,12/26/2022,0,0,0,0,,,2
515,Ashe,12/19/2022,0,0,0,0,,,2
516,Ashe,12/12/2022,0,0,0,0,0,0,0
517,Ashe,12/5/2022,0,0,0,3,0,2,0
518,Ashe,11/28/2022,0,0,0,2,0,1,0
519,Ashe,11/21/2022,0,0,0,0,0,0,0
520,Ashe,11/14/2022,0,0,0,3,0,0,0
521,Ashe,11/7/2022,0,0,0,0,,,1
522,Ashe,10/31/2022,0,0,0,0,0,0,0
523,Ashe,10/24/2022,0,0,0,0,,,2
524,Ashe,10/17/2022,0,0,0,0,,,1
525,Ashe,10/10/2022,0,0,0,0,,,1
526,Ashe,10/3/2022,0,0,0,4,1,0,0
527,Ashe,9/26/2022,0,0,0,3,0,0,0
528,Ashe,9/19/2022,0,0,0,3,0,0,0
529,Ashe,9/12/2022,0,0,0,0,,,2
530,Ashe,9/5/2022,0,0,0,3,0,0,0
531,Ashe,8/29/2022,0,0,0,3,0,1,0
532,Ashe,8/22/2022,0,0,0,0,,,2
533,Ashe,8/15/2022,0,0,0,2,0,3,0
534,Ashe,8/8/2022,0,0,0,7,0,1,0
535,Ashe,8/1/2022,0,0,0,16,1,2,1
536,Ashe,7/25/2022,0,0,0,8,,1,0
537,Ashe,7/18/2022,0,0,0,11,2,0,0
538,Ashe,7/11/2022,0,0,0,17,6,1,0
539,Ashe,7/4/2022,0,0,0,12,0,0,0
540,Ashe,6/27/2022,0,0,0,8,0,0,0
541,Ashe,6/20/2022,0,0,0,15,0,2,1
542,Ashe,6/13/2022,0,0,0,6,0,0,0
543,Ashe,6/6/2022,0,0,0,2,0,3,0
544,Ashe,5/30/2022,0,0,0,6,0,1,0
545,Ashe,5/23/2022,0,0,0,7,0,0,0
546,Ashe,5/16/2022,0,0,0,3,,1,0
547,Ashe,5/9/2022,0,0,0,0,,,1
548,Ashe,5/2/2022,0,0,0,8,0,1,0
549,Ashe,4/25/2022,0,0,0,8,1,0,0
550,Ashe,4/18/2022,0,0,0,2,0,1,0
551,Ashe,4/11/2022,0,0,0,0,,,2
552,Ashe,4/4/2022,0,0,0,5,1,2,0
553,Ashe,3/28/2022,0,0,0,10,0,1,1
554,Ashe,3/21/2022,0,0,0,7,0,1,0
555,Ashe,3/14/2022,0,0,0,10,0,0,2
556,Ashe,3/7/2022,0,0,0,8,0,0,1
557,Ashe,2/28/2022,0,0,0,9,1,0,0
558,Ashe,2/21/2022,0,0,0,15,4,9,1
559,Ashe,2/14/2022,0,0,0,10,2,2,0
560,Ashe,2/7/2022,0,0,0,13,6,2,1
561,Ashe,1/31/2022,0,0,0,31,2,4,2
562,Ashe,1/24/2022,0,0,0,37,3,4,2
563,Ashe,1/17/2022,0,0,0,18,1,2,2
564,Ashe,1/10/2022,0,0,0,48,1,7,1
565,Ashe,1/3/2022,0,0,0,42,1,2,0
566,Ashe,12/27/2021,0,0,0,32,5,0,0
567,Ashe,12/20/2021,0,0,0,22,0,4,0
568,Ashe,12/13/2021,0,0,0,39,0,2,0
569,Ashe,12/6/2021,0,0,0,52,6,6,0
570,Ashe,11/29/2021,0,0,0,80,16,8,3
571,Ashe,11/22/2021,0,0,0,36,8,6,2
572,Ashe,11/15/2021,0,0,0,64,3,10,0
573,Ashe,11/8/2021,0,0,0,214,6,9,3
574,Ashe,11/1/2021,0,0,0,56,6,12,1
575,Ashe,10/25/2021,0,0,0,48,5,2,0
576,Ashe,10/18/2021,0,0,0,35,5,13,0
577,Ashe,10/11/2021,0,0,0,27,23,4,0
578,Ashe,10/4/2021,0,0,0,49,9,13,2
579,Ashe,9/27/2021,0,0,0,53,15,21,0
580,Ashe,9/20/2021,0,0,0,68,9,8,2
581,Ashe,9/13/2021,0,0,0,118,5,15,2
582,Ashe,9/6/2021,0,0,0,129,14,29,2
583,Ashe,8/30/2021,0,0,0,157,37,22,1
584,Ashe,8/23/2021,0,0,0,187,22,27,3
585,Ashe,8/16/2021,0,0,0,176,20,13,3
586,Ashe,8/9/2021,0,0,0,228,19,25,4
587,Ashe,8/2/2021,0,0,0,133,7,33,2
588,Ashe,7/26/2021,0,0,0,110,45,27,2
589,Ashe,7/19/2021,0,0,0,83,5,8,1
590,Ashe,7/12/2021,0,0,0,45,9,1,0
591,Ashe,7/5/2021,0,0,0,54,0,4,0
592,Ashe,6/28/2021,0,0,0,80,5,6,4
593,Ashe,6/21/2021,0,0,0,98,5,21,3
594,Ashe,6/14/2021,0,0,0,80,3,8,2
595,Ashe,6/7/2021,0,0,0,71,15,11,3
596,Ashe,5/31/2021,0,0,0,85,3,3,3
597,Ashe,5/24/2021,0,0,0,99,5,7,2
598,Ashe,5/17/2021,0,0,0,212,7,8,2
599,Ashe,5/10/2021,0,0,0,167,9,33,7
600,Ashe,5/3/2021,0,0,0,105,10,3,2
601,Ashe,4/26/2021,0,0,0,139,16,9,5
602,Ashe,4/19/2021,0,0,0,158,6,4,6
603,Ashe,4/12/2021,0,0,0,211,6,5,9
604,Ashe,4/5/2021,0,0,0,723,75,20,23
605,Ashe,3/29/2021,0,0,0,684,52,32,7
606,Ashe,3/22/2021,0,0,0,610,52,18,19
607,Ashe,3/15/2021,0,0,0,686,21,58,13
608,Ashe,3/8/2021,0,0,0,"1,287",71,47,14
609,Ashe,3/1/2021,0,0,0,"1,026",15,47,20
610,Ashe,2/22/2021,0,0,0,"1,424",18,181,11
611,Ashe,2/15/2021,0,0,0,127,4,25,2
612,Ashe,2/8/2021,0,0,0,445,9,13,1
613,Ashe,2/1/2021,0,0,0,302,41,10,2
614,Ashe,1/25/2021,0,0,0,298,21,5,3
615,Ashe,1/18/2021,0,0,0,"1,078",40,17,8
616,Ashe,1/11/2021,0,0,0,680,10,4,5
617,Ashe,1/4/2021,0,0,0,235,2,57,5
618,Ashe,12/28/2020,0,0,0,175,3,22,1
619,Ashe,12/21/2020,0,0,0,128,2,,2
620,Ashe,12/14/2020,0,0,0,0,,,0
621,Avery,4/24/2023,0,0,0,0,,,0
622,Avery,4/17/2023,0,0,0,0,,0,0
623,Avery,4/10/2023,0,0,0,0,,,1
624,Avery,4/3/2023,0,0,0,0,0,,0
625,Avery,3/27/2023,0,0,0,0,0,0,0
626,Avery,3/20/2023,0,0,0,0,,,0
627,Avery,3/13/2023,0,0,0,0,,,0
628,Avery,3/6/2023,0,0,0,0,,,0
629,Avery,2/27/2023,0,0,0,0,,,0
630,Avery,2/20/2023,0,0,0,0,,,1
631,Avery,2/13/2023,0,0,0,0,,0,0
632,Avery,2/6/2023,0,0,0,0,0,,0
633,Avery,1/30/2023,0,0,0,0,,,1
634,Avery,1/23/2023,0,0,0,0,,,1
635,Avery,1/16/2023,0,0,0,0,,,0
636,Avery,1/9/2023,0,0,1,2,0,,0
637,Avery,1/2/2023,0,0,0,0,0,0,0
638,Avery,12/26/2022,0,0,0,0,0,0,0
639,Avery,12/19/2022,0,0,0,0,,0,0
640,Avery,12/12/2022,0,0,1,2,0,0,0
641,Avery,12/5/2022,0,0,0,0,0,,0
642,Avery,11/28/2022,0,0,0,0,0,0,0
643,Avery,11/21/2022,0,0,0,0,0,0,0
644,Avery,11/14/2022,0,0,1,4,0,1,0
645,Avery,11/7/2022,0,0,0,0,0,0,0
646,Avery,10/31/2022,0,0,0,0,,,2
647,Avery,10/24/2022,0,0,0,0,,,2
648,Avery,10/17/2022,0,0,0,0,0,0,0
649,Avery,10/10/2022,0,0,0,0,,,2
650,Avery,10/3/2022,0,0,0,0,0,0,0
651,Avery,9/26/2022,0,0,0,0,0,0,0
652,Avery,9/19/2022,0,0,0,0,,,2
653,Avery,9/12/2022,0,0,0,0,0,0,0
654,Avery,9/5/2022,0,0,0,5,0,1,0
655,Avery,8/29/2022,0,0,0,0,,,1
656,Avery,8/22/2022,0,0,0,4,0,1,0
657,Avery,8/15/2022,0,0,0,0,,,2
658,Avery,8/8/2022,0,0,1,4,0,,0
659,Avery,8/1/2022,0,0,0,3,1,,0
660,Avery,7/25/2022,0,0,0,0,,,2
661,Avery,7/18/2022,0,0,0,10,0,1,0
662,Avery,7/11/2022,0,0,0,5,0,0,0
663,Avery,7/4/2022,0,0,0,0,,,1
664,Avery,6/27/2022,0,0,0,5,,2,0
665,Avery,6/20/2022,0,0,1,11,,5,1
666,Avery,6/13/2022,0,0,0,0,,,2
667,Avery,6/6/2022,0,0,0,3,0,0,0
668,Avery,5/30/2022,0,0,0,0,,,1
669,Avery,5/23/2022,0,0,0,0,,,1
670,Avery,5/16/2022,0,0,1,6,0,0,0
671,Avery,5/9/2022,0,0,0,4,1,0,0
672,Avery,5/2/2022,0,0,2,4,0,0,0
673,Avery,4/25/2022,0,0,0,5,0,0,0
674,Avery,4/18/2022,0,0,1,3,2,1,0
675,Avery,4/11/2022,0,0,1,1,1,0,0
676,Avery,4/4/2022,0,0,0,0,,,1
677,Avery,3/28/2022,0,0,0,4,1,1,1
678,Avery,3/21/2022,0,0,5,6,1,1,0
679,Avery,3/14/2022,0,0,0,5,2,0,0
680,Avery,3/7/2022,0,0,0,7,1,0,0
681,Avery,2/28/2022,0,0,0,7,4,0,0
682,Avery,2/21/2022,0,0,2,9,0,,0
683,Avery,2/14/2022,0,0,0,9,3,0,0
684,Avery,2/7/2022,0,0,0,7,4,,0
685,Avery,1/31/2022,0,0,0,10,1,,1
686,Avery,1/24/2022,0,0,0,6,5,1,0
687,Avery,1/17/2022,0,0,0,9,2,4,0
688,Avery,1/10/2022,0,0,0,15,1,4,0
689,Avery,1/3/2022,0,0,2,29,5,3,0
690,Avery,12/27/2021,0,0,0,22,9,2,0
691,Avery,12/20/2021,0,0,3,15,2,0,0
692,Avery,12/13/2021,0,0,0,13,6,7,1
693,Avery,12/6/2021,0,0,5,23,6,4,0
694,Avery,11/29/2021,0,0,1,30,3,1,1
695,Avery,11/22/2021,0,0,1,14,0,3,0
696,Avery,11/15/2021,0,0,4,22,0,0,0
697,Avery,11/8/2021,0,0,2,48,1,5,1
698,Avery,11/1/2021,0,0,1,28,6,0,0
699,Avery,10/25/2021,0,0,0,19,1,1,0
700,Avery,10/18/2021,0,0,5,25,3,1,0
701,Avery,10/11/2021,0,0,0,22,4,0,0
702,Avery,10/4/2021,0,0,2,44,2,0,0
703,Avery,9/27/2021,0,0,0,24,2,1,0
704,Avery,9/20/2021,0,0,4,49,11,2,1
705,Avery,9/13/2021,0,0,1,103,20,2,1
706,Avery,9/6/2021,0,0,4,93,10,8,0
707,Avery,8/30/2021,0,0,1,91,25,6,1
708,Avery,8/23/2021,0,0,10,86,21,3,2
709,Avery,8/16/2021,0,0,6,97,16,6,0
710,Avery,8/9/2021,0,0,21,88,30,6,1
711,Avery,8/2/2021,0,0,5,50,13,9,0
712,Avery,7/26/2021,0,0,2,39,21,9,1
713,Avery,7/19/2021,0,0,4,46,40,11,2
714,Avery,7/12/2021,0,0,12,33,2,1,1
715,Avery,7/5/2021,0,0,10,49,29,3,2
716,Avery,6/28/2021,0,0,4,21,4,3,1
717,Avery,6/21/2021,0,0,0,54,19,11,0
718,Avery,6/14/2021,0,0,7,36,8,9,2
719,Avery,6/7/2021,0,0,7,49,17,35,2
720,Avery,5/31/2021,0,0,2,44,23,1,5
721,Avery,5/24/2021,0,0,1,55,5,1,1
722,Avery,5/17/2021,0,0,2,178,24,5,0
723,Avery,5/10/2021,0,0,1,67,7,6,3
724,Avery,5/3/2021,0,0,1,97,6,4,0
725,Avery,4/26/2021,0,0,1,57,3,3,5
726,Avery,4/19/2021,0,0,5,159,18,14,3
727,Avery,4/12/2021,0,0,6,131,2,7,2
728,Avery,4/5/2021,0,0,0,363,14,8,14
729,Avery,3/29/2021,0,0,55,330,93,6,5
730,Avery,3/22/2021,0,0,2,366,23,18,3
731,Avery,3/15/2021,0,0,49,637,44,14,8
732,Avery,3/8/2021,0,0,5,646,105,7,16
733,Avery,3/1/2021,0,0,4,445,10,5,6
734,Avery,2/22/2021,0,0,1,394,7,6,6
735,Avery,2/15/2021,0,0,0,35,7,1,0
736,Avery,2/8/2021,0,0,13,196,14,2,1
737,Avery,2/1/2021,0,0,3,175,0,,1
738,Avery,1/25/2021,0,0,14,329,9,9,1
739,Avery,1/18/2021,0,0,1,"1,030",52,19,2
740,Avery,1/11/2021,0,0,1,885,9,2,2
741,Avery,1/4/2021,0,0,0,108,2,1,1
742,Avery,12/28/2020,0,0,0,106,1,79,0
743,Avery,12/21/2020,0,0,0,56,1,,2
744,Avery,12/14/2020,0,0,0,7,,,0
745,Beaufort,4/24/2023,0,0,0,0,0,,0
746,Beaufort,4/17/2023,0,0,0,0,,,1
747,Beaufort,4/10/2023,0,0,1,3,1,,0
748,Beaufort,4/3/2023,0,0,0,0,,,2
749,Beaufort,3/27/2023,0,0,1,2,1,0,0
750,Beaufort,3/20/2023,0,0,1,2,0,,0
751,Beaufort,3/13/2023,0,0,2,3,,0,0
752,Beaufort,3/6/2023,0,0,0,0,0,,0
753,Beaufort,2/27/2023,0,0,1,2,0,0,0
754,Beaufort,2/20/2023,0,0,2,2,0,1,0
755,Beaufort,2/13/2023,0,0,1,5,0,0,0
756,Beaufort,2/6/2023,0,0,0,0,,,1
757,Beaufort,1/30/2023,0,0,2,1,0,0,0
758,Beaufort,1/23/2023,0,0,1,2,2,,0
759,Beaufort,1/16/2023,0,0,0,0,,,2
760,Beaufort,1/9/2023,0,0,2,3,1,0,0
761,Beaufort,1/2/2023,0,0,1,3,0,0,1
762,Beaufort,12/26/2022,0,0,0,0,,,2
763,Beaufort,12/19/2022,0,0,1,1,0,1,0
764,Beaufort,12/12/2022,0,0,1,4,1,0,0
765,Beaufort,12/5/2022,0,0,4,5,3,1,0
766,Beaufort,11/28/2022,0,0,0,0,,,1
767,Beaufort,11/21/2022,0,0,1,2,0,1,0
768,Beaufort,11/14/2022,0,0,3,2,2,1,0
769,Beaufort,11/7/2022,0,0,1,3,0,0,0
770,Beaufort,10/31/2022,0,0,0,2,1,0,0
771,Beaufort,10/24/2022,0,0,2,5,2,0,0
772,Beaufort,10/17/2022,0,0,3,4,1,0,0
773,Beaufort,10/10/2022,0,0,5,3,0,0,0
774,Beaufort,10/3/2022,0,0,5,5,2,2,0
775,Beaufort,9/26/2022,0,0,3,1,0,1,0
776,Beaufort,9/19/2022,0,0,3,2,2,0,0
777,Beaufort,9/12/2022,0,0,2,5,0,0,0
778,Beaufort,9/5/2022,0,0,4,6,0,0,0
779,Beaufort,8/29/2022,0,0,5,4,2,,0
780,Beaufort,8/22/2022,0,0,1,5,3,1,1
781,Beaufort,8/15/2022,0,0,7,12,3,0,0
782,Beaufort,8/8/2022,0,0,2,5,0,2,1
783,Beaufort,8/1/2022,0,0,5,3,0,0,1
784,Beaufort,7/25/2022,0,0,6,9,0,0,0
785,Beaufort,7/18/2022,0,0,6,13,3,0,0
786,Beaufort,7/11/2022,0,0,5,10,0,3,0
787,Beaufort,7/4/2022,0,0,1,9,1,0,0
788,Beaufort,6/27/2022,0,0,3,6,0,3,0
789,Beaufort,6/20/2022,0,0,5,10,0,0,1
790,Beaufort,6/13/2022,0,0,5,5,2,0,0
791,Beaufort,6/6/2022,0,0,8,12,2,0,0
792,Beaufort,5/30/2022,0,0,2,8,1,1,0
793,Beaufort,5/23/2022,0,0,4,4,2,0,0
794,Beaufort,5/16/2022,0,0,6,2,4,3,0
795,Beaufort,5/9/2022,0,0,7,8,3,0,3
796,Beaufort,5/2/2022,0,0,5,7,3,1,0
797,Beaufort,4/25/2022,0,0,3,5,1,1,0
798,Beaufort,4/18/2022,0,0,7,13,0,0,0
799,Beaufort,4/11/2022,0,0,6,2,1,1,0
800,Beaufort,4/4/2022,0,0,6,9,0,2,0
801,Beaufort,3/28/2022,0,0,5,12,3,0,0
802,Beaufort,3/21/2022,0,0,6,8,3,0,0
803,Beaufort,3/14/2022,0,0,8,6,3,4,0
804,Beaufort,3/7/2022,0,0,10,13,6,2,1
805,Beaufort,2/28/2022,0,0,11,9,7,3,0
806,Beaufort,2/21/2022,0,0,17,16,10,3,0
807,Beaufort,2/14/2022,0,0,5,17,6,2,0
808,Beaufort,2/7/2022,0,0,14,22,6,0,1
809,Beaufort,1/31/2022,0,0,11,23,13,3,2
810,Beaufort,1/24/2022,0,0,40,59,3,3,0
811,Beaufort,1/17/2022,0,0,22,20,1,0,0
812,Beaufort,1/10/2022,0,0,34,44,4,12,0
813,Beaufort,1/3/2022,0,0,31,67,16,12,0
814,Beaufort,12/27/2021,0,0,21,31,9,7,0
815,Beaufort,12/20/2021,0,0,25,47,7,5,3
816,Beaufort,12/13/2021,0,0,32,40,4,4,0
817,Beaufort,12/6/2021,0,0,34,58,6,10,0
818,Beaufort,11/29/2021,0,0,29,53,9,12,3
819,Beaufort,11/22/2021,0,0,39,57,6,10,3
820,Beaufort,11/15/2021,0,0,39,101,11,13,2
821,Beaufort,11/8/2021,0,0,34,79,5,15,2
822,Beaufort,11/1/2021,0,0,26,51,10,13,1
823,Beaufort,10/25/2021,0,0,37,69,9,8,1
824,Beaufort,10/18/2021,0,0,17,63,12,2,3
825,Beaufort,10/11/2021,0,0,46,68,11,18,2
826,Beaufort,10/4/2021,0,0,32,73,8,17,3
827,Beaufort,9/27/2021,0,0,37,78,18,28,3
828,Beaufort,9/20/2021,0,0,79,97,30,17,3
829,Beaufort,9/13/2021,0,0,64,172,20,8,1
830,Beaufort,9/6/2021,0,0,61,141,28,40,2
831,Beaufort,8/30/2021,0,0,96,196,21,17,3
832,Beaufort,8/23/2021,0,0,93,222,53,39,1
833,Beaufort,8/16/2021,0,0,96,236,49,25,2
834,Beaufort,8/9/2021,0,0,126,176,49,24,3
835,Beaufort,8/2/2021,0,0,101,194,41,19,6
836,Beaufort,7/26/2021,0,0,111,175,26,12,2
837,Beaufort,7/19/2021,0,0,92,149,17,8,7
838,Beaufort,7/12/2021,0,0,60,88,18,3,1
839,Beaufort,7/5/2021,0,0,46,89,12,8,0
840,Beaufort,6/28/2021,0,0,57,95,29,4,3
841,Beaufort,6/21/2021,0,0,76,107,8,8,4
842,Beaufort,6/14/2021,0,0,55,103,14,7,6
843,Beaufort,6/7/2021,0,0,63,100,10,8,7
844,Beaufort,5/31/2021,0,0,44,77,17,5,2
845,Beaufort,5/24/2021,0,0,67,176,17,11,3
846,Beaufort,5/17/2021,0,0,99,216,31,16,9
847,Beaufort,5/10/2021,0,0,63,169,20,17,6
848,Beaufort,5/3/2021,0,0,71,112,15,16,7
849,Beaufort,4/26/2021,0,0,81,167,28,6,2
850,Beaufort,4/19/2021,0,0,78,148,35,9,0
851,Beaufort,4/12/2021,0,0,115,232,53,18,5
852,Beaufort,4/5/2021,0,0,171,361,65,27,9
853,Beaufort,3/29/2021,0,0,183,447,59,22,7
854,Beaufort,3/22/2021,0,0,311,778,90,33,13
855,Beaufort,3/15/2021,0,0,313,889,142,75,19
856,Beaufort,3/8/2021,0,0,421,"1,255",136,57,22
857,Beaufort,3/1/2021,0,0,404,"1,238",69,15,16
858,Beaufort,2/22/2021,0,0,230,936,45,14,14
859,Beaufort,2/15/2021,0,0,188,462,12,4,4
860,Beaufort,2/8/2021,0,0,517,"1,189",76,14,14
861,Beaufort,2/1/2021,0,0,400,959,56,9,12
862,Beaufort,1/25/2021,0,0,394,"1,619",67,41,15
863,Beaufort,1/18/2021,0,0,134,"1,036",29,7,10
864,Beaufort,1/11/2021,0,0,29,588,90,21,1
865,Beaufort,1/4/2021,0,0,42,225,7,14,1
866,Beaufort,12/28/2020,0,0,28,244,5,41,4
867,Beaufort,12/21/2020,0,0,14,144,3,,3
868,Beaufort,12/14/2020,0,0,5,93,,,0
869,Bertie,4/24/2023,0,0,0,0,,,0
870,Bertie,4/17/2023,0,0,0,0,,,0
871,Bertie,4/10/2023,0,0,0,0,,,2
872,Bertie,4/3/2023,0,0,0,0,,,0
873,Bertie,3/27/2023,0,0,0,0,,,1
874,Bertie,3/20/2023,0,0,0,0,,,1
875,Bertie,3/13/2023,0,0,0,0,,,2
876,Bertie,3/6/2023,0,0,0,0,,,2
877,Bertie,2/27/2023,0,0,0,0,,,0
878,Bertie,2/20/2023,0,0,3,0,0,0,0
879,Bertie,2/13/2023,0,0,0,0,,,0
880,Bertie,2/6/2023,0,0,0,0,,,2
881,Bertie,1/30/2023,0,0,0,0,0,,0
882,Bertie,1/23/2023,0,0,0,0,,0,0
883,Bertie,1/16/2023,0,0,0,0,,,1
884,Bertie,1/9/2023,0,0,4,1,0,,0
885,Bertie,1/2/2023,0,0,0,0,,,2
886,Bertie,12/26/2022,0,0,0,0,,,2
887,Bertie,12/19/2022,0,0,0,0,,,1
888,Bertie,12/12/2022,0,0,0,0,0,0,0
889,Bertie,12/5/2022,0,0,0,0,,,2
890,Bertie,11/28/2022,0,0,0,0,,,2
891,Bertie,11/21/2022,0,0,0,0,0,0,0
892,Bertie,11/14/2022,0,0,0,0,,,2
893,Bertie,11/7/2022,0,0,3,0,0,,0
894,Bertie,10/31/2022,0,0,0,0,,,2
895,Bertie,10/24/2022,0,0,0,0,0,0,0
896,Bertie,10/17/2022,0,0,0,0,,,2
897,Bertie,10/10/2022,0,0,2,1,,,0
898,Bertie,10/3/2022,0,0,0,0,,,2
899,Bertie,9/26/2022,0,0,2,1,0,2,0
900,Bertie,9/19/2022,0,0,0,0,,,2
901,Bertie,9/12/2022,0,0,0,0,,,1
902,Bertie,9/5/2022,0,0,6,0,1,,0
903,Bertie,8/29/2022,0,0,3,1,0,0,0
904,Bertie,8/22/2022,0,0,2,3,0,1,0
905,Bertie,8/15/2022,0,0,4,0,,0,0
906,Bertie,8/8/2022,0,0,8,3,,0,0
907,Bertie,8/1/2022,0,0,2,1,,0,0
908,Bertie,7/25/2022,0,0,5,0,0,1,0
909,Bertie,7/18/2022,0,0,7,1,,1,0
910,Bertie,7/11/2022,0,0,7,0,0,,0
911,Bertie,7/4/2022,0,0,0,0,,,2
912,Bertie,6/27/2022,0,0,5,0,0,1,0
913,Bertie,6/20/2022,0,0,2,1,0,0,0
914,Bertie,6/13/2022,0,0,0,0,,,1
915,Bertie,6/6/2022,0,0,0,0,,,2
916,Bertie,5/30/2022,0,0,0,0,,,2
917,Bertie,5/23/2022,0,0,2,0,1,1,0
918,Bertie,5/16/2022,0,0,2,1,0,1,0
919,Bertie,5/9/2022,0,0,2,1,,0,0
920,Bertie,5/2/2022,0,0,2,1,0,0,0
921,Bertie,4/25/2022,0,0,1,3,0,0,0
922,Bertie,4/18/2022,0,0,2,0,0,1,0
923,Bertie,4/11/2022,0,0,5,0,0,0,0
924,Bertie,4/4/2022,0,0,5,4,,2,0
925,Bertie,3/28/2022,0,0,7,1,,0,0
926,Bertie,3/21/2022,0,0,11,5,0,,0
927,Bertie,3/14/2022,0,0,8,5,0,0,0
928,Bertie,3/7/2022,0,0,1,2,0,0,0
929,Bertie,2/28/2022,0,0,6,1,0,1,0
930,Bertie,2/21/2022,0,0,6,3,0,0,0
931,Bertie,2/14/2022,0,0,14,1,0,2,0
932,Bertie,2/7/2022,0,0,10,7,2,2,1
933,Bertie,1/31/2022,0,0,21,7,0,1,1
934,Bertie,1/24/2022,0,0,25,5,3,1,0
935,Bertie,1/17/2022,0,0,37,9,1,2,1
936,Bertie,1/10/2022,0,0,48,6,0,3,0
937,Bertie,1/3/2022,0,0,42,17,1,2,0
938,Bertie,12/27/2021,0,0,35,13,0,6,0
939,Bertie,12/20/2021,0,0,16,9,0,0,0
940,Bertie,12/13/2021,0,0,16,2,0,3,0
941,Bertie,12/6/2021,0,0,30,10,1,2,0
942,Bertie,11/29/2021,0,0,31,12,1,4,0
943,Bertie,11/22/2021,0,0,36,12,0,2,0
944,Bertie,11/15/2021,0,0,35,9,2,7,1
945,Bertie,11/8/2021,0,0,26,9,2,4,1
946,Bertie,11/1/2021,0,0,24,17,0,5,1
947,Bertie,10/25/2021,0,0,25,10,1,6,0
948,Bertie,10/18/2021,0,0,36,12,0,6,0
949,Bertie,10/11/2021,0,0,51,11,1,7,1
950,Bertie,10/4/2021,0,0,53,14,3,6,0
951,Bertie,9/27/2021,0,0,48,21,0,2,0
952,Bertie,9/20/2021,0,0,53,19,5,3,2
953,Bertie,9/13/2021,0,0,99,28,2,1,2
954,Bertie,9/6/2021,0,0,83,43,2,5,1
955,Bertie,8/30/2021,0,0,82,48,0,13,2
956,Bertie,8/23/2021,0,0,100,49,1,5,1
957,Bertie,8/16/2021,0,0,114,55,4,8,1
958,Bertie,8/9/2021,0,0,133,37,1,4,3
959,Bertie,8/2/2021,0,0,97,37,3,10,1
960,Bertie,7/26/2021,0,0,72,37,2,5,0
961,Bertie,7/19/2021,0,0,69,31,1,6,1
962,Bertie,7/12/2021,0,0,74,24,8,2,3
963,Bertie,7/5/2021,0,0,45,9,0,1,1
964,Bertie,6/28/2021,0,0,57,11,1,5,0
965,Bertie,6/21/2021,0,0,80,17,4,9,2
966,Bertie,6/14/2021,0,0,37,18,0,4,0
967,Bertie,6/7/2021,0,0,60,16,3,10,0
968,Bertie,5/31/2021,0,0,55,18,1,21,1
969,Bertie,5/24/2021,0,0,88,23,3,1,5
970,Bertie,5/17/2021,0,0,84,24,0,13,1
971,Bertie,5/10/2021,0,0,57,18,3,6,2
972,Bertie,5/3/2021,0,0,79,20,17,9,1
973,Bertie,4/26/2021,0,0,59,18,1,0,0
974,Bertie,4/19/2021,0,0,72,21,5,3,3
975,Bertie,4/12/2021,0,0,224,49,13,1,4
976,Bertie,4/5/2021,0,0,103,46,0,2,3
977,Bertie,3/29/2021,0,0,109,49,2,4,5
978,Bertie,3/22/2021,0,0,348,172,17,8,17
979,Bertie,3/15/2021,0,0,177,73,2,5,1
980,Bertie,3/8/2021,0,0,280,100,15,2,7
981,Bertie,3/1/2021,0,0,217,115,9,8,5
982,Bertie,2/22/2021,0,0,326,146,6,12,6
983,Bertie,2/15/2021,0,0,120,79,1,2,0
984,Bertie,2/8/2021,0,0,201,94,20,2,4
985,Bertie,2/1/2021,0,0,254,135,21,0,3
986,Bertie,1/25/2021,0,0,485,424,33,4,12
987,Bertie,1/18/2021,0,0,766,639,57,24,9
988,Bertie,1/11/2021,0,0,108,152,43,2,3
989,Bertie,1/4/2021,0,0,192,361,46,13,1
990,Bertie,12/28/2020,0,0,18,21,1,3,0
991,Bertie,12/21/2020,0,0,2,15,,,0
992,Bertie,12/14/2020,0,0,3,13,,,0
993,Bladen,4/24/2023,0,0,0,0,,0,0
994,Bladen,4/17/2023,0,0,0,0,0,,0
995,Bladen,4/10/2023,0,0,0,0,,,2
996,Bladen,4/3/2023,0,0,0,0,,,0
997,Bladen,3/27/2023,0,0,0,0,,0,0
998,Bladen,3/20/2023,0,0,0,0,,,0
999,Bladen,3/13/2023,0,0,0,0,,,0
"1,000",Bladen,3/6/2023,0,0,1,2,0,,0
"1,001",Bladen,2/27/2023,0,0,0,0,,,0
"1,002",Bladen,2/20/2023,0,0,0,0,,,2
"1,003",Bladen,2/13/2023,0,0,0,0,,,0
"1,004",Bladen,2/6/2023,0,0,3,0,0,0,0
"1,005",Bladen,1/30/2023,0,0,3,0,,1,1
"1,006",Bladen,1/23/2023,0,0,0,0,,,2
"1,007",Bladen,1/16/2023,0,0,0,0,,,1
"1,008",Bladen,1/9/2023,0,0,0,0,0,0,0
"1,009",Bladen,1/2/2023,0,0,3,0,1,0,0
"1,010",Bladen,12/26/2022,0,0,0,0,0,0,0
"1,011",Bladen,12/19/2022,0,0,0,0,,,1
