"","GEOID","percent","pop_size","demographic","percent_final"
"2921","6037109400",0.805,3449.425,"Latino",0.805
"2922","6037109500",0.939,3979.482,"Latino",0.939
"2923","6037109601",0.666,3229.434,"Latino",0.666
"2924","6037109603",0.712,3015.32,"Latino",0.712
"2925","6037109604",0.685,1926.22,"Latino",0.685
"2926","6037109700",0.381,1712.976,"Latino",0.381
"2927","6037109800",0.509,2425.894,"Latino",0.509
"2928","6037111100",0.419,1281.302,"Latino",0.419
"2929","6037111201",0.419,1450.578,"Latino",0.419
"2930","6037111202",0.327,1879.923,"Latino",0.327
"2931","6037111204",0.191,1072.274,"Latino",0.191
"2932","6037111205",0.199,748.439,"Latino",0.199
"2933","6037111206",0.262,1142.582,"Latino",0.262
"2934","6037111302",0.252,1233.54,"Latino",0.252
"2935","6037111303",0.273,1358.175,"Latino",0.273
"2936","6037111304",0.447,1335.189,"Latino",0.447
"2937","6037111401",0.296,670.44,"Latino",0.296
"2938","6037111402",0.459,2888.946,"Latino",0.459
"2939","6037113101",0.182,651.56,"Latino",0.182
"2940","6037113102",0.182,494.494,"Latino",0.182
"2941","6037113211",0.143,589.303,"Latino",0.143
"2942","6037113212",0.284,898.292,"Latino",0.284
"2943","6037113213",0.33,1708.08,"Latino",0.33
"2944","6037113231",0.08,178.4,"Latino",0.08
"2945","6037113232",0.163,810.599,"Latino",0.163
"2946","6037113234",0.562,3018.502,"Latino",0.562
"2947","6037113235",0.25,420,"Latino",0.25
"2948","6037113237",0.275,1410.75,"Latino",0.275
"2949","6037113238",0.577,2403.205,"Latino",0.577
"2950","6037113239",0.647,1523.038,"Latino",0.647
"2951","6037113301",0.162,695.466,"Latino",0.162
"2952","6037113303",0.285,1111.215,"Latino",0.285
"2953","6037222001",0.673,1990.061,"Latino",0.673
"2954","6037222002",0.712,3626.928,"Latino",0.712
"2955","6037222100",0.625,2665,"Latino",0.625
"2956","6037222200",0.733,2974.514,"Latino",0.733
"2957","6037222500",0.688,3366.384,"Latino",0.688
"2958","6037222600",0.553,3055.325,"Latino",0.553
"2959","6037222700",0.168,634.368,"Latino",0.168
"2960","6037224010",0.562,1648.346,"Latino",0.562
"2961","6037224020",0.791,2097.732,"Latino",0.791
"2962","6037224200",0.909,2184.327,"Latino",0.909
"2963","6037224310",0.864,1869.696,"Latino",0.864
"2964","6037224320",0.859,2700.696,"Latino",0.859
"2965","6037224410",0.549,1641.51,"Latino",0.549
"2966","6037224420",0.819,2157.246,"Latino",0.819
"2967","6037224600",0.882,3097.584,"Latino",0.882
"2968","6037224701",0.184,511.152,"Latino",0.184
"2969","6037224702",0.116,339.3,"Latino",0.116
"2970","6037226001",0.857,1937.677,"Latino",0.857
"2971","6037226002",0.478,913.936,"Latino",0.478
"2972","6037226410",0.982,3523.416,"Latino",0.982
"2973","6037226420",0.857,4703.216,"Latino",0.857
"2974","6037226701",0.971,3024.665,"Latino",0.971
"2975","6037226702",0.982,4263.844,"Latino",0.982
"2976","6037227010",0.941,4802.864,"Latino",0.941
"2977","6037227020",0.985,3741.03,"Latino",0.985
"2978","6037228100",0.878,5079.23,"Latino",0.878
"2979","6037228210",0.902,3966.996,"Latino",0.902
"2980","6037228220",0.912,4370.304,"Latino",0.912
"2981","6037228310",0.946,4250.378,"Latino",0.946
"2982","6037228320",0.973,3142.79,"Latino",0.973
"2983","6037228410",0.912,3089.856,"Latino",0.912
"2984","6037228420",0.934,2946.77,"Latino",0.934
"2985","6037228500",0.824,3970.032,"Latino",0.824
"2986","6037228600",0.908,4745.208,"Latino",0.908
"2987","6037228710",0.891,3689.631,"Latino",0.891
"2988","6037228720",0.89,4450,"Latino",0.89
"2989","6037228800",0.941,5115.276,"Latino",0.941
"2990","6037228900",0.896,2754.304,"Latino",0.896
"2991","6037229100",0.874,4219.672,"Latino",0.874
"2992","6037229200",0.864,4083.264,"Latino",0.864
"2993","6037229300",0.901,5137.502,"Latino",0.901
"2994","6037229410",0.941,3718.832,"Latino",0.941
"2995","6037229420",0.911,3870.839,"Latino",0.911
"2996","6037231100",0.726,2606.34,"Latino",0.726
"2997","6037433804",0.911,4257.103,"Latino",0.911
"2998","6037433901",0.738,4151.25,"Latino",0.738
"2999","6037433903",0.884,4689.62,"Latino",0.884
"3000","6037434001",0.69,2977.35,"Latino",0.69
"3001","6037434003",0.837,3360.555,"Latino",0.837
"3002","6037434004",0.801,2443.05,"Latino",0.801
"3003","6037434100",0.771,4807.185,"Latino",0.771
"3004","6037460001",0.099,182.457,"Latino",0.099
"3005","6037460002",0.135,376.515,"Latino",0.135
"3006","6037460101",0.113,657.321,"Latino",0.113
"3007","6037460200",0.326,1878.738,"Latino",0.326
"3008","6037460301",0.163,746.703,"Latino",0.163
"3009","6037460302",0.442,1952.314,"Latino",0.442
"3010","6037460401",0.287,278.39,"Latino",0.287
"3011","6037460501",0.082,438.29,"Latino",0.082
"3012","6037460502",0.092,437.276,"Latino",0.092
"3013","6037460601",0.101,539.239,"Latino",0.101
"3014","6037460700",0.12,621.12,"Latino",0.12
"3015","6037460800",0.138,393.3,"Latino",0.138
"3016","6037460900",0.626,4215.484,"Latino",0.626
"3017","6037461000",0.507,3101.826,"Latino",0.507
"3018","6037461100",0.442,2215.304,"Latino",0.442
"3019","6037461200",0.223,1024.239,"Latino",0.223
"3020","6037461300",0.176,1145.056,"Latino",0.176
"3021","6037461400",0.335,1014.38,"Latino",0.335
"3022","6037461501",0.47,1735.71,"Latino",0.47
"3023","6037461502",0.524,3330.02,"Latino",0.524
"3024","6037461600",0.555,3257.85,"Latino",0.555
"3025","6037461700",0.156,213.564,"Latino",0.156
"3026","6037461901",0.58,2871,"Latino",0.58
"3027","6037461902",0.125,239.875,"Latino",0.125
"3028","6037462001",0.666,3178.818,"Latino",0.666
"3029","6037462002",0.698,2544.908,"Latino",0.698
"3030","6037462100",0.526,2877.746,"Latino",0.526
"3031","6037462201",0.361,1336.061,"Latino",0.361
"3032","6037462202",0.206,591.838,"Latino",0.206
"3033","6037462301",0.59,2820.2,"Latino",0.59
"3034","6037462302",0.307,969.199,"Latino",0.307
"3035","6037462400",0.344,1275.896,"Latino",0.344
"3036","6037462500",0.245,1606.955,"Latino",0.245
"3037","6037462600",0.263,609.371,"Latino",0.263
"3038","6037462700",0.393,2125.344,"Latino",0.393
"3039","6037462800",0.316,865.524,"Latino",0.316
"3040","6037462900",0.35,1288.35,"Latino",0.35
"3041","6037603703",0.402,988.518,"Latino",0.402
"3042","6037603705",0.385,1126.125,"Latino",0.385
"3043","6037603706",0.743,2363.483,"Latino",0.743
"3044","6037603801",0.53,2591.7,"Latino",0.53
"3045","6037603802",0.492,2036.388,"Latino",0.492
"3046","6037603901",0.638,2527.756,"Latino",0.638
"3047","6037603902",0.734,2398.712,"Latino",0.734
"3048","6037604001",0.742,3798.298,"Latino",0.742
"3049","6037604002",0.51,2017.56,"Latino",0.51
"3050","6037604101",0.754,3080.844,"Latino",0.754
"3051","6037604102",0.588,1537.62,"Latino",0.588
"3052","6037604200",0.569,3278.578,"Latino",0.569
"3053","6037609900",0.609,1196.076,"Latino",0.609
"3054","6037620001",0.211,947.601,"Latino",0.211
"3055","6037620002",0.158,582.388,"Latino",0.158
"3056","6037620101",0.111,603.951,"Latino",0.111
"3057","6037620102",0.17,616.25,"Latino",0.17
"3058","6037620201",0.043,72.584,"Latino",0.043
"3059","6037620301",0.09,391.95,"Latino",0.09
"3060","6037620303",0.036,175.788,"Latino",0.036
"3061","6037620305",0.101,637.815,"Latino",0.101
"3062","6037620400",0.104,528.944,"Latino",0.104
"3063","6037620501",0.169,1019.915,"Latino",0.169
"3064","6037620521",0.131,600.897,"Latino",0.131
"3065","6037620522",0.154,765.38,"Latino",0.154
"3066","6037620601",0.252,1421.532,"Latino",0.252
"3067","6037620602",0.208,1146.496,"Latino",0.208
"3068","6037620701",0.186,1416.576,"Latino",0.186
"3069","6037620703",0.129,469.818,"Latino",0.129
"3070","6037620704",0.071,277.326,"Latino",0.071
"3071","6037620801",0.094,400.44,"Latino",0.094
"3072","6037620802",0.07,233.1,"Latino",0.07
"3073","6037620901",0.104,294.944,"Latino",0.104
"3074","6037620904",0.053,150.096,"Latino",0.053
"3075","6037621001",0.124,574.988,"Latino",0.124
"3076","6037621005",0.086,393.536,"Latino",0.086
"3077","6037603702",0.37,1814.11,"Latino",0.37
"3078","6037621102",0.11,370.7,"Latino",0.11
"3079","6037621104",0.123,886.092,"Latino",0.123
"3080","6037621201",0.198,1507.176,"Latino",0.198
"3081","6037621204",0.092,252.264,"Latino",0.092
"3082","6037621301",0.125,866.75,"Latino",0.125
"3083","6037621324",0.091,360.269,"Latino",0.091
"3084","6057000104",0.07,204.61,"Latino",0.07
"3085","6057000105",0.104,313.976,"Latino",0.104
"3086","6057000106",0.056,102.536,"Latino",0.056
"3087","6057000107",0.055,355.08,"Latino",0.055
"3088","6057000200",0.034,100.198,"Latino",0.034
"3089","6057000300",0.105,285.39,"Latino",0.105
"3090","6057000401",0.104,570.232,"Latino",0.104
"3091","6057000403",0.112,229.264,"Latino",0.112
"3092","6057000404",0.044,159.412,"Latino",0.044
"3093","6057000502",0.282,1525.338,"Latino",0.282
"3094","6057000503",0.027,43.227,"Latino",0.027
"3095","6057000504",0.033,148.104,"Latino",0.033
"3096","6057000601",0.258,681.12,"Latino",0.258
"3097","6057000602",0.037,168.646,"Latino",0.037
"3098","6057000701",0.069,505.701,"Latino",0.069
"3099","6057000702",0.064,252.032,"Latino",0.064
"3100","6057000801",0.049,285.964,"Latino",0.049
"3101","6057000802",0.105,711.795,"Latino",0.105
"3102","6057000900",0.06,229.98,"Latino",0.06
"3103","6057001205",0.037,201.021,"Latino",0.037
"3104","6057001207",0.255,1487.67,"Latino",0.255
"3105","6057001208",0.037,68.487,"Latino",0.037
"3106","6057001209",0.22,310.42,"Latino",0.22
"3107","6057001210",0.033,54.945,"Latino",0.033
"3108","6057001211",0.018,16.038,"Latino",0.018
"3109","6059001101",0.552,2849.976,"Latino",0.552
"3110","6059001102",0.523,1923.594,"Latino",0.523
"3111","6059001103",0.579,2841.153,"Latino",0.579
"3112","6059001201",0.784,4412.352,"Latino",0.784
"3113","6059001202",0.79,3082.58,"Latino",0.79
"3114","6059001301",0.466,3232.176,"Latino",0.466
"3115","6059001303",0.598,3730.324,"Latino",0.598
"3116","6059001304",0.775,2861.3,"Latino",0.775
"3117","6059001401",0.599,2820.092,"Latino",0.599
"3118","6059001402",0.557,2556.63,"Latino",0.557
"3119","6059001403",0.448,1725.696,"Latino",0.448
"3120","6059001404",0.803,3088.338,"Latino",0.803
"3121","6059001501",0.189,1181.817,"Latino",0.189
"3122","6059001503",0.33,1793.55,"Latino",0.33
"3123","6059001504",0.522,2527.002,"Latino",0.522
"3124","6059001505",0.239,1746.373,"Latino",0.239
"3125","6059001506",0.26,1138.54,"Latino",0.26
"3126","6059001507",0.294,1556.142,"Latino",0.294
"3127","6059001602",0.144,641.952,"Latino",0.144
"3128","6059001603",0.149,571.713,"Latino",0.149
"3129","6061023100",0.088,738.496,"Latino",0.088
"3130","6061023200",0.181,1095.412,"Latino",0.181
"3131","6061023300",0.133,858.648,"Latino",0.133
"3132","6061023400",0.17,1014.05,"Latino",0.17
"3133","6061023501",0.015,16.68,"Latino",0.015
"3134","6061023502",0.17,941.12,"Latino",0.17
"3135","6061023600",0.085,381.48,"Latino",0.085
"3136","6061023700",0.025,78.775,"Latino",0.025
"3137","6061023800",0.084,250.068,"Latino",0.084
"3138","6061023900",0.251,788.642,"Latino",0.251
"3139","6061990000",NA,NA,"Latino",NA
"3140","6063000100",0.098,553.112,"Latino",0.098
"3141","6063000201",0.051,79.917,"Latino",0.051
"3142","6063000202",0.019,22.477,"Latino",0.019
"3143","6063000300",0.135,670.815,"Latino",0.135
"3144","6063000400",0.042,94.836,"Latino",0.042
"3145","6063000501",0.101,226.442,"Latino",0.101
"3146","6063000502",0.111,196.248,"Latino",0.111
"3147","6065030101",0.59,751.66,"Latino",0.59
"3148","6065030103",0.767,1558.544,"Latino",0.767
"3149","6065030104",0.674,4834.602,"Latino",0.674
"3150","6065030200",0.429,1743.456,"Latino",0.429
"3151","6065030300",0.491,2119.156,"Latino",0.491
"3152","6065030400",0.833,5743.535,"Latino",0.833
"3153","6065030501",0.682,3030.126,"Latino",0.682
"3154","6065030502",0.841,1600.423,"Latino",0.841
"3155","6065030503",0.849,3072.531,"Latino",0.849
"3156","6065030602",0.15,458.25,"Latino",0.15
"3157","6065030603",0.241,656.725,"Latino",0.241
"3158","6065030604",0.121,331.177,"Latino",0.121
"3159","6065030605",0.149,372.947,"Latino",0.149
"3160","6065030700",0.534,3358.326,"Latino",0.534
"3161","6065030800",0.506,3532.892,"Latino",0.506
"3162","6065030900",0.605,1841.62,"Latino",0.605
"3163","6065031001",0.442,2344.368,"Latino",0.442
"3164","6065031002",0.76,4187.6,"Latino",0.76
"3165","6065031100",0.477,2541.456,"Latino",0.477
"3166","6065031200",0.563,3666.256,"Latino",0.563
"3167","6065031300",0.926,2806.706,"Latino",0.926
"3168","6065031401",0.61,4543.89,"Latino",0.61
"3169","6065031402",0.478,3735.092,"Latino",0.478
"3170","6065031501",0.454,3737.782,"Latino",0.454
"3171","6065031503",0.506,2305.336,"Latino",0.506
"3172","6065031504",0.617,2836.966,"Latino",0.617
"3173","6065031601",0.655,2992.695,"Latino",0.655
"3174","6067007413",0.199,1323.748,"Latino",0.199
"3175","6067007414",0.358,1703.006,"Latino",0.358
"3176","6067007415",0.115,364.435,"Latino",0.115
"3177","6067007416",0.268,1036.356,"Latino",0.268
"3178","6067007417",0.197,650.691,"Latino",0.197
"3179","6067007422",0.297,815.265,"Latino",0.297
"3180","6067007423",0.183,1238.544,"Latino",0.183
"3181","6067007424",0.249,980.811,"Latino",0.249
"3182","6067007426",0.087,212.106,"Latino",0.087
"3183","6067007427",0.278,2281.268,"Latino",0.278
"3184","6067007428",0.136,466.48,"Latino",0.136
"3185","6067007429",0.228,1349.988,"Latino",0.228
"3186","6067007430",0.135,1181.925,"Latino",0.135
"3187","6067007431",0.179,556.332,"Latino",0.179
"3188","6067007432",0.172,872.9,"Latino",0.172
"3189","6067007434",0.297,1882.386,"Latino",0.297
"3190","6067007435",0.103,288.606,"Latino",0.103
"3191","6067007436",0.136,313.888,"Latino",0.136
"3192","6067007437",0.052,330.304,"Latino",0.052
"3193","6067007438",0.148,478.188,"Latino",0.148
"3194","6067007439",0.157,784.686,"Latino",0.157
"3195","6067007501",0.223,1690.563,"Latino",0.223
"3196","6067007503",0.242,1333.178,"Latino",0.242
"3197","6067007504",0.22,422.62,"Latino",0.22
"3198","6067007602",0.11,539.99,"Latino",0.11
"3199","6067007603",0.115,339.365,"Latino",0.115
"3200","6067007604",0.207,832.14,"Latino",0.207
"3201","6067007701",0.111,798.534,"Latino",0.111
"3202","6067007702",0.198,813.384,"Latino",0.198
"3203","6067007801",0.141,802.572,"Latino",0.141
"3204","6067007802",0.156,781.56,"Latino",0.156
"3205","6067007903",0.099,465.597,"Latino",0.099
"3206","6067007904",0.161,964.873,"Latino",0.161
"3207","6067007905",0.156,697.164,"Latino",0.156
"3208","6067007906",0.168,615.888,"Latino",0.168
"3209","6067008005",0.126,574.434,"Latino",0.126
"3210","6067008006",0.065,316.095,"Latino",0.065
"3211","6067007403",0.312,1559.376,"Latino",0.312
"3212","6067008007",0.176,590.304,"Latino",0.176
"3213","6067008008",0.146,734.38,"Latino",0.146
"3214","6067008009",0.163,701.715,"Latino",0.163
"3215","6067008010",0.182,1097.096,"Latino",0.182
"3216","6067008111",0.148,877.788,"Latino",0.148
"3217","6067008113",0.212,758.112,"Latino",0.212
"3218","6073001802",0.401,1310.869,"Latino",0.401
"3219","6073001900",0.225,673.425,"Latino",0.225
"3220","6073002001",0.107,346.252,"Latino",0.107
"3221","6073002002",0.211,546.912,"Latino",0.211
"3222","6073002100",0.366,1908.324,"Latino",0.366
"3223","6073002201",0.52,1755.52,"Latino",0.52
"3224","6073002202",0.708,4111.356,"Latino",0.708
"3225","6073002301",0.434,1262.072,"Latino",0.434
"3226","6073002302",0.564,3763.572,"Latino",0.564
"3227","6073002401",0.553,2740.115,"Latino",0.553
"3228","6073002402",0.644,3142.076,"Latino",0.644
"3229","6073002501",0.59,2970.06,"Latino",0.59
"3230","6073002502",0.463,3256.742,"Latino",0.463
"3231","6073002601",0.58,3219.58,"Latino",0.58
"3232","6073002602",0.622,2981.868,"Latino",0.622
"3233","6073002702",0.278,1559.302,"Latino",0.278
"3234","6073002703",0.423,2953.386,"Latino",0.423
"3235","6073002705",0.281,1168.398,"Latino",0.281
"3236","6073002707",0.442,2454.426,"Latino",0.442
"3237","6073002708",0.45,2286,"Latino",0.45
"3238","6073002709",0.628,2494.416,"Latino",0.628
"3239","6073002710",0.402,1515.942,"Latino",0.402
"3240","6073002711",0.371,1269.933,"Latino",0.371
"3241","6073002712",0.418,2373.404,"Latino",0.418
"3242","6073002801",0.179,450.364,"Latino",0.179
"3243","6073002803",0.282,1373.904,"Latino",0.282
"3244","6073002804",0.179,1012.961,"Latino",0.179
"3245","6073002902",0.277,1707.982,"Latino",0.277
"3246","6073002903",0.407,1719.168,"Latino",0.407
"3247","6073002904",0.166,1634.104,"Latino",0.166
"3248","6073002905",0.18,817.38,"Latino",0.18
"3249","6073003001",0.417,2063.733,"Latino",0.417
"3250","6073003003",0.529,2956.052,"Latino",0.529
"3251","6073003004",0.725,3955.6,"Latino",0.725
"3252","6073003101",0.651,2661.939,"Latino",0.651
"3253","6073003103",0.42,2548.98,"Latino",0.42
"3254","6073003105",0.686,3569.258,"Latino",0.686
"3255","6073003107",0.322,1718.836,"Latino",0.322
"3256","6073003108",0.57,2030.91,"Latino",0.57
"3257","6073003109",0.153,534.276,"Latino",0.153
"3258","6073003111",0.52,3474.12,"Latino",0.52
"3259","6073003112",0.469,1832.852,"Latino",0.469
"3260","6073003113",0.203,933.191,"Latino",0.203
"3261","6073003114",0.155,551.8,"Latino",0.155
"3262","6073021600",0.274,788.846,"Latino",0.274
"3263","6073021800",0.15,302.55,"Latino",0.15
"3264","6073021900",0.436,1569.6,"Latino",0.436
"3265","6073022000",0.463,2085.352,"Latino",0.463
"3266","6073022101",0.071,161.88,"Latino",0.071
"3267","6073022102",0.365,2926.205,"Latino",0.365
"3268","6073990100",NA,NA,"Latino",NA
"3269","6075010101",0.054,114.372,"Latino",0.054
"3270","6075010102",0.109,194.347,"Latino",0.109
"3271","6075010201",0.018,44.982,"Latino",0.018
"3272","6075010202",0.001,1.891,"Latino",0.001
"3273","6075010300",0.057,227.772,"Latino",0.057
"3274","6075010401",0.197,433.794,"Latino",0.197
"3275","6075010402",0.118,270.456,"Latino",0.118
"3276","6075010500",0.049,168.07,"Latino",0.049
"3277","6075010600",0.072,235.944,"Latino",0.072
"3278","6075010701",0.04,138.32,"Latino",0.04
"3279","6075010702",0.102,161.568,"Latino",0.102
"3280","6075010800",0.056,279.944,"Latino",0.056
"3281","6075010901",0.12,233.76,"Latino",0.12
"3282","6075010902",0.085,204.255,"Latino",0.085
"3283","6075011001",0.067,176.076,"Latino",0.067
"3284","6075011002",0.04,89.96,"Latino",0.04
"3285","6075011101",0.102,257.856,"Latino",0.102
"3286","6075011102",0.064,129.536,"Latino",0.064
"3287","6075011200",0.045,140.4,"Latino",0.045
"3288","6075011300",0.031,86.831,"Latino",0.031
"3289","6075011700",0.088,158.4,"Latino",0.088
"3290","6075011800",0.013,21.554,"Latino",0.013
"3291","6075011901",0.144,330.912,"Latino",0.144
"3292","6075011902",0.065,180.115,"Latino",0.065
"3293","6075012001",0.228,418.152,"Latino",0.228
"3294","6075012002",0.215,473.43,"Latino",0.215
"3295","6075012100",0.117,449.982,"Latino",0.117
"3296","6075012202",0.101,284.921,"Latino",0.101
"3297","6075012203",0.118,216.412,"Latino",0.118
"3298","6075012204",0.243,671.409,"Latino",0.243
"3299","6073021502",0.122,1091.29,"Latino",0.122
"3300","6075012301",0.25,471.75,"Latino",0.25
"3301","6075012302",0.148,384.8,"Latino",0.148
"3302","6075012403",0.113,292.783,"Latino",0.113
"3303","6075012404",0.315,808.29,"Latino",0.315
"3304","6075012405",0.135,515.295,"Latino",0.135
"3305","6083001403",0.083,137.946,"Latino",0.083
"3306","6083001404",0.038,57.418,"Latino",0.038
"3307","6083001500",0.174,430.476,"Latino",0.174
"3308","6083001601",0.506,3022.338,"Latino",0.506
"3309","6083001604",0.409,1771.379,"Latino",0.409
"3310","6083001704",0.493,1517.454,"Latino",0.493
"3311","6083001706",0.223,925.004,"Latino",0.223
"3312","6083001800",0.362,422.092,"Latino",0.362
"3313","6083001905",0.226,701.278,"Latino",0.226
"3314","6083001907",0.1,80.3,"Latino",0.1
"3315","6083001908",0.204,1074.672,"Latino",0.204
"3316","6083001909",0.144,570.96,"Latino",0.144
"3317","6083001910",0.2,580.4,"Latino",0.2
"3318","6083001911",0.264,519.816,"Latino",0.264
"3319","6083001912",0.232,1212.432,"Latino",0.232
"3320","6083002005",0.217,1124.494,"Latino",0.217
"3321","6083002006",0.3,843.9,"Latino",0.3
"3322","6083002008",0.415,3063.53,"Latino",0.415
"3323","6083002009",0.342,1291.392,"Latino",0.342
"3324","6083002010",0.238,1011.738,"Latino",0.238
"3325","6083002011",0.652,3814.852,"Latino",0.652
"3326","6083002012",0.222,647.352,"Latino",0.222
"3327","6083002013",0.267,741.459,"Latino",0.267
"3328","6083002014",0.412,2631.444,"Latino",0.412
"3329","6083002015",0.248,927.52,"Latino",0.248
"3330","6083002101",0.75,3478.5,"Latino",0.75
"3331","6083002102",0.632,1415.68,"Latino",0.632
"3332","6083002103",0.774,3941.982,"Latino",0.774
"3333","6083002205",0.824,4582.264,"Latino",0.824
"3334","6083002206",0.782,4360.432,"Latino",0.782
"3335","6083002209",0.727,2960.344,"Latino",0.727
"3336","6083002210",0.679,4533.004,"Latino",0.679
"3337","6083002211",0.575,3275.775,"Latino",0.575
"3338","6083002303",0.956,6120.312,"Latino",0.956
"3339","6083002304",0.883,6413.229,"Latino",0.883
"3340","6083002307",0.793,4151.355,"Latino",0.793
"3341","6083002308",0.659,2024.448,"Latino",0.659
"3342","6083002309",0.893,3501.453,"Latino",0.893
"3343","6083002310",0.968,3403.488,"Latino",0.968
"3344","6083002405",0.921,3850.701,"Latino",0.921
"3345","6083002406",0.904,3852.848,"Latino",0.904
"3346","6083002407",0.97,4614.29,"Latino",0.97
"3347","6083002408",0.938,2152.71,"Latino",0.938
"3348","6095252801",0.117,312.741,"Latino",0.117
"3349","6095252802",0.217,150.598,"Latino",0.217
"3350","6095252903",0.114,497.154,"Latino",0.114
"3351","6095252904",0.184,1547.808,"Latino",0.184
"3352","6095252908",0.162,621.918,"Latino",0.162
"3353","6095252909",0.2,920.4,"Latino",0.2
"3354","6095252910",0.241,1162.825,"Latino",0.241
"3355","6095252911",0.176,969.584,"Latino",0.176
"3356","6095252912",0.189,1077.3,"Latino",0.189
"3357","6095252913",0.192,850.176,"Latino",0.192
"3358","6095252914",0.294,1821.918,"Latino",0.294
"3359","6095252915",0.201,1294.038,"Latino",0.201
"3360","6095253000",0.267,1875.942,"Latino",0.267
"3361","6095253101",0.263,1330.254,"Latino",0.263
"3362","6095253105",0.268,1814.896,"Latino",0.268
"3363","6095253106",0.145,546.795,"Latino",0.145
"3364","6095253107",0.377,2133.443,"Latino",0.377
"3365","6095253108",0.287,1155.175,"Latino",0.287
"3366","6095253201",0.173,914.997,"Latino",0.173
"3367","6095253203",0.217,881.454,"Latino",0.217
"3368","6095253205",0.189,574.938,"Latino",0.189
"3369","6095253206",0.19,718.96,"Latino",0.19
"3370","6095253207",0.254,667.512,"Latino",0.254
"3371","6095253208",0.57,2768.49,"Latino",0.57
"3372","6095253300",0.371,1038.429,"Latino",0.371
"3373","6095253402",0.477,3833.172,"Latino",0.477
"3374","6095253403",0.398,1990.398,"Latino",0.398
"3375","6095253404",0.346,2287.06,"Latino",0.346
"3376","6095253501",0.18,1078.56,"Latino",0.18
"3377","6095253502",0.294,1410.024,"Latino",0.294
"3378","6095980000",NA,NA,"Latino",NA
"3379","6097150100",0.096,223.008,"Latino",0.096
"3380","6097150203",0.174,841.638,"Latino",0.174
"3381","6097150204",0.106,393.154,"Latino",0.106
"3382","6097150205",0.11,451.99,"Latino",0.11
"3383","6097150206",0.243,302.778,"Latino",0.243
"3384","6097150303",0.063,272.286,"Latino",0.063
"3385","6097150304",0.371,2185.932,"Latino",0.371
"3386","6097150305",0.636,3705.336,"Latino",0.636
"3387","6097150306",0.241,961.349,"Latino",0.241
"3388","6097150501",0.027,74.547,"Latino",0.027
"3389","6097150502",0.1,108.7,"Latino",0.1
"3390","6097150601",0.327,1214.805,"Latino",0.327
"3391","6097150602",0.211,1031.157,"Latino",0.211
"3392","6097150603",0.289,2147.27,"Latino",0.289
"3393","6001403501",0.061,283.955,"Latino",0.061
"3394","6001403502",0.174,349.392,"Latino",0.174
"3395","6001403600",0.175,930.65,"Latino",0.175
"3396","6001403701",0.106,320.65,"Latino",0.106
"3397","6001403702",0.11,221.32,"Latino",0.11
"3398","6001403800",0.036,139.104,"Latino",0.036
"3399","6001403900",0.109,440.142,"Latino",0.109
"3400","6001404000",0.147,448.644,"Latino",0.147
"3401","6001404101",0.068,209.576,"Latino",0.068
"3402","6001404102",0.1,268.9,"Latino",0.1
"3403","6001404200",0.051,200.379,"Latino",0.051
"3404","6001404300",0.1,356.2,"Latino",0.1
"3405","6001404400",0.02,118.32,"Latino",0.02
"3406","6001404501",0.06,110.58,"Latino",0.06
"3407","6001404502",0.071,446.732,"Latino",0.071
"3408","6001404600",0.04,202.52,"Latino",0.04
"3409","6001404700",0.077,165.781,"Latino",0.077
"3410","6001404800",0.143,389.246,"Latino",0.143
"3411","6001404900",0.146,651.306,"Latino",0.146
"3412","6001405000",0.106,394.108,"Latino",0.106
"3413","6001405100",0.036,161.244,"Latino",0.036
"3414","6001405200",0.136,671.296,"Latino",0.136
"3415","6001405301",0.16,478.08,"Latino",0.16
"3416","6001405302",0.059,144.963,"Latino",0.059
"3417","6001405401",0.221,791.843,"Latino",0.221
"3418","6001405402",0.243,848.556,"Latino",0.243
"3419","6001405500",0.143,521.092,"Latino",0.143
"3420","6001405600",0.203,646.352,"Latino",0.203
"3421","6001405700",0.097,361.034,"Latino",0.097
"3422","6001405800",0.204,848.028,"Latino",0.204
"3423","6001405901",0.462,1928.85,"Latino",0.462
"3424","6001405902",0.21,643.23,"Latino",0.21
"3425","6001406000",0.257,1102.016,"Latino",0.257
"3426","6001406100",0.576,2921.472,"Latino",0.576
"3427","6001406201",0.477,2448.918,"Latino",0.477
"3428","6001406202",0.631,3121.557,"Latino",0.631
"3429","6001406300",0.389,1772.673,"Latino",0.389
"3430","6001406400",0.327,836.793,"Latino",0.327
"3431","6001406500",0.479,3037.818,"Latino",0.479
"3432","6001406601",0.332,1573.68,"Latino",0.332
"3433","6001406602",0.249,697.2,"Latino",0.249
"3434","6001406700",0.174,969.354,"Latino",0.174
"3435","6001406800",0.206,808.55,"Latino",0.206
"3436","6001406900",0.131,519.153,"Latino",0.131
"3437","6001407000",0.277,1658.122,"Latino",0.277
"3438","6017032001",0,0,"Latino",0
"3439","6017032002",0.313,73.242,"Latino",0.313
"3440","6017990000",NA,NA,"Latino",NA
"3441","6019000100",0.573,2247.306,"Latino",0.573
"3442","6019000200",0.723,1815.453,"Latino",0.723
"3443","6019000300",0.675,2886.3,"Latino",0.675
"3444","6019000400",0.732,4129.944,"Latino",0.732
"3445","6019000501",0.738,2179.314,"Latino",0.738
"3446","6019000502",0.723,2239.131,"Latino",0.723
"3447","6019000601",0.712,2911.368,"Latino",0.712
"3448","6019000602",0.464,405.536,"Latino",0.464
