"","GEOID","percent","pop_size","demographic","percent_final"
"15861","6085505014",0.164,1072.396,"White",0.164
"15862","6085505015",0.229,1134.466,"White",0.229
"15863","6085505100",0.209,892.848,"White",0.209
"15864","6085505202",0.253,1828.178,"White",0.253
"15865","6085505203",0.517,2874.003,"White",0.517
"15866","6085505301",0.285,1386.525,"White",0.285
"15867","6085505302",0.288,1364.256,"White",0.288
"15868","6085505303",0.263,1682.674,"White",0.263
"15869","6085505304",0.267,926.223,"White",0.267
"15870","6085505305",0.384,2331.264,"White",0.384
"15871","6085505401",0.212,1378.212,"White",0.212
"15872","6085505402",0.238,721.378,"White",0.238
"15873","6085505403",0.257,2209.172,"White",0.257
"15874","6085505500",0.318,1421.142,"White",0.318
"15875","6085505600",0.504,2306.808,"White",0.504
"15876","6085505700",0.372,2206.704,"White",0.372
"15877","6085505800",0.521,2243.426,"White",0.521
"15878","6085505901",0.529,2095.898,"White",0.529
"15879","6085505902",0.484,1875.016,"White",0.484
"15880","6085506000",0.439,2098.42,"White",0.439
"15881","6085506101",0.41,1891.74,"White",0.41
"15882","6085506102",0.417,1924.872,"White",0.417
"15883","6085506103",0.262,1401.7,"White",0.262
"15884","6085506202",0.326,2616.476,"White",0.326
"15885","6085506203",0.163,994.463,"White",0.163
"15886","6085506204",0.239,1296.336,"White",0.239
"15887","6085506301",0.371,1923.264,"White",0.371
"15888","6085506302",0.548,3015.644,"White",0.548
"15889","6085506304",0.187,1138.643,"White",0.187
"15890","6085506305",0.275,1663.75,"White",0.275
"15891","6085506401",0.41,2046.72,"White",0.41
"15892","6085506402",0.42,2438.1,"White",0.42
"15893","6085506502",0.573,2610.015,"White",0.573
"15894","6085506503",0.428,2631.772,"White",0.428
"15895","6085506504",0.123,336.282,"White",0.123
"15896","6085506505",0.244,1134.112,"White",0.244
"15897","6085506601",0.368,1442.928,"White",0.368
"15898","6085506603",0.474,1937.238,"White",0.474
"15899","6101050301",0.498,1285.338,"White",0.498
"15900","6101050302",0.243,1429.569,"White",0.243
"15901","6101050401",0.483,2286.039,"White",0.483
"15902","6101050402",0.411,1960.881,"White",0.411
"15903","6101050403",0.625,2109.375,"White",0.625
"15904","6101050501",0.326,2182.896,"White",0.326
"15905","6101050503",0.341,2407.801,"White",0.341
"15906","6101050504",0.419,3355.352,"White",0.419
"15907","6101050601",0.532,3197.852,"White",0.532
"15908","6101050603",0.669,3276.762,"White",0.669
"15909","6101050604",0.583,2639.824,"White",0.583
"15910","6101050701",0.397,1892.896,"White",0.397
"15911","6101050702",0.365,2334.54,"White",0.365
"15912","6101050800",0.767,2436.759,"White",0.767
"15913","6101050900",0.521,702.829,"White",0.521
"15914","6101051000",0.566,1246.898,"White",0.566
"15915","6101051100",0.733,1754.069,"White",0.733
"15916","6103000100",0.792,4028.112,"White",0.792
"15917","6103000201",0.768,3301.632,"White",0.768
"15918","6103000202",0.882,3006.738,"White",0.882
"15919","6103000300",0.723,3454.494,"White",0.723
"15920","6103000400",0.745,4904.335,"White",0.745
"15921","6103000500",0.757,3802.411,"White",0.757
"15922","6103000600",0.785,4845.02,"White",0.785
"15923","6103000701",0.727,3209.705,"White",0.727
"15924","6103000702",0.714,2613.954,"White",0.714
"15925","6103000800",0.575,2502.4,"White",0.575
"15926","6103000900",0.604,1990.18,"White",0.604
"15927","6103001000",0.456,3348.864,"White",0.456
"15928","6103001101",0.493,1022.975,"White",0.493
"15929","6103001102",0.391,1897.523,"White",0.391
"15930","6105000101",0.809,2779.724,"White",0.809
"15931","6105000102",0.819,3901.716,"White",0.819
"15932","6105000200",0.828,2179.296,"White",0.828
"15933","6105000500",0.771,3844.206,"White",0.771
"15934","6107000101",0.849,2152.215,"White",0.849
"15935","6107000102",0.585,1413.945,"White",0.585
"15936","6101050202",0.384,1440,"White",0.384
"15937","6107000202",0.122,314.638,"White",0.122
"15938","6107000203",0.058,280.43,"White",0.058
"15939","6107000204",0,0,"White",0
"15940","6107000302",0.167,477.286,"White",0.167
"15941","6107000303",0.515,2015.195,"White",0.515
"15942","6107000304",0.149,541.168,"White",0.149
"15943","6107000401",0.114,731.424,"White",0.114
"15944","6001442302",0.143,890.175,"White",0.143
"15945","6001442400",0.226,1453.632,"White",0.226
"15946","6001442501",0.187,657.492,"White",0.187
"15947","6001442502",0.153,568.089,"White",0.153
"15948","6001442601",0.317,1222.669,"White",0.317
"15949","6001442602",0.237,1142.103,"White",0.237
"15950","6001442700",0.327,968.574,"White",0.327
"15951","6001442800",0.315,936.495,"White",0.315
"15952","6001442900",0.215,1621.96,"White",0.215
"15953","6001443001",0.165,456.06,"White",0.165
"15954","6001443002",0.144,963.072,"White",0.144
"15955","6001443102",0.132,647.592,"White",0.132
"15956","6001443103",0.198,813.978,"White",0.198
"15957","6001443104",0.144,824.112,"White",0.144
"15958","6001443105",0.11,521.18,"White",0.11
"15959","6001443200",0.158,607.826,"White",0.158
"15960","6001443301",0.244,1052.372,"White",0.244
"15961","6001443321",0.022,72.38,"White",0.022
"15962","6001443322",0.198,637.362,"White",0.198
"15963","6001444100",0.398,3134.25,"White",0.398
"15964","6001444200",0.216,1524.528,"White",0.216
"15965","6001444301",0.347,1332.827,"White",0.347
"15966","6001444303",NA,NA,"White",NA
"15967","6001444304",0.1,582.4,"White",0.1
"15968","6001444400",0.121,673.123,"White",0.121
"15969","6001444500",0.189,1325.457,"White",0.189
"15970","6001444601",0.209,1248.566,"White",0.209
"15971","6001444602",0.162,756.054,"White",0.162
"15972","6001450101",0.283,2011.564,"White",0.283
"15973","6001450102",0.206,1380.406,"White",0.206
"15974","6001450200",0.445,2434.15,"White",0.445
"15975","6001450300",0.497,2700.698,"White",0.497
"15976","6001450400",0.442,3600.09,"White",0.442
"15977","6001450501",0.617,2041.653,"White",0.617
"15978","6001450502",0.403,2451.449,"White",0.403
"15979","6001450601",0.485,1767.825,"White",0.485
"15980","6001450603",0.491,2485.442,"White",0.491
"15981","6001450604",0.553,2863.434,"White",0.553
"15982","6001450605",0.585,2215.395,"White",0.585
"15983","6001450606",0.546,3294.018,"White",0.546
"15984","6001450607",0.422,2338.302,"White",0.422
"15985","6001450608",0.444,2062.824,"White",0.444
"15986","6001450609",0.52,2501.2,"White",0.52
"15987","6001450701",0.481,4124.575,"White",0.481
"15988","6001450741",0.473,2829.959,"White",0.473
"15989","6023990100",NA,NA,"White",NA
"15990","6025010101",0.078,328.146,"White",0.078
"15991","6025010102",0.111,433.233,"White",0.111
"15992","6025010200",0.132,364.98,"White",0.132
"15993","6025010300",0.556,510.408,"White",0.556
"15994","6025010401",0.026,60.996,"White",0.026
"15995","6025010402",0.016,86.144,"White",0.016
"15996","6025010500",0.194,1428.034,"White",0.194
"15997","6025010600",0.276,1956.564,"White",0.276
"15998","6025010700",0.037,156.843,"White",0.037
"15999","6025010800",0.478,527.234,"White",0.478
"16000","6025010900",0.134,894.45,"White",0.134
"16001","6025011001",0.181,835.858,"White",0.181
"16002","6025011002",0.131,1495.365,"White",0.131
"16003","6025011100",0.192,768.192,"White",0.192
"16004","6025011201",0.108,795.96,"White",0.108
"16005","6025011202",0.042,269.556,"White",0.042
"16006","6025011301",0,0,"White",0
"16007","6025011302",0.047,85.399,"White",0.047
"16008","6025011303",0.085,468.69,"White",0.085
"16009","6025011400",0.044,192.368,"White",0.044
"16010","6025011500",0.064,400.576,"White",0.064
"16011","6025011600",0.058,321.204,"White",0.058
"16012","6025011700",0.08,366.24,"White",0.08
"16013","6025011801",0.2,784,"White",0.2
"16014","6025011802",0.103,487.293,"White",0.103
"16015","6025011803",0.084,648.06,"White",0.084
"16016","6025011901",0.021,42.042,"White",0.021
"16017","6025011902",0.049,157.486,"White",0.049
"16018","6025011903",0.004,21.424,"White",0.004
"16019","6025012001",0.001,4.774,"White",0.001
"16020","6025012003",0.003,12.816,"White",0.003
"16021","6025012004",0.048,212.64,"White",0.048
"16022","6025012101",0.003,9.03,"White",0.003
"16023","6025012102",0.007,28.868,"White",0.007
"16024","6025012201",0.002,8.266,"White",0.002
"16025","6025012202",0.017,60.928,"White",0.017
"16026","6023940000",0.116,343.244,"White",0.116
"16027","6025012301",0.118,592.832,"White",0.118
"16028","6025012302",0.31,1571.39,"White",0.31
"16029","6025012400",0.885,497.37,"White",0.885
"16030","6025940000",0.202,393.698,"White",0.202
"16031","6027000100",0.572,1666.808,"White",0.572
"16032","6027000200",0.739,1417.402,"White",0.739
"16033","6027000300",0.814,1977.206,"White",0.814
"16034","6037141202",0.764,2233.936,"White",0.764
"16035","6037141303",0.653,2174.49,"White",0.653
"16036","6037141304",0.82,2555.12,"White",0.82
"16037","6037141305",0.674,1769.25,"White",0.674
"16038","6037141306",0.615,1934.175,"White",0.615
"16039","6037141400",0.717,3752.061,"White",0.717
"16040","6037141500",0.826,2482.956,"White",0.826
"16041","6037141600",0.741,3099.603,"White",0.741
"16042","6037141700",0.858,2702.7,"White",0.858
"16043","6037143101",0.794,1712.658,"White",0.794
"16044","6037143102",0.62,1313.78,"White",0.62
"16045","6037143200",0.583,2424.114,"White",0.583
"16046","6037143301",0.615,2136.51,"White",0.615
"16047","6037143302",0.705,2303.235,"White",0.705
"16048","6037143401",0.721,3990.735,"White",0.721
"16049","6037143402",0.843,1567.137,"White",0.843
"16050","6037143500",0.762,4293.87,"White",0.762
"16051","6037143602",0.708,3494.688,"White",0.708
"16052","6037143603",0.67,1636.81,"White",0.67
"16053","6037143605",0.554,955.096,"White",0.554
"16054","6037143606",0.65,1135.55,"White",0.65
"16055","6037143700",0.734,2557.99,"White",0.734
"16056","6037143801",0.68,2223.6,"White",0.68
"16057","6037143802",0.717,1611.099,"White",0.717
"16058","6037143901",0.797,3420.724,"White",0.797
"16059","6037143902",0.677,1957.884,"White",0.677
"16060","6037181000",0.36,2181.24,"White",0.36
"16061","6037181300",0.381,1473.327,"White",0.381
"16062","6037181400",0.256,1207.808,"White",0.256
"16063","6037181500",0.376,1511.144,"White",0.376
"16064","6037181600",0.31,1443.05,"White",0.31
"16065","6037183101",0.351,857.142,"White",0.351
"16066","6037183103",0.238,1141.686,"White",0.238
"16067","6037183104",0.284,539.316,"White",0.284
"16068","6037183220",0.176,593.12,"White",0.176
"16069","6037183221",0.143,504.79,"White",0.143
"16070","6037183222",0.428,1540.372,"White",0.428
"16071","6037183300",0.178,626.026,"White",0.178
"16072","6037183401",0.219,533.484,"White",0.219
"16073","6037183402",0.265,759.755,"White",0.265
"16074","6037183510",0.235,595.725,"White",0.235
"16075","6037183520",0.107,422.008,"White",0.107
"16076","6037183610",0.17,494.53,"White",0.17
"16077","6037293302",0.19,969.57,"White",0.19
"16078","6037293304",0.19,997.5,"White",0.19
"16079","6037293306",0.319,721.578,"White",0.319
"16080","6037293307",0.103,276.349,"White",0.103
"16081","6037294110",0.13,509.99,"White",0.13
"16082","6037294120",0.004,11.12,"White",0.004
"16083","6037294200",0.042,204.666,"White",0.042
"16084","6037294301",0.051,133.365,"White",0.051
"16085","6037294302",0.049,232.603,"White",0.049
"16086","6037294410",0.089,452.031,"White",0.089
"16087","6037294421",0.08,222.48,"White",0.08
"16088","6037294510",0.024,121.224,"White",0.024
"16089","6037294520",0.027,101.169,"White",0.027
"16090","6037294610",0.033,146.322,"White",0.033
"16091","6037294620",0.022,98.362,"White",0.022
"16092","6037294701",0.044,131.076,"White",0.044
"16093","6037294810",0.028,113.988,"White",0.028
"16094","6037294820",0.007,23.849,"White",0.007
"16095","6037294830",0.035,148.505,"White",0.035
"16096","6037294900",0.031,117.087,"White",0.031
"16097","6037295103",0.474,2545.38,"White",0.474
"16098","6037296210",0.042,162.876,"White",0.042
"16099","6037296220",0.097,380.24,"White",0.097
"16100","6037296300",0.394,1797.822,"White",0.394
"16101","6037296401",0.489,1615.167,"White",0.489
"16102","6037296402",0.364,1145.508,"White",0.364
"16103","6037296500",0.174,606.912,"White",0.174
"16104","6037296600",0.195,1026.48,"White",0.195
"16105","6037296901",0.165,741.345,"White",0.165
"16106","6037296902",0.267,1178.805,"White",0.267
"16107","6037297001",0.564,861.228,"White",0.564
"16108","6037297002",0.506,2236.52,"White",0.506
"16109","6037297110",0.166,767.75,"White",0.166
"16110","6037297120",0.176,570.768,"White",0.176
"16111","6037297201",0.198,875.358,"White",0.198
"16112","6037297202",0.47,1866.37,"White",0.47
"16113","6037297300",0.547,1146.512,"White",0.547
"16114","6037297400",0.724,2274.084,"White",0.724
"16115","6037297501",0.521,1387.423,"White",0.521
"16116","6037297502",0.618,1405.95,"White",0.618
"16117","6037297601",0.415,1294.8,"White",0.415
"16118","6037297602",0.424,1472.976,"White",0.424
"16119","6037300100",0.564,3757.368,"White",0.564
"16120","6037535605",0.012,57,"White",0.012
"16121","6037535606",0.021,42.273,"White",0.021
"16122","6037535607",0.005,21.72,"White",0.005
"16123","6037535701",0.03,155.25,"White",0.03
"16124","6037535702",0.028,165.564,"White",0.028
"16125","6037535802",0.022,136.224,"White",0.022
"16126","6037535803",0.01,37.81,"White",0.01
"16127","6037535804",0.03,190.14,"White",0.03
"16128","6037535901",0.02,122.12,"White",0.02
"16129","6037535902",0.034,211.718,"White",0.034
"16130","6037536000",0.012,41.208,"White",0.012
"16131","6037536102",0.192,614.592,"White",0.192
"16132","6037536103",0.025,125.725,"White",0.025
"16133","6037536104",0.042,150.612,"White",0.042
"16134","6037536201",0.096,317.568,"White",0.096
"16135","6037536202",0.052,237.328,"White",0.052
"16136","6037540000",0.005,36.475,"White",0.005
"16137","6037540101",0.034,224.264,"White",0.034
"16138","6037540102",0.008,48.128,"White",0.008
"16139","6037540201",0.004,9.012,"White",0.004
"16140","6037540202",0.031,205.406,"White",0.031
"16141","6037540203",0.01,57.83,"White",0.01
"16142","6037540300",0.008,37.44,"White",0.008
"16143","6037540400",0.014,28.098,"White",0.014
"16144","6037540501",0.107,627.341,"White",0.107
"16145","6037540502",0.013,87.763,"White",0.013
"16146","6037540600",0.006,28.206,"White",0.006
"16147","6037540700",0.062,198.71,"White",0.062
"16148","6037540800",0,0,"White",0
"16149","6037540901",0.026,128.856,"White",0.026
"16150","6037540902",0.014,61.866,"White",0.014
"16151","6037541003",0.09,435.42,"White",0.09
"16152","6037541100",0.019,60.059,"White",0.019
"16153","6037541200",0.024,151.92,"White",0.024
"16154","6037541300",0.008,44.088,"White",0.008
"16155","6037541401",0.018,64.692,"White",0.018
"16156","6037541402",0,0,"White",0
"16157","6037535604",0.007,30.121,"White",0.007
"16158","6037541500",0.006,36.504,"White",0.006
"16159","6037541603",0.018,55.98,"White",0.018
"16160","6037541604",0.004,19.02,"White",0.004
"16161","6037541605",0.007,35.217,"White",0.007
"16162","6037541606",0,0,"White",0
"16163","6037920121",0.414,4301.874,"White",0.414
"16164","6037920200",0.134,783.9,"White",0.134
"16165","6037920303",0.483,732.228,"White",0.483
"16166","6037920312",0.42,2755.62,"White",0.42
"16167","6037920313",0.457,2421.186,"White",0.457
"16168","6037920314",0.555,1913.64,"White",0.555
"16169","6037920322",0.652,1879.716,"White",0.652
"16170","6037920326",0.497,3138.555,"White",0.497
"16171","6037920328",0.62,1247.44,"White",0.62
"16172","6037920329",0.686,4563.958,"White",0.686
"16173","6037920330",0.655,2340.315,"White",0.655
"16174","6037920331",0.619,2437.003,"White",0.619
"16175","6037920332",0.67,1625.42,"White",0.67
"16176","6037920334",0.631,4000.54,"White",0.631
"16177","6037920338",0.473,2705.56,"White",0.473
"16178","6037920339",0.368,3002.144,"White",0.368
"16179","6037920340",0.208,677.04,"White",0.208
"16180","6037920341",0.085,287.64,"White",0.085
"16181","6037920342",0.056,176.736,"White",0.056
"16182","6037920343",0.182,739.284,"White",0.182
"16183","6037930400",0.434,573.314,"White",0.434
"16184","6037980001",NA,NA,"White",NA
"16185","6037980002",NA,NA,"White",NA
"16186","6037980003",NA,NA,"White",NA
"16187","6037980004",NA,NA,"White",NA
"16188","6037980005",NA,NA,"White",NA
"16189","6037980006",NA,NA,"White",NA
"16190","6037980007",NA,NA,"White",NA
"16191","6037980008",0,0,"White",0
"16192","6037980009",0,0,"White",0
"16193","6037980010",0.118,12.862,"White",0.118
"16194","6037980011",0.147,9.555,"White",0.147
"16195","6037980012",0.433,12.124,"White",0.433
"16196","6037980013",NA,NA,"White",NA
"16197","6037980014",0.089,3.916,"White",0.089
"16198","6037980015",0.079,81.212,"White",0.079
"16199","6037980016",0.081,26.568,"White",0.081
"16200","6037980017",0.383,411.725,"White",0.383
"16201","6037980018",NA,NA,"White",NA
"16202","6037980019",0.935,61.71,"White",0.935
"16203","6037980020",NA,NA,"White",NA
"16204","6037980021",0.2,9.4,"White",0.2
"16205","6037980022",NA,NA,"White",NA
"16206","6059063400",0.896,4626.944,"White",0.896
"16207","6059063500",0.745,4464.785,"White",0.745
"16208","6059063601",0.629,2791.502,"White",0.629
"16209","6059063603",0.782,4082.04,"White",0.782
"16210","6059063604",0.443,1949.643,"White",0.443
"16211","6059063605",0.186,1036.392,"White",0.186
"16212","6059063701",0.121,738.342,"White",0.121
"16213","6059063702",0.38,2340.42,"White",0.38
"16214","6059063802",0.675,2097.9,"White",0.675
"16215","6059063803",0.534,2318.628,"White",0.534
"16216","6059063805",0.634,1701.022,"White",0.634
"16217","6059063806",0.602,2323.118,"White",0.602
"16218","6059063807",0.56,2681.84,"White",0.56
"16219","6059063808",0.151,783.388,"White",0.151
"16220","6059063902",0.588,4006.632,"White",0.588
"16221","6059063903",0.393,1494.972,"White",0.393
"16222","6059063904",0.354,1574.592,"White",0.354
"16223","6059063905",0.68,2543.2,"White",0.68
"16224","6059063906",0.327,2175.858,"White",0.327
"16225","6059063908",0.391,2277.966,"White",0.391
"16226","6059063909",0.441,1610.973,"White",0.441
"16227","6059063910",0.415,1887.42,"White",0.415
"16228","6059074003",0.204,724.812,"White",0.204
"16229","6059074004",0.143,1095.094,"White",0.143
"16230","6059074005",0.112,800.464,"White",0.112
"16231","6059074006",0.167,984.632,"White",0.167
"16232","6059074102",0.06,373.2,"White",0.06
"16233","6059074103",0.027,150.633,"White",0.027
"16234","6059074106",0.177,1127.667,"White",0.177
"16235","6059074107",0.346,1998.842,"White",0.346
"16236","6059074108",0.055,265.595,"White",0.055
"16237","6059074109",0.051,155.244,"White",0.051
"16238","6059074110",0.263,938.91,"White",0.263
"16239","6059074111",0.11,608.63,"White",0.11
"16240","6059074200",0.034,307.088,"White",0.034
"16241","6059074300",0.03,115.11,"White",0.03
"16242","6059074403",0.029,164.633,"White",0.029
"16243","6059074405",0.101,697.405,"White",0.101
"16244","6059074406",0.043,153.983,"White",0.043
"16245","6059074407",0.094,640.328,"White",0.094
"16246","6059074408",0.096,540.96,"White",0.096
"16247","6059074501",0.017,109.65,"White",0.017
"16248","6059074502",0.036,198.828,"White",0.036
"16249","6059074601",0.087,663.027,"White",0.087
"16250","6059074602",0.069,555.243,"White",0.069
"16251","6065043313",0.267,995.91,"White",0.267
"16252","6065043314",0.567,2319.03,"White",0.567
"16253","6065043315",0.483,1369.305,"White",0.483
"16254","6065043316",0.583,1941.973,"White",0.583
"16255","6065043318",0.268,1480.7,"White",0.268
"16256","6065043319",0.506,2626.646,"White",0.506
"16257","6065043401",0.316,2146.272,"White",0.316
"16258","6065043403",0.231,681.45,"White",0.231
"16259","6065043404",0.445,1107.16,"White",0.445
"16260","6065043405",0.328,1570.136,"White",0.328
"16261","6065043503",0.488,1807.064,"White",0.488
"16262","6065043505",0.63,2118.69,"White",0.63
"16263","6065043506",0.364,2934.204,"White",0.364
"16264","6065043509",0.295,1643.74,"White",0.295
"16265","6065043512",0.275,2097.425,"White",0.275
"16266","6065043513",0.289,970.462,"White",0.289
"16267","6065043517",0.273,2319.135,"White",0.273
"16268","6065043518",0.185,1048.395,"White",0.185
"16269","6065043519",0.824,971.496,"White",0.824
"16270","6065043520",0.445,1019.05,"White",0.445
"16271","6065043521",0.211,736.179,"White",0.211
"16272","6065043522",0.237,688.248,"White",0.237
"16273","6065043523",0.362,1231.886,"White",0.362
"16274","6065043524",0.497,2264.829,"White",0.497
"16275","6065043601",0.133,744.667,"White",0.133
"16276","6065043602",0.136,541.552,"White",0.136
"16277","6065043701",0.523,2288.648,"White",0.523
"16278","6065043702",0.522,2552.058,"White",0.522
"16279","6065043703",0.379,1248.426,"White",0.379
"16280","6065043802",0.532,3905.412,"White",0.532
"16281","6065043807",0.352,2504.832,"White",0.352
"16282","6065043809",0.619,3774.662,"White",0.619
"16283","6065043810",0.502,2434.7,"White",0.502
"16284","6065043812",0.827,5068.683,"White",0.827
"16285","6065043813",0.368,1557.744,"White",0.368
"16286","6065043818",0.29,1200.02,"White",0.29
"16287","6065043820",0.366,2115.114,"White",0.366
"16288","6065043821",0.255,1385.925,"White",0.255
"16289","6065043822",0.414,1231.65,"White",0.414
"16290","6065043823",0.277,3186.331,"White",0.277
"16291","6065043824",0.689,3742.648,"White",0.689
"16292","6065043900",0.389,2715.609,"White",0.389
"16293","6065044000",0.216,415.368,"White",0.216
"16294","6065044101",0.195,606.645,"White",0.195
"16295","6071002025",0.395,2097.845,"White",0.395
"16296","6071002027",0.333,1782.882,"White",0.333
"16297","6071002028",0.434,2687.328,"White",0.434
"16298","6071002029",0.439,2575.613,"White",0.439
"16299","6071002031",0.367,2459.634,"White",0.367
"16300","6071002035",0.261,1965.33,"White",0.261
"16301","6071002037",0.178,1371.846,"White",0.178
"16302","6071002038",0.171,963.072,"White",0.171
"16303","6071002039",0.373,1876.936,"White",0.373
"16304","6071002040",0.301,1578.745,"White",0.301
"16305","6071002041",0.312,1692.6,"White",0.312
"16306","6071002042",0.419,1026.55,"White",0.419
"16307","6071002043",0.416,2608.32,"White",0.416
"16308","6071002044",0.246,1087.32,"White",0.246
"16309","6071002045",0.487,1164.904,"White",0.487
"16310","6071002046",0.289,2105.654,"White",0.289
"16311","6071002047",0.212,740.94,"White",0.212
"16312","6071002048",0.456,1535.808,"White",0.456
"16313","6071002049",0.205,610.08,"White",0.205
"16314","6071002050",0.118,674.488,"White",0.118
"16315","6071002051",0.187,853.094,"White",0.187
"16316","6071002101",0.17,818.21,"White",0.17
"16317","6071002103",0.3,1587,"White",0.3
"16318","6071002105",0.213,1348.716,"White",0.213
"16319","6071002107",0.246,1226.31,"White",0.246
"16320","6071002109",0.201,1361.976,"White",0.201
"16321","6071002111",0.211,773.104,"White",0.211
"16322","6071002112",0.284,1049.664,"White",0.284
"16323","6071002204",0.102,622.812,"White",0.102
"16324","6071002206",0.245,1769.88,"White",0.245
"16325","6071002207",0.199,1212.308,"White",0.199
"16326","6071002306",0.068,268.804,"White",0.068
"16327","6071002307",0.186,1059.642,"White",0.186
"16328","6071002308",0.127,1127.76,"White",0.127
"16329","6071002309",0.05,172.55,"White",0.05
"16330","6071002310",0.102,514.386,"White",0.102
"16331","6071002311",0.176,967.472,"White",0.176
"16332","6071002312",0.161,890.652,"White",0.161
"16333","6071002313",0.101,674.983,"White",0.101
"16334","6071002314",0.223,1259.727,"White",0.223
"16335","6071002315",0.266,969.304,"White",0.266
"16336","6071002403",0.054,283.878,"White",0.054
"16337","6071002404",0.033,121.341,"White",0.033
"16338","6073013205",0.047,108.006,"White",0.047
"16339","6073013206",0.101,687.507,"White",0.101
"16340","6073013301",0.295,1462.02,"White",0.295
"16341","6073013302",0.134,911.736,"White",0.134
"16342","6073013303",0.15,725.55,"White",0.15
"16343","6073013306",0.09,394.83,"White",0.09
"16344","6073013307",0.082,437.224,"White",0.082
"16345","6073013308",0.06,227.58,"White",0.06
"16346","6073013309",0.183,1289.052,"White",0.183
"16347","6073013312",0.109,312.612,"White",0.109
"16348","6073013315",0.216,834.192,"White",0.216
"16349","6073013316",0.211,1689.688,"White",0.211
"16350","6073013317",0.114,1707.492,"White",0.114
"16351","6073013318",0.231,1728.804,"White",0.231
"16352","6073013319",0.181,1338.857,"White",0.181
"16353","6073013320",0.11,775.17,"White",0.11
"16354","6073013321",0.169,1403.038,"White",0.169
"16355","6073013322",0.079,407.166,"White",0.079
"16356","6073013323",0.103,654.153,"White",0.103
"16357","6073013324",0.032,72.704,"White",0.032
"16358","6073013325",0.041,236.693,"White",0.041
"16359","6073013326",0.151,602.339,"White",0.151
"16360","6073013327",0.224,1487.584,"White",0.224
"16361","6073013401",0.363,1603.734,"White",0.363
"16362","6073013409",0.301,1787.338,"White",0.301
"16363","6073013411",0.351,1701.648,"White",0.351
"16364","6073013412",0.304,1441.872,"White",0.304
"16365","6073013414",0.265,2092.97,"White",0.265
"16366","6073013415",0.26,324.74,"White",0.26
"16367","6073013416",0.3,1293,"White",0.3
"16368","6073013417",0.287,594.09,"White",0.287
"16369","6073013418",0.153,975.222,"White",0.153
"16370","6073013420",0.225,725.4,"White",0.225
"16371","6073013421",0.214,875.688,"White",0.214
"16372","6073013422",0.364,1434.524,"White",0.364
"16373","6073013423",0.102,322.014,"White",0.102
"16374","6073013424",0.164,1110.116,"White",0.164
"16375","6073013425",0.226,428.27,"White",0.226
"16376","6073013503",0.416,2570.464,"White",0.416
"16377","6073013504",0.345,1367.925,"White",0.345
"16378","6073013505",0.39,2528.76,"White",0.39
"16379","6073013506",0.465,1933.47,"White",0.465
"16380","6073013601",0.444,2666.664,"White",0.444
"16381","6073013604",0.651,3994.536,"White",0.651
"16382","6077003214",0.429,1176.747,"White",0.429
"16383","6077003215",0.335,1333.3,"White",0.335
"16384","6077003216",0.186,700.104,"White",0.186
"16385","6077003217",0.102,368.424,"White",0.102
"16386","6077003218",0.173,518.135,"White",0.173
"16387","6077003219",0.194,1957.266,"White",0.194
"16388","6077003305",0.297,1547.37,"White",0.297
"16389","6077003306",0.171,922.374,"White",0.171
"16390","6077003307",0.203,961.814,"White",0.203
"16391","6077003308",0.159,264.258,"White",0.159
"16392","6077003310",0.185,962,"White",0.185
"16393","6077003311",0.171,698.706,"White",0.171
"16394","6077003312",0.1,298.8,"White",0.1
"16395","6077003313",0.064,179.136,"White",0.064
"16396","6077003403",0.088,456.28,"White",0.088
"16397","6077003404",0.207,1371.375,"White",0.207
"16398","6077003405",0.117,563.355,"White",0.117
"16399","6077003406",0.111,437.34,"White",0.111
"16400","6077003407",0.169,461.37,"White",0.169
"16401","6077003409",0.104,396.76,"White",0.104
"16402","6077003410",0.093,615.009,"White",0.093
"16403","6077003501",0.353,757.538,"White",0.353
"16404","6077003502",0.546,1528.254,"White",0.546
"16405","6077003503",0.151,1415.776,"White",0.151
"16406","6077003504",0.113,964.003,"White",0.113
"16407","6077003601",0.496,1552.976,"White",0.496
"16408","6077003602",0.327,1338.411,"White",0.327
"16409","6077003700",0.248,854.112,"White",0.248
"16410","6077003803",0.174,1166.67,"White",0.174
"16411","6077003804",0.142,837.658,"White",0.142
"16412","6077003805",0.077,222.453,"White",0.077
"16413","6077003806",0.065,260,"White",0.065
"16414","6077003807",0.052,133.12,"White",0.052
"16415","6077003808",0.124,599.416,"White",0.124
"16416","6077003900",0.345,507.495,"White",0.345
"16417","6077004001",0.427,880.474,"White",0.427
"16418","6077004003",0.404,1954.552,"White",0.404
"16419","6077003213",0.227,1160.424,"White",0.227
"16420","6077004004",0.241,1745.563,"White",0.241
"16421","6077004104",0.704,2689.28,"White",0.704
"16422","6077004105",0.711,3895.569,"White",0.711
"16423","6077004106",0.633,1481.853,"White",0.633
"16424","6077004107",0.38,1259.7,"White",0.38
"16425","6077004108",0.152,1087.256,"White",0.152
"16426","6085506605",0.38,1651.86,"White",0.38
"16427","6085506606",0.356,1835.892,"White",0.356
"16428","6085506701",0.438,1910.556,"White",0.438
"16429","6085506702",0.453,2647.785,"White",0.453
"16430","6085506703",0.493,1815.226,"White",0.493
"16431","6085506801",0.723,4321.371,"White",0.723
"16432","6085506802",0.501,2985.459,"White",0.501
"16433","6085506803",0.508,3572.764,"White",0.508
