Index,County,Week Of,0-17,0-17,0-17,18-24,25-49,50-64,65-74,75+,Suppressed,Missing
428,Anson,4/4/2022,0,0,1,5,2,1,1,0,,
429,Anson,3/28/2022,0,1,0,1,6,1,0,0,,
430,Anson,3/21/2022,0,1,3,3,4,2,0,0,,
431,Anson,3/14/2022,0,4,3,4,5,1,1,0,,
432,Anson,3/7/2022,0,1,0,5,6,3,1,0,,
433,Anson,2/28/2022,0,3,3,3,6,2,0,3,,
434,Anson,2/21/2022,0,7,2,3,13,8,2,0,,
435,Anson,2/14/2022,0,8,3,4,17,6,1,0,,
436,Anson,2/7/2022,0,13,4,10,19,6,1,0,,
437,Anson,1/31/2022,0,9,9,5,19,14,3,1,,
438,Anson,1/24/2022,0,24,11,4,23,5,3,0,,0
439,Anson,1/17/2022,0,8,13,7,11,5,4,2,,
440,Anson,1/10/2022,0,2,2,0,22,7,3,3,,
441,Anson,1/3/2022,0,10,2,7,22,6,1,1,,
442,Anson,12/27/2021,0,7,7,6,19,11,1,1,,
443,Anson,12/20/2021,0,7,6,3,21,7,2,0,,0
444,Anson,12/13/2021,0,17,8,12,41,14,1,0,,
445,Anson,12/6/2021,0,11,14,4,23,8,2,3,,1
446,Anson,11/29/2021,0,18,7,11,50,19,2,4,,
447,Anson,11/22/2021,0,6,10,7,39,14,1,1,,
448,Anson,11/15/2021,0,0,7,7,38,17,10,5,,0
449,Anson,11/8/2021,0,0,4,14,60,26,4,0,,
450,Anson,11/1/2021,0,0,9,11,34,20,3,0,,
451,Anson,10/25/2021,0,0,4,9,69,25,10,6,,
452,Anson,10/18/2021,0,0,12,14,69,24,10,3,,
453,Anson,10/11/2021,0,0,8,14,48,33,3,5,,
454,Anson,10/4/2021,0,0,17,20,58,46,10,3,,
455,Anson,9/27/2021,0,0,6,13,59,39,10,5,,
456,Anson,9/20/2021,0,0,14,20,80,41,17,2,,
457,Anson,9/13/2021,0,0,11,15,54,41,8,3,,
458,Anson,9/6/2021,0,0,38,22,57,34,11,11,,
459,Anson,8/30/2021,0,0,13,18,43,45,23,8,,
460,Anson,8/23/2021,0,0,13,21,66,47,15,6,,
461,Anson,8/16/2021,0,0,16,16,75,38,10,6,,
462,Anson,8/9/2021,0,0,14,12,33,24,13,7,,
463,Anson,8/2/2021,0,0,10,8,24,14,6,1,,
464,Anson,7/26/2021,0,0,10,5,24,20,11,3,,
465,Anson,7/19/2021,0,0,10,10,27,25,12,3,,
466,Anson,7/12/2021,0,0,8,11,29,31,9,3,,
467,Anson,7/5/2021,0,0,8,15,23,35,14,8,,
468,Anson,6/28/2021,0,0,2,6,23,29,12,4,,
469,Anson,6/21/2021,0,0,7,7,33,25,12,4,,
470,Anson,6/14/2021,0,0,13,27,28,48,19,1,,
471,Anson,6/7/2021,0,0,27,15,57,40,15,7,,
472,Anson,5/31/2021,0,0,13,8,66,47,11,5,,
473,Anson,5/24/2021,0,0,0,20,54,52,17,6,,
474,Anson,5/17/2021,0,0,0,19,67,77,22,22,,
475,Anson,5/10/2021,0,0,0,42,142,166,38,30,,1
476,Anson,5/3/2021,0,0,0,28,115,127,62,24,,
477,Anson,4/26/2021,0,0,0,12,82,125,50,14,,
478,Anson,4/19/2021,0,0,0,16,101,239,80,30,,
479,Anson,4/12/2021,0,0,0,12,286,295,57,16,,0
480,Anson,4/5/2021,0,0,0,15,190,277,105,39,,
481,Anson,3/29/2021,0,0,0,10,62,124,69,30,,
482,Anson,3/22/2021,0,0,0,7,109,205,149,60,,
483,Anson,3/15/2021,0,0,0,3,53,57,152,69,,
484,Anson,3/8/2021,0,0,0,6,52,81,191,104,,
485,Anson,3/1/2021,0,0,0,2,42,55,313,217,,
486,Anson,2/22/2021,0,0,0,3,31,42,323,254,,
487,Anson,2/15/2021,0,0,0,1,28,39,106,278,,
488,Anson,2/8/2021,0,0,0,4,44,57,59,213,,1
489,Anson,2/1/2021,0,0,0,1,37,50,34,80,,
490,Anson,1/25/2021,0,0,0,2,32,40,31,56,,
491,Anson,1/18/2021,0,0,0,0,5,7,1,0,,
492,Anson,1/11/2021,0,0,0,0,3,1,0,0,,0
493,Anson,1/4/2021,0,0,0,0,1,3,0,0,,
494,Anson,12/28/2020,0,0,0,0,0,0,0,0,,
495,Anson,12/21/2020,0,0,0,0,0,0,0,0,,
496,Anson,12/14/2020,0,0,0,0,0,0,0,0,,
497,Ashe,4/24/2023,0,0,0,0,0,0,0,0,,
498,Ashe,4/17/2023,0,0,0,0,0,0,0,0,,
499,Ashe,4/10/2023,0,0,0,0,0,0,0,0,,
500,Ashe,4/3/2023,0,0,0,0,0,0,0,0,,
501,Ashe,3/27/2023,0,0,0,0,0,0,0,0,,
502,Ashe,3/20/2023,0,0,0,0,0,0,0,0,,
503,Ashe,3/13/2023,0,1,0,1,1,0,0,0,,
504,Ashe,3/6/2023,0,0,0,0,0,0,0,0,,
505,Ashe,2/27/2023,0,0,0,0,0,0,0,0,,
506,Ashe,2/20/2023,0,0,0,0,2,1,0,0,,
507,Ashe,2/13/2023,0,0,0,0,0,0,0,0,1,
508,Ashe,2/6/2023,0,0,0,0,0,0,0,0,1,
509,Ashe,1/30/2023,0,0,0,0,0,0,0,0,,
510,Ashe,1/23/2023,0,0,0,0,0,0,0,0,2,
511,Ashe,1/16/2023,0,0,0,0,0,0,0,0,,
512,Ashe,1/9/2023,0,0,0,0,0,0,0,0,1,
513,Ashe,1/2/2023,0,0,0,0,0,0,0,0,1,
514,Ashe,12/26/2022,0,0,0,0,0,0,0,0,,
515,Ashe,12/19/2022,0,0,0,0,0,0,0,0,1,
516,Ashe,12/12/2022,0,0,0,0,0,0,0,0,1,
517,Ashe,12/5/2022,0,0,2,0,0,1,0,0,,0
518,Ashe,11/28/2022,0,0,0,0,0,0,0,0,2,
519,Ashe,11/21/2022,0,0,0,0,0,0,0,0,,
520,Ashe,11/14/2022,0,0,0,0,0,0,0,0,1,
521,Ashe,11/7/2022,0,0,0,0,0,0,0,0,2,
522,Ashe,10/31/2022,0,0,0,0,0,0,0,0,2,
523,Ashe,10/24/2022,0,0,0,0,0,0,0,0,2,
524,Ashe,10/17/2022,4,0,0,3,1,0,0,0,,
525,Ashe,10/10/2022,0,0,0,0,0,0,0,0,2,
526,Ashe,10/3/2022,4,2,0,0,0,0,0,0,,
527,Ashe,9/26/2022,2,1,0,0,0,2,0,0,,
528,Ashe,9/19/2022,1,1,0,1,1,0,0,0,,
529,Ashe,9/12/2022,3,0,1,0,2,1,0,0,,
530,Ashe,9/5/2022,1,3,2,0,1,0,0,0,,
531,Ashe,8/29/2022,3,1,0,0,1,0,0,0,,
532,Ashe,8/22/2022,2,4,2,0,2,0,0,0,,
533,Ashe,8/15/2022,0,0,0,0,0,0,0,0,2,
534,Ashe,8/8/2022,1,4,0,0,2,0,0,0,,
535,Ashe,8/1/2022,2,0,0,1,1,1,0,0,,
536,Ashe,7/25/2022,0,2,1,0,3,1,0,0,,0
537,Ashe,7/18/2022,0,4,0,1,1,0,0,0,,
538,Ashe,7/11/2022,0,1,1,2,1,0,0,0,,
539,Ashe,7/4/2022,0,1,1,0,2,0,0,0,,
540,Ashe,6/27/2022,0,1,1,1,0,0,0,0,,
541,Ashe,6/20/2022,0,0,0,0,0,0,0,0,1,
542,Ashe,6/13/2022,0,3,0,0,1,1,0,0,,
543,Ashe,6/6/2022,0,2,0,1,0,1,0,0,,
544,Ashe,5/30/2022,0,0,1,1,0,1,0,0,,
545,Ashe,5/23/2022,0,2,0,0,2,0,0,0,,
546,Ashe,5/16/2022,0,0,1,1,2,0,0,0,,
547,Ashe,5/9/2022,0,0,0,0,0,0,0,0,2,
548,Ashe,5/2/2022,0,4,0,0,1,2,0,0,,
549,Ashe,4/25/2022,0,0,1,3,3,1,0,1,,
550,Ashe,4/18/2022,0,0,1,2,4,1,0,1,,
551,Ashe,4/11/2022,0,3,1,4,1,1,1,1,,
552,Ashe,4/4/2022,0,1,2,3,4,1,2,0,,
553,Ashe,3/28/2022,0,1,1,1,5,1,0,0,,
554,Ashe,3/21/2022,0,2,2,3,6,6,1,0,,0
555,Ashe,3/14/2022,0,2,2,4,11,1,1,0,,
556,Ashe,3/7/2022,0,5,6,2,3,1,0,0,,0
557,Ashe,2/28/2022,0,3,1,2,5,1,3,1,,
558,Ashe,2/21/2022,0,7,4,4,21,5,3,0,,
559,Ashe,2/14/2022,0,9,5,2,4,6,1,2,,
560,Ashe,2/7/2022,0,5,4,4,13,4,2,0,,
561,Ashe,1/31/2022,0,7,6,4,10,4,1,2,,
562,Ashe,1/24/2022,0,9,7,5,8,4,3,2,,
563,Ashe,1/17/2022,0,4,0,2,7,2,0,0,,
564,Ashe,1/10/2022,0,6,5,2,11,7,1,3,,
565,Ashe,1/3/2022,0,8,8,6,10,6,2,3,,
566,Ashe,12/27/2021,0,17,8,4,17,10,5,4,,
567,Ashe,12/20/2021,0,18,12,3,15,7,2,5,,0
568,Ashe,12/13/2021,0,4,6,7,12,11,7,2,,
569,Ashe,12/6/2021,0,31,21,9,18,24,7,1,,
570,Ashe,11/29/2021,0,114,40,8,29,19,12,3,,
571,Ashe,11/22/2021,0,0,3,4,21,12,3,3,,
572,Ashe,11/15/2021,0,0,4,6,31,7,3,4,,
573,Ashe,11/8/2021,0,0,4,11,29,20,14,5,,1
574,Ashe,11/1/2021,0,0,3,10,27,34,13,6,,
575,Ashe,10/25/2021,0,0,2,4,25,25,12,11,,0
576,Ashe,10/18/2021,0,0,6,8,39,15,11,3,,0
577,Ashe,10/11/2021,0,0,4,2,37,22,16,6,,
578,Ashe,10/4/2021,0,0,8,18,75,40,17,4,,
579,Ashe,9/27/2021,0,0,11,30,87,50,14,6,,
580,Ashe,9/20/2021,0,0,22,10,61,51,16,13,,
581,Ashe,9/13/2021,0,0,11,27,71,46,17,6,,1
582,Ashe,9/6/2021,0,0,15,17,73,41,12,9,,
583,Ashe,8/30/2021,0,0,25,20,82,55,24,8,,
584,Ashe,8/23/2021,0,0,12,22,65,42,24,8,,
585,Ashe,8/16/2021,0,0,11,12,53,28,16,8,,0
586,Ashe,8/9/2021,0,0,15,10,31,29,15,7,,
587,Ashe,8/2/2021,0,0,1,8,12,9,4,9,,
588,Ashe,7/26/2021,0,0,14,9,45,19,5,3,,
589,Ashe,7/19/2021,0,0,16,9,16,22,10,3,,
590,Ashe,7/12/2021,0,0,23,7,27,27,4,2,,
591,Ashe,7/5/2021,0,0,11,8,16,22,6,11,,
592,Ashe,6/28/2021,0,0,15,5,28,18,7,5,,
593,Ashe,6/21/2021,0,0,25,15,29,20,9,4,,
594,Ashe,6/14/2021,0,0,18,19,45,34,19,9,,
595,Ashe,6/7/2021,0,0,46,27,44,48,16,24,,
596,Ashe,5/31/2021,0,0,27,57,47,30,23,10,,1
597,Ashe,5/24/2021,0,0,1,12,56,48,19,9,,1
598,Ashe,5/17/2021,0,0,0,16,71,78,32,13,,
599,Ashe,5/10/2021,0,0,0,19,80,84,38,11,,
600,Ashe,5/3/2021,0,0,0,54,97,118,48,32,,
601,Ashe,4/26/2021,0,0,0,52,201,293,117,51,,0
602,Ashe,4/19/2021,0,0,0,43,184,238,89,37,,
603,Ashe,4/12/2021,0,0,0,28,237,309,133,58,,
604,Ashe,4/5/2021,0,0,0,71,411,544,339,161,,
605,Ashe,3/29/2021,0,0,0,40,211,297,294,192,,1
606,Ashe,3/22/2021,0,0,0,15,189,221,519,408,,
607,Ashe,3/15/2021,0,0,0,10,34,40,132,59,,
608,Ashe,3/8/2021,0,0,0,20,277,279,346,177,,
609,Ashe,3/1/2021,0,0,0,3,28,30,190,133,,1
610,Ashe,2/22/2021,0,0,0,5,40,43,150,125,,0
611,Ashe,2/15/2021,0,0,0,2,62,85,333,573,,1
612,Ashe,2/8/2021,0,0,0,3,40,62,84,392,,
613,Ashe,2/1/2021,0,0,0,7,82,66,40,67,,
614,Ashe,1/25/2021,0,0,0,1,65,51,12,5,,
615,Ashe,1/18/2021,0,0,0,0,54,44,17,4,,0
616,Ashe,1/11/2021,0,0,0,0,8,6,0,0,,
617,Ashe,1/4/2021,0,0,0,0,4,0,1,0,,
618,Ashe,12/28/2020,0,0,0,0,0,0,0,0,,
619,Ashe,12/21/2020,0,0,0,0,0,0,0,0,,
620,Ashe,12/14/2020,0,0,0,0,0,0,0,0,,
621,Avery,4/24/2023,0,0,0,0,0,0,0,0,,
622,Avery,4/17/2023,0,0,0,0,0,0,0,0,,
623,Avery,4/10/2023,0,0,0,0,0,0,0,0,,
624,Avery,4/3/2023,0,0,0,0,0,0,0,0,,
625,Avery,3/27/2023,0,0,0,0,0,0,0,0,,
626,Avery,3/20/2023,0,0,0,0,0,0,0,0,1,
627,Avery,3/13/2023,0,0,0,0,0,0,0,0,1,
628,Avery,3/6/2023,0,0,0,0,0,0,0,0,,
629,Avery,2/27/2023,0,0,0,0,0,0,0,0,,
630,Avery,2/20/2023,0,0,0,0,3,0,0,0,,
631,Avery,2/13/2023,0,0,0,0,0,0,0,0,1,
632,Avery,2/6/2023,0,0,0,0,0,0,0,0,,
633,Avery,1/30/2023,0,0,0,0,0,0,0,0,,
634,Avery,1/23/2023,0,0,0,0,0,0,0,0,,
635,Avery,1/16/2023,0,0,0,0,0,0,0,0,,
636,Avery,1/9/2023,0,0,0,0,0,0,0,0,,
637,Avery,1/2/2023,0,0,0,0,0,0,0,0,,
638,Avery,12/26/2022,0,0,0,0,0,0,0,0,,
639,Avery,12/19/2022,0,0,0,0,0,0,0,0,,
640,Avery,12/12/2022,0,0,0,0,4,0,0,0,,
641,Avery,12/5/2022,0,0,0,0,0,0,0,0,1,
642,Avery,11/28/2022,0,0,0,0,0,0,0,0,1,
643,Avery,11/21/2022,0,0,0,0,0,0,0,0,2,
644,Avery,11/14/2022,0,0,0,0,0,0,0,0,2,
645,Avery,11/7/2022,0,0,0,0,0,0,0,0,1,
646,Avery,10/31/2022,0,0,0,0,0,0,0,0,,
647,Avery,10/24/2022,0,0,0,0,0,0,0,0,2,
648,Avery,10/17/2022,0,0,0,0,0,0,0,0,2,
649,Avery,10/10/2022,2,0,0,0,4,0,0,0,,
650,Avery,10/3/2022,2,1,0,0,0,0,0,0,,
651,Avery,9/26/2022,0,1,2,0,0,1,0,0,,
652,Avery,9/19/2022,0,0,0,0,0,0,0,0,1,
653,Avery,9/12/2022,0,0,0,0,0,0,0,0,2,
654,Avery,9/5/2022,0,2,0,1,1,0,0,0,,
655,Avery,8/29/2022,0,2,0,0,1,0,0,0,,
656,Avery,8/22/2022,0,0,0,1,3,1,0,0,,
657,Avery,8/15/2022,0,0,0,0,0,0,0,0,,
658,Avery,8/8/2022,0,0,1,1,1,0,0,0,,
659,Avery,8/1/2022,0,2,0,0,1,0,0,0,,
660,Avery,7/25/2022,0,3,1,2,3,1,0,0,,
661,Avery,7/18/2022,0,2,1,0,0,0,0,0,,
662,Avery,7/11/2022,0,5,1,1,0,0,0,0,,
663,Avery,7/4/2022,0,2,1,0,1,0,0,0,,
664,Avery,6/27/2022,0,0,0,0,0,0,0,0,2,
665,Avery,6/20/2022,0,0,0,1,9,0,0,0,,
666,Avery,6/13/2022,0,0,1,0,1,0,0,1,,
667,Avery,6/6/2022,0,0,0,1,1,0,2,0,,
668,Avery,5/30/2022,0,0,0,0,0,0,0,0,1,
669,Avery,5/23/2022,0,0,1,0,2,0,0,0,,
670,Avery,5/16/2022,0,0,0,4,4,1,0,0,,0
671,Avery,5/9/2022,0,0,1,0,4,1,0,0,,
672,Avery,5/2/2022,0,0,0,0,0,0,0,0,2,
673,Avery,4/25/2022,0,1,1,1,2,1,0,0,,
674,Avery,4/18/2022,0,2,1,0,2,0,0,1,,
675,Avery,4/11/2022,0,2,2,2,1,2,0,0,,
676,Avery,4/4/2022,0,3,0,1,1,2,0,0,,
677,Avery,3/28/2022,0,0,0,6,1,1,0,0,,
678,Avery,3/21/2022,0,0,1,3,3,3,0,0,,
679,Avery,3/14/2022,0,1,1,2,2,0,1,0,,
680,Avery,3/7/2022,0,2,0,2,6,1,0,0,,
681,Avery,2/28/2022,0,2,1,2,3,3,0,0,,
682,Avery,2/21/2022,0,4,2,1,5,2,2,0,,
683,Avery,2/14/2022,0,2,2,0,5,0,3,0,,
684,Avery,2/7/2022,0,3,0,2,12,1,0,0,,
685,Avery,1/31/2022,0,2,1,4,4,2,0,0,,0
686,Avery,1/24/2022,0,8,5,1,9,2,1,2,,
687,Avery,1/17/2022,0,2,4,3,2,1,0,0,,
688,Avery,1/10/2022,0,14,3,3,19,7,0,1,,0
689,Avery,1/3/2022,0,3,3,2,11,7,4,0,,
690,Avery,12/27/2021,0,13,4,2,6,4,0,2,,
691,Avery,12/20/2021,0,3,3,2,6,3,2,0,,
692,Avery,12/13/2021,0,4,4,2,11,4,3,0,,
693,Avery,12/6/2021,0,7,2,0,7,11,2,0,,
694,Avery,11/29/2021,0,12,6,5,7,9,1,2,,
695,Avery,11/22/2021,0,1,6,1,5,6,1,0,,
696,Avery,11/15/2021,0,0,1,4,16,5,6,1,,
697,Avery,11/8/2021,0,0,4,3,19,12,4,3,,
698,Avery,11/1/2021,0,0,2,2,57,26,6,1,,
699,Avery,10/25/2021,0,0,0,6,18,12,2,3,,
700,Avery,10/18/2021,0,0,3,1,26,17,7,4,,
701,Avery,10/11/2021,0,0,2,7,50,11,6,0,,
702,Avery,10/4/2021,0,0,7,10,40,25,6,6,,
703,Avery,9/27/2021,0,0,2,7,42,22,6,3,,
704,Avery,9/20/2021,0,0,5,9,49,18,10,11,,1
705,Avery,9/13/2021,0,0,5,14,57,23,13,5,,1
706,Avery,9/6/2021,0,0,6,11,58,38,7,5,,
707,Avery,8/30/2021,0,0,11,16,26,18,12,1,,
708,Avery,8/23/2021,0,0,8,7,36,24,8,8,,
709,Avery,8/16/2021,0,0,11,10,46,8,6,2,,
710,Avery,8/9/2021,0,0,9,12,25,22,2,1,,0
711,Avery,8/2/2021,0,0,5,2,29,16,5,4,,0
712,Avery,7/26/2021,0,0,3,8,14,12,6,3,,
713,Avery,7/19/2021,0,0,3,16,46,12,7,4,,
714,Avery,7/12/2021,0,0,7,5,32,15,4,2,,
715,Avery,7/5/2021,0,0,2,9,19,13,7,3,,
716,Avery,6/28/2021,0,0,6,6,16,18,2,2,,
717,Avery,6/21/2021,0,0,5,5,40,13,7,6,,
718,Avery,6/14/2021,0,0,11,9,32,29,12,9,,
719,Avery,6/7/2021,0,0,25,16,72,42,7,3,,1
720,Avery,5/31/2021,0,0,19,11,32,14,7,6,,
721,Avery,5/24/2021,0,0,1,8,30,30,6,3,,1
722,Avery,5/17/2021,0,0,1,17,85,78,25,11,,
723,Avery,5/10/2021,0,0,0,20,53,45,14,5,,
724,Avery,5/3/2021,0,0,0,16,117,139,59,27,,
725,Avery,4/26/2021,0,0,0,15,165,131,25,7,,
726,Avery,4/19/2021,0,0,0,26,119,135,55,18,,0
727,Avery,4/12/2021,0,0,0,30,278,315,105,15,,1
728,Avery,4/5/2021,0,0,0,26,205,258,110,35,,
729,Avery,3/29/2021,0,0,0,20,234,174,96,44,,
730,Avery,3/22/2021,0,0,0,6,104,119,123,45,,0
731,Avery,3/15/2021,0,0,0,2,19,18,28,25,,
732,Avery,3/8/2021,0,0,0,5,128,93,102,48,,0
733,Avery,3/1/2021,0,0,0,0,9,25,115,51,,
734,Avery,2/22/2021,0,0,0,1,19,33,198,116,,
735,Avery,2/15/2021,0,0,0,5,41,48,600,349,,
736,Avery,2/8/2021,0,0,0,1,24,22,50,732,,
737,Avery,2/1/2021,0,0,0,0,20,28,33,56,,
738,Avery,1/25/2021,0,0,0,0,62,46,29,39,,
739,Avery,1/18/2021,0,0,0,0,25,26,7,0,,
740,Avery,1/11/2021,0,0,0,0,5,1,1,0,,
741,Avery,1/4/2021,0,0,0,0,1,2,1,0,,
742,Avery,12/28/2020,0,0,0,0,0,0,0,0,,
743,Avery,12/21/2020,0,0,0,0,0,0,0,0,,
744,Avery,12/14/2020,0,0,0,0,0,0,0,0,,0
745,Beaufort,4/24/2023,0,0,0,0,0,0,0,0,,
746,Beaufort,4/17/2023,0,0,0,0,0,0,0,0,,
747,Beaufort,4/10/2023,0,0,0,2,4,0,0,0,,
748,Beaufort,4/3/2023,0,1,1,0,1,0,0,0,,
749,Beaufort,3/27/2023,0,0,0,0,0,0,0,0,2,
750,Beaufort,3/20/2023,0,0,0,0,0,0,0,0,2,
751,Beaufort,3/13/2023,0,0,0,0,1,1,0,1,,
752,Beaufort,3/6/2023,1,0,0,2,2,0,0,0,,
753,Beaufort,2/27/2023,0,0,0,0,0,0,0,0,1,
754,Beaufort,2/20/2023,2,1,1,0,0,1,0,0,,
755,Beaufort,2/13/2023,0,0,0,0,0,0,0,0,2,
756,Beaufort,2/6/2023,0,1,0,1,2,1,0,0,,
757,Beaufort,1/30/2023,0,0,0,0,0,0,0,0,2,
758,Beaufort,1/23/2023,0,0,0,0,0,0,0,0,1,
759,Beaufort,1/16/2023,1,2,0,1,3,0,0,0,,
760,Beaufort,1/9/2023,0,0,0,0,0,0,0,0,1,
761,Beaufort,1/2/2023,0,0,0,0,0,0,0,0,2,
762,Beaufort,12/26/2022,0,0,0,0,0,0,0,0,1,
763,Beaufort,12/19/2022,0,0,0,0,0,0,0,0,1,
764,Beaufort,12/12/2022,0,0,0,3,4,1,0,0,,
765,Beaufort,12/5/2022,0,0,0,1,2,0,1,0,,
766,Beaufort,11/28/2022,0,0,0,3,2,0,0,0,,
767,Beaufort,11/21/2022,0,0,0,0,0,0,0,0,1,
768,Beaufort,11/14/2022,1,0,0,1,3,1,0,0,,
769,Beaufort,11/7/2022,0,1,0,1,1,0,0,0,,
770,Beaufort,10/31/2022,2,1,0,3,2,2,0,0,,
771,Beaufort,10/24/2022,0,1,2,0,6,1,0,0,,
772,Beaufort,10/17/2022,0,0,0,1,2,0,0,0,,0
773,Beaufort,10/10/2022,0,1,1,0,1,1,0,0,,
774,Beaufort,10/3/2022,3,1,0,0,5,0,0,0,,
775,Beaufort,9/26/2022,1,2,0,0,0,0,0,0,,
776,Beaufort,9/19/2022,0,4,1,4,1,3,0,0,,
777,Beaufort,9/12/2022,0,2,1,1,3,0,1,0,,
778,Beaufort,9/5/2022,0,4,1,0,3,2,0,0,,
779,Beaufort,8/29/2022,0,0,1,3,4,1,1,0,,
780,Beaufort,8/22/2022,0,4,1,3,3,0,0,0,,
781,Beaufort,8/15/2022,0,3,1,2,2,0,1,0,,
782,Beaufort,8/8/2022,0,1,2,3,2,1,1,2,,
783,Beaufort,8/1/2022,1,1,3,3,4,1,0,0,,
784,Beaufort,7/25/2022,1,2,0,0,4,1,2,1,,
785,Beaufort,7/18/2022,1,2,1,3,4,1,1,0,,
786,Beaufort,7/11/2022,0,2,1,5,3,1,0,0,,
787,Beaufort,7/4/2022,0,1,1,3,4,0,1,2,,
788,Beaufort,6/27/2022,0,3,6,3,6,1,1,0,,
789,Beaufort,6/20/2022,0,0,0,2,2,0,0,1,,
790,Beaufort,6/13/2022,0,0,1,2,5,0,0,0,,
791,Beaufort,6/6/2022,0,2,2,3,10,1,2,0,,
792,Beaufort,5/30/2022,0,4,2,3,7,1,1,0,,
793,Beaufort,5/23/2022,0,3,0,0,4,2,0,0,,
794,Beaufort,5/16/2022,0,1,1,4,0,2,0,2,,
795,Beaufort,5/9/2022,0,3,0,3,5,4,4,0,,
796,Beaufort,5/2/2022,0,0,2,2,2,0,1,2,,
797,Beaufort,4/25/2022,0,1,4,4,6,4,0,1,,
798,Beaufort,4/18/2022,0,2,2,3,6,5,2,1,,
799,Beaufort,4/11/2022,0,1,1,2,7,2,2,1,,
800,Beaufort,4/4/2022,0,3,0,3,4,5,2,1,,
801,Beaufort,3/28/2022,0,4,3,5,11,2,1,3,,
802,Beaufort,3/21/2022,0,8,9,5,7,0,1,1,,
803,Beaufort,3/14/2022,0,6,2,3,3,5,0,2,,
804,Beaufort,3/7/2022,0,7,9,5,14,6,5,0,,
805,Beaufort,2/28/2022,0,10,11,5,15,6,1,1,,
806,Beaufort,2/21/2022,0,15,9,7,25,10,0,1,,
807,Beaufort,2/14/2022,0,3,8,7,26,14,2,1,,0
808,Beaufort,2/7/2022,0,13,15,15,20,8,2,0,,
809,Beaufort,1/31/2022,0,22,10,10,25,18,3,3,,
810,Beaufort,1/24/2022,0,13,11,10,34,18,9,2,,
811,Beaufort,1/17/2022,0,14,10,5,17,16,5,1,,
812,Beaufort,1/10/2022,0,14,19,4,23,17,1,2,,
813,Beaufort,1/3/2022,0,16,14,12,28,15,8,0,,
814,Beaufort,12/27/2021,0,12,17,7,26,16,7,4,,
815,Beaufort,12/20/2021,0,21,10,9,22,15,5,2,,
816,Beaufort,12/13/2021,0,25,18,18,43,17,7,1,,
817,Beaufort,12/6/2021,0,23,22,10,41,20,6,5,,
818,Beaufort,11/29/2021,0,23,20,15,56,38,13,7,,
819,Beaufort,11/22/2021,0,2,10,15,42,26,8,3,,
820,Beaufort,11/15/2021,0,0,6,21,67,58,17,13,,
821,Beaufort,11/8/2021,0,0,17,15,50,38,9,5,,
822,Beaufort,11/1/2021,0,0,10,10,49,52,16,14,,
823,Beaufort,10/25/2021,0,0,19,18,68,46,12,3,,
824,Beaufort,10/18/2021,0,0,18,15,83,47,19,6,,1
825,Beaufort,10/11/2021,0,0,18,20,108,77,30,13,,
826,Beaufort,10/4/2021,0,0,21,25,92,67,19,7,,
827,Beaufort,9/27/2021,0,0,23,34,107,71,26,14,,
828,Beaufort,9/20/2021,0,0,34,47,118,74,17,8,,
829,Beaufort,9/13/2021,0,0,33,38,111,74,21,12,,
830,Beaufort,9/6/2021,0,0,40,49,103,62,28,17,,
831,Beaufort,8/30/2021,0,0,52,39,101,90,21,17,,
832,Beaufort,8/23/2021,0,0,41,37,121,83,36,28,,0
833,Beaufort,8/16/2021,0,0,47,30,76,84,35,15,,1
834,Beaufort,8/9/2021,0,0,18,34,53,48,21,11,,
835,Beaufort,8/2/2021,0,0,17,23,47,52,16,4,,
836,Beaufort,7/26/2021,0,0,15,36,62,49,12,18,,
837,Beaufort,7/19/2021,0,0,18,43,52,40,24,8,,0
838,Beaufort,7/12/2021,0,0,6,18,63,49,19,7,,0
839,Beaufort,7/5/2021,0,0,19,25,52,46,16,10,,
840,Beaufort,6/28/2021,0,0,17,25,64,47,16,6,,
841,Beaufort,6/21/2021,0,0,12,27,65,64,23,15,,
842,Beaufort,6/14/2021,0,0,28,42,94,89,32,20,,
843,Beaufort,6/7/2021,0,0,38,44,83,66,27,17,,
844,Beaufort,5/31/2021,0,0,19,30,80,78,22,15,,
845,Beaufort,5/24/2021,0,0,0,28,107,106,63,32,,
846,Beaufort,5/17/2021,0,0,0,54,92,87,43,27,,
847,Beaufort,5/10/2021,0,0,0,35,123,124,71,29,,0
848,Beaufort,5/3/2021,0,0,0,46,119,146,70,31,,
849,Beaufort,4/26/2021,0,0,0,43,215,314,153,51,,
850,Beaufort,4/19/2021,0,0,0,86,296,449,167,61,,
851,Beaufort,4/12/2021,0,0,0,61,356,652,279,97,,2
852,Beaufort,4/5/2021,0,0,0,66,304,580,304,102,,2
853,Beaufort,3/29/2021,0,0,0,29,318,472,366,258,,
854,Beaufort,3/22/2021,0,0,0,13,272,382,349,275,,
855,Beaufort,3/15/2021,0,0,0,5,88,109,486,344,,0
856,Beaufort,3/8/2021,0,0,0,24,282,404,712,578,,0
857,Beaufort,3/1/2021,0,0,0,10,152,224,641,764,,
858,Beaufort,2/22/2021,0,0,0,0,72,94,598,705,,
859,Beaufort,2/15/2021,0,0,0,2,77,70,690,661,,
860,Beaufort,2/8/2021,0,0,0,1,60,96,112,514,,
861,Beaufort,2/1/2021,0,0,0,3,103,106,56,75,,
862,Beaufort,1/25/2021,0,0,0,1,45,84,37,57,,
