Index,County,Week Of,0-17,0-17,0-17,18-24,25-49,50-64,65-74,75+,Suppressed,Missing
1,Alamance,4/24/2023,0,0,0,0,0,0,0,0,,
2,Alamance,4/17/2023,2,0,0,1,1,0,0,0,,
3,Alamance,4/10/2023,5,2,1,2,4,0,1,0,,
4,Alamance,4/3/2023,2,1,0,1,1,0,0,0,,
5,Alamance,3/27/2023,8,2,1,1,5,0,0,0,,
6,Alamance,3/20/2023,9,0,1,3,0,0,0,0,,
7,Alamance,3/13/2023,2,1,1,2,0,1,0,0,,
8,Alamance,3/6/2023,11,7,2,0,7,0,0,0,,
9,Alamance,2/27/2023,5,4,1,1,1,1,0,0,,
10,Alamance,2/20/2023,7,3,4,2,3,2,0,0,,0
11,Alamance,2/13/2023,8,3,1,2,1,3,1,0,,
12,Alamance,2/6/2023,20,5,1,3,6,0,0,0,,
13,Alamance,1/30/2023,12,2,2,5,3,1,0,0,,
14,Alamance,1/23/2023,14,7,2,1,2,0,0,0,,0
15,Alamance,1/16/2023,8,6,2,3,2,0,1,0,,0
16,Alamance,1/9/2023,11,6,3,3,3,1,0,1,,2
17,Alamance,1/2/2023,9,8,5,2,4,3,0,0,,
18,Alamance,12/26/2022,13,2,3,5,5,0,0,0,,1
19,Alamance,12/19/2022,3,6,1,5,2,0,0,0,,
20,Alamance,12/12/2022,0,9,2,7,8,2,0,1,,0
21,Alamance,12/5/2022,11,9,1,1,9,3,1,0,,0
22,Alamance,11/28/2022,19,11,2,4,9,2,2,1,,0
23,Alamance,11/21/2022,10,6,0,5,4,3,0,0,,
24,Alamance,11/14/2022,14,8,2,3,6,3,1,0,,0
25,Alamance,11/7/2022,18,6,0,1,3,1,2,0,,0
26,Alamance,10/31/2022,29,9,2,4,6,0,0,0,,0
27,Alamance,10/24/2022,22,10,2,5,8,1,0,0,,
28,Alamance,10/17/2022,26,12,1,5,6,1,0,1,,0
29,Alamance,10/10/2022,22,15,4,5,8,2,0,0,,
30,Alamance,10/3/2022,22,16,3,5,8,2,0,0,,
31,Alamance,9/26/2022,14,9,6,5,8,3,0,0,,
32,Alamance,9/19/2022,21,15,4,5,10,3,3,0,,1
33,Alamance,9/12/2022,16,19,2,7,6,0,0,0,,
34,Alamance,9/5/2022,18,12,5,7,7,3,0,0,,
35,Alamance,8/29/2022,10,27,7,2,6,2,0,0,,
36,Alamance,8/22/2022,12,22,7,10,9,3,0,0,,0
37,Alamance,8/15/2022,11,26,8,4,9,4,3,1,,
38,Alamance,8/8/2022,5,14,5,7,18,4,1,1,,1
39,Alamance,8/1/2022,1,24,5,2,16,5,3,0,,
40,Alamance,7/25/2022,8,23,8,8,8,0,2,0,,
41,Alamance,7/18/2022,7,19,4,3,9,4,6,1,,0
42,Alamance,7/11/2022,0,14,1,10,8,0,4,0,,0
43,Alamance,7/4/2022,0,8,6,9,14,4,0,1,,
44,Alamance,6/27/2022,0,15,6,7,6,2,0,1,,
45,Alamance,6/20/2022,0,11,3,6,11,6,0,2,,
46,Alamance,6/13/2022,0,17,12,10,15,1,3,3,,
47,Alamance,6/6/2022,0,19,5,11,25,7,0,2,,
48,Alamance,5/30/2022,0,15,6,10,22,4,3,2,,
49,Alamance,5/23/2022,0,13,3,9,28,7,3,3,,
50,Alamance,5/16/2022,0,9,11,18,17,1,5,3,,
51,Alamance,5/9/2022,0,19,11,5,16,9,5,2,,
52,Alamance,5/2/2022,0,14,5,6,15,5,2,2,,
53,Alamance,4/25/2022,0,17,12,12,17,5,6,4,,
54,Alamance,4/18/2022,0,19,22,13,23,11,4,3,,
55,Alamance,4/11/2022,0,14,5,14,24,9,10,1,,0
56,Alamance,4/4/2022,0,26,15,9,24,10,2,2,,
57,Alamance,3/28/2022,0,21,17,12,43,15,1,5,,
58,Alamance,3/21/2022,0,30,31,20,47,13,6,3,,
59,Alamance,3/14/2022,0,42,27,13,36,9,6,6,,
60,Alamance,3/7/2022,0,51,30,21,56,16,4,3,,0
61,Alamance,2/28/2022,0,67,45,23,70,22,8,3,,
62,Alamance,2/21/2022,0,67,39,42,85,40,5,3,,
63,Alamance,2/14/2022,0,82,40,44,100,25,12,7,,
64,Alamance,2/7/2022,0,72,48,33,124,34,9,12,,0
65,Alamance,1/31/2022,0,152,87,47,143,57,8,6,,
66,Alamance,1/24/2022,0,152,83,47,127,48,9,8,,0
67,Alamance,1/17/2022,0,139,65,28,84,26,7,6,,0
68,Alamance,1/10/2022,0,124,75,34,71,38,10,5,,0
69,Alamance,1/3/2022,0,148,73,58,160,53,17,5,,0
70,Alamance,12/27/2021,0,138,77,40,124,56,10,5,,
71,Alamance,12/20/2021,0,113,49,37,102,43,12,9,,0
72,Alamance,12/13/2021,0,187,96,45,119,50,10,4,,1
73,Alamance,12/6/2021,0,454,178,38,170,68,21,9,,
74,Alamance,11/29/2021,0,544,237,51,168,87,20,15,,0
75,Alamance,11/22/2021,0,70,39,35,154,58,21,6,,
76,Alamance,11/15/2021,0,0,38,49,174,92,22,15,,1
77,Alamance,11/8/2021,0,0,38,48,168,84,17,12,,1
78,Alamance,11/1/2021,0,0,45,50,198,87,31,10,,
79,Alamance,10/25/2021,0,0,59,66,261,128,34,17,,
80,Alamance,10/18/2021,0,0,50,78,235,112,40,16,,
81,Alamance,10/11/2021,0,0,76,67,281,139,50,21,,
82,Alamance,10/4/2021,0,0,94,103,349,172,53,26,,
83,Alamance,9/27/2021,0,0,94,109,451,221,48,38,,
84,Alamance,9/20/2021,0,0,119,146,597,282,74,42,,
85,Alamance,9/13/2021,0,0,130,143,544,268,65,31,,
86,Alamance,9/6/2021,0,0,233,151,504,257,62,27,,
87,Alamance,8/30/2021,0,0,192,170,585,299,70,44,,
88,Alamance,8/23/2021,0,0,159,156,564,344,94,70,,
89,Alamance,8/16/2021,0,0,202,142,444,281,99,70,,
90,Alamance,8/9/2021,0,0,147,128,304,212,68,31,,
91,Alamance,8/2/2021,0,0,100,83,221,149,62,33,,
92,Alamance,7/26/2021,0,0,71,102,245,172,52,24,,
93,Alamance,7/19/2021,0,0,114,128,236,187,48,36,,
94,Alamance,7/12/2021,0,0,105,99,243,138,56,35,,
95,Alamance,7/5/2021,0,0,127,120,260,188,47,38,,
96,Alamance,6/28/2021,0,0,158,104,236,192,72,40,,
97,Alamance,6/21/2021,0,0,158,130,373,270,83,46,,0
98,Alamance,6/14/2021,0,0,394,217,549,338,119,61,,
99,Alamance,6/7/2021,0,0,627,283,615,417,147,77,,
100,Alamance,5/31/2021,0,0,246,160,470,350,137,66,,
101,Alamance,5/24/2021,0,0,5,160,468,376,150,76,,0
102,Alamance,5/17/2021,0,0,5,262,661,532,158,103,,
103,Alamance,5/10/2021,0,0,0,354,806,610,185,81,,0
104,Alamance,5/3/2021,0,0,0,530,"1,107","1,088",312,137,,
105,Alamance,4/26/2021,0,0,0,574,"1,512","1,548",477,204,,0
106,Alamance,4/19/2021,0,0,0,612,"1,971","2,115",610,206,,1
107,Alamance,4/12/2021,0,0,0,"1,049","2,685","2,797",812,229,,2
108,Alamance,4/5/2021,0,0,0,"1,253","2,863","2,730",780,268,,6
109,Alamance,3/29/2021,0,0,0,688,"1,628","1,404",497,240,,2
110,Alamance,3/22/2021,0,0,0,143,"1,263","1,174","1,193",779,,0
111,Alamance,3/15/2021,0,0,0,32,486,550,"1,149",692,,0
112,Alamance,3/8/2021,0,0,0,81,621,609,"2,110","1,166",,0
113,Alamance,3/1/2021,0,0,0,18,310,322,"1,752",909,,0
114,Alamance,2/22/2021,0,0,0,21,251,234,685,"1,096",,
115,Alamance,2/15/2021,0,0,0,24,323,252,520,"1,434",,1
116,Alamance,2/8/2021,0,0,0,37,542,508,695,"2,447",,1
117,Alamance,2/1/2021,0,0,0,23,376,332,158,"1,013",,
118,Alamance,1/25/2021,0,0,0,27,610,495,232,"1,168",,2
119,Alamance,1/18/2021,0,0,0,6,243,220,39,3,,0
120,Alamance,1/11/2021,0,0,0,5,307,218,50,3,,
121,Alamance,1/4/2021,0,0,0,1,91,38,4,0,,
122,Alamance,12/28/2020,0,0,0,0,0,0,0,0,,0
123,Alamance,12/21/2020,0,0,0,0,0,0,0,0,,
124,Alamance,12/14/2020,0,0,0,0,0,0,0,0,,
125,Alexander,4/24/2023,0,0,0,0,0,0,0,0,,
126,Alexander,4/17/2023,0,0,0,0,0,0,0,0,1,
127,Alexander,4/10/2023,0,0,0,0,0,0,0,0,2,
128,Alexander,4/3/2023,0,0,0,0,0,0,0,0,2,
129,Alexander,3/27/2023,0,0,0,0,0,0,0,0,2,
130,Alexander,3/20/2023,0,0,0,0,0,0,0,0,2,
131,Alexander,3/13/2023,0,0,0,0,0,0,0,0,1,
132,Alexander,3/6/2023,0,0,0,0,0,0,0,0,,
133,Alexander,2/27/2023,0,0,0,0,0,0,0,0,2,
134,Alexander,2/20/2023,1,0,0,1,1,0,0,0,,
135,Alexander,2/13/2023,0,0,0,0,0,0,0,0,,
136,Alexander,2/6/2023,0,0,0,0,0,0,0,0,2,
137,Alexander,1/30/2023,0,0,0,0,0,0,0,0,,
138,Alexander,1/23/2023,0,0,0,0,0,0,0,0,2,
139,Alexander,1/16/2023,0,0,0,0,3,1,0,0,,
140,Alexander,1/9/2023,1,0,0,0,0,0,1,1,,
141,Alexander,1/2/2023,0,0,2,0,1,0,0,0,,
142,Alexander,12/26/2022,0,0,0,0,0,0,0,0,2,
143,Alexander,12/19/2022,0,0,0,0,0,0,0,0,1,
144,Alexander,12/12/2022,0,0,0,2,2,0,1,0,,
145,Alexander,12/5/2022,0,0,0,0,0,0,0,0,2,
146,Alexander,11/28/2022,0,0,0,0,0,0,0,0,1,
147,Alexander,11/21/2022,0,0,0,0,0,0,0,0,,
148,Alexander,11/14/2022,0,1,0,2,1,1,0,0,,
149,Alexander,11/7/2022,1,0,0,0,2,0,0,0,,
150,Alexander,10/31/2022,0,0,0,0,0,0,0,0,1,
151,Alexander,10/24/2022,0,0,0,0,0,0,0,0,1,
152,Alexander,10/17/2022,1,0,0,0,1,0,0,1,,
153,Alexander,10/10/2022,0,0,0,0,0,0,0,0,2,
154,Alexander,10/3/2022,0,0,0,0,0,0,0,0,2,
155,Alexander,9/26/2022,1,0,0,1,1,1,0,0,,
156,Alexander,9/19/2022,0,0,0,0,0,0,0,0,2,
157,Alexander,9/12/2022,3,1,0,0,0,0,0,0,,
158,Alexander,9/5/2022,0,0,0,0,0,0,0,0,2,
159,Alexander,8/29/2022,0,0,1,2,2,0,0,0,,
160,Alexander,8/22/2022,0,2,0,1,0,1,0,0,,
161,Alexander,8/15/2022,0,0,0,0,3,0,0,0,,
162,Alexander,8/8/2022,0,0,0,1,5,0,0,0,,
163,Alexander,8/1/2022,0,4,0,0,0,0,0,1,,
164,Alexander,7/25/2022,0,3,3,2,3,1,1,0,,
165,Alexander,7/18/2022,0,0,0,0,0,0,0,0,2,
166,Alexander,7/11/2022,0,0,0,2,1,1,0,0,,
167,Alexander,7/4/2022,0,0,1,3,1,2,0,0,,
168,Alexander,6/27/2022,0,0,0,0,0,0,0,0,2,
169,Alexander,6/20/2022,0,0,0,2,0,1,0,0,,
170,Alexander,6/13/2022,0,1,1,1,5,1,0,0,,
171,Alexander,6/6/2022,0,0,4,2,7,2,0,1,,
172,Alexander,5/30/2022,0,0,0,0,1,3,0,0,,
173,Alexander,5/23/2022,0,2,1,2,3,0,0,0,,
174,Alexander,5/16/2022,0,5,1,5,8,2,0,1,,
175,Alexander,5/9/2022,0,0,1,1,3,1,0,0,,
176,Alexander,5/2/2022,0,0,0,3,1,3,0,0,,
177,Alexander,4/25/2022,0,0,0,1,5,0,0,0,,
178,Alexander,4/18/2022,0,0,2,3,3,1,0,0,,
179,Alexander,4/11/2022,0,0,0,0,3,1,0,0,,
180,Alexander,4/4/2022,0,2,2,0,2,0,1,0,,
181,Alexander,3/28/2022,0,1,2,3,5,1,2,0,,
182,Alexander,3/21/2022,0,0,3,5,3,2,1,0,,
183,Alexander,3/14/2022,0,1,0,2,6,4,0,0,,
184,Alexander,3/7/2022,0,7,2,3,6,2,3,0,,
185,Alexander,2/28/2022,0,0,3,4,13,6,3,1,,
186,Alexander,2/21/2022,0,6,1,9,47,10,0,1,,
187,Alexander,2/14/2022,0,10,4,5,13,5,1,0,,
188,Alexander,2/7/2022,0,3,5,3,36,7,4,2,,
189,Alexander,1/31/2022,0,13,8,7,19,13,1,0,,
190,Alexander,1/24/2022,0,11,5,6,18,8,6,3,,
191,Alexander,1/17/2022,0,16,5,4,22,4,2,0,,
192,Alexander,1/10/2022,0,12,9,2,25,11,2,1,,0
193,Alexander,1/3/2022,0,12,10,7,29,11,3,1,,
194,Alexander,12/27/2021,0,7,5,10,27,6,5,2,,
195,Alexander,12/20/2021,0,8,11,5,15,14,3,0,,
196,Alexander,12/13/2021,0,11,6,3,22,11,2,1,,
197,Alexander,12/6/2021,0,13,10,3,37,18,7,1,,
198,Alexander,11/29/2021,0,41,23,6,22,17,2,2,,
199,Alexander,11/22/2021,0,19,11,6,22,8,5,1,,
200,Alexander,11/15/2021,0,0,5,9,24,18,1,2,,0
201,Alexander,11/8/2021,0,0,7,2,37,10,4,2,,1
202,Alexander,11/1/2021,0,0,4,9,26,28,10,4,,
203,Alexander,10/25/2021,0,0,8,11,46,29,5,4,,
204,Alexander,10/18/2021,0,0,9,14,69,25,17,1,,
205,Alexander,10/11/2021,0,0,3,16,51,44,14,8,,
206,Alexander,10/4/2021,0,0,11,22,85,47,19,10,,0
207,Alexander,9/27/2021,0,0,16,17,82,63,22,6,,
208,Alexander,9/20/2021,0,0,22,22,108,91,19,7,,
209,Alexander,9/13/2021,0,0,12,16,62,40,19,3,,
210,Alexander,9/6/2021,0,0,18,16,80,34,5,1,,0
211,Alexander,8/30/2021,0,0,14,21,60,50,14,7,,
212,Alexander,8/23/2021,0,0,22,17,65,58,14,5,,
213,Alexander,8/16/2021,0,0,14,21,56,55,16,7,,
214,Alexander,8/9/2021,0,0,15,21,38,48,11,3,,
215,Alexander,8/2/2021,0,0,6,16,24,23,13,3,,
216,Alexander,7/26/2021,0,0,9,16,30,31,8,2,,
217,Alexander,7/19/2021,0,0,9,23,36,26,10,3,,
218,Alexander,7/12/2021,0,0,16,12,24,36,11,4,,
219,Alexander,7/5/2021,0,0,6,10,39,32,4,4,,
220,Alexander,6/28/2021,0,0,15,11,44,26,7,4,,
221,Alexander,6/21/2021,0,0,25,16,48,48,16,4,,1
222,Alexander,6/14/2021,0,0,20,23,55,55,13,6,,
223,Alexander,6/7/2021,0,0,35,24,75,50,16,11,,
224,Alexander,5/31/2021,0,0,53,26,57,54,31,9,,0
225,Alexander,5/24/2021,0,0,1,31,60,58,19,14,,
226,Alexander,5/17/2021,0,0,0,40,124,98,43,6,,
227,Alexander,5/10/2021,0,0,0,43,116,144,62,33,,
228,Alexander,5/3/2021,0,0,0,46,201,249,77,27,,0
229,Alexander,4/26/2021,0,0,0,39,213,318,114,47,,
230,Alexander,4/19/2021,0,0,0,38,179,308,112,40,,
231,Alexander,4/12/2021,0,0,0,28,278,373,108,34,,
232,Alexander,4/5/2021,0,0,0,78,583,775,301,104,,
233,Alexander,3/29/2021,0,0,0,26,252,336,371,177,,1
234,Alexander,3/22/2021,0,0,0,5,114,111,73,35,,
235,Alexander,3/15/2021,0,0,0,8,69,101,250,155,,2
236,Alexander,3/8/2021,0,0,0,5,61,81,472,197,,
237,Alexander,3/1/2021,0,0,0,2,16,20,101,41,,0
238,Alexander,2/22/2021,0,0,0,4,63,73,228,245,,0
239,Alexander,2/15/2021,0,0,0,3,27,33,244,443,,
240,Alexander,2/8/2021,0,0,0,1,33,35,120,366,,
241,Alexander,2/1/2021,0,0,0,8,62,71,65,591,,
242,Alexander,1/25/2021,0,0,0,6,86,72,32,317,,
243,Alexander,1/18/2021,0,0,0,3,40,39,8,2,,
244,Alexander,1/11/2021,0,0,0,2,31,38,7,0,,
245,Alexander,1/4/2021,0,0,0,0,35,33,8,0,,0
246,Alexander,12/28/2020,0,0,0,0,0,0,0,0,,
247,Alexander,12/21/2020,0,0,0,0,0,0,0,0,,
248,Alexander,12/14/2020,0,0,0,0,0,0,0,0,,
249,Alleghany,4/24/2023,0,0,0,0,0,0,0,0,,
250,Alleghany,4/17/2023,0,0,0,0,0,0,0,0,,
251,Alleghany,4/10/2023,0,0,0,0,0,0,0,0,,
252,Alleghany,4/3/2023,0,0,0,0,0,0,0,0,1,
253,Alleghany,3/27/2023,0,0,0,0,0,0,0,0,,
254,Alleghany,3/20/2023,0,0,0,0,0,0,0,0,1,
255,Alleghany,3/13/2023,0,0,0,0,0,0,0,0,,
256,Alleghany,3/6/2023,0,0,0,0,0,0,0,0,,
257,Alleghany,2/27/2023,0,0,0,0,0,0,0,0,,
258,Alleghany,2/20/2023,0,0,0,0,0,0,0,0,,
259,Alleghany,2/13/2023,0,0,0,0,0,0,0,0,,
260,Alleghany,2/6/2023,0,0,0,0,0,0,0,0,1,
261,Alleghany,1/30/2023,0,0,0,0,0,0,0,0,,
262,Alleghany,1/23/2023,0,0,0,0,0,0,0,0,1,
263,Alleghany,1/16/2023,0,0,0,0,0,0,0,0,,
264,Alleghany,1/9/2023,0,0,0,0,0,0,0,0,1,
265,Alleghany,1/2/2023,0,0,0,0,0,0,0,0,1,
266,Alleghany,12/26/2022,0,0,0,0,0,0,0,0,,
267,Alleghany,12/19/2022,0,0,0,0,0,0,0,0,,
268,Alleghany,12/12/2022,0,0,0,0,0,0,0,0,,
269,Alleghany,12/5/2022,0,0,0,0,0,0,0,0,,
270,Alleghany,11/28/2022,0,0,0,0,0,0,0,0,,
271,Alleghany,11/21/2022,0,0,0,0,0,0,0,0,,
272,Alleghany,11/14/2022,0,0,0,0,0,0,0,0,,
273,Alleghany,11/7/2022,0,0,0,0,0,0,0,0,,
274,Alleghany,10/31/2022,0,0,0,0,0,0,0,0,2,
275,Alleghany,10/24/2022,0,0,0,0,0,0,0,0,2,
276,Alleghany,10/17/2022,0,0,0,0,0,0,0,0,,
277,Alleghany,10/10/2022,0,0,0,0,0,0,0,0,,
278,Alleghany,10/3/2022,0,0,0,0,0,0,0,0,,
279,Alleghany,9/26/2022,0,0,0,0,0,0,0,0,,
280,Alleghany,9/19/2022,0,0,2,0,1,0,0,0,,
281,Alleghany,9/12/2022,0,0,0,0,0,0,0,0,2,
282,Alleghany,9/5/2022,1,2,0,0,0,0,0,0,,
283,Alleghany,8/29/2022,0,0,0,0,0,0,0,0,,
284,Alleghany,8/22/2022,0,0,0,0,0,0,0,0,1,
285,Alleghany,8/15/2022,0,0,0,0,0,0,0,0,1,
286,Alleghany,8/8/2022,0,0,0,0,0,0,0,0,2,
287,Alleghany,8/1/2022,1,0,0,0,1,0,1,0,,
288,Alleghany,7/25/2022,0,1,0,1,1,0,1,0,,
289,Alleghany,7/18/2022,1,2,0,1,0,1,0,0,,
290,Alleghany,7/11/2022,0,0,0,0,0,0,0,0,,
291,Alleghany,7/4/2022,0,0,0,0,0,0,0,0,2,
292,Alleghany,6/27/2022,0,0,0,0,0,0,0,0,2,
293,Alleghany,6/20/2022,0,0,0,0,0,0,0,0,2,
294,Alleghany,6/13/2022,0,2,0,0,0,0,0,1,,
295,Alleghany,6/6/2022,0,0,0,0,0,0,0,0,2,
296,Alleghany,5/30/2022,0,0,0,1,2,0,0,0,,
297,Alleghany,5/23/2022,0,0,3,2,1,0,1,0,,
298,Alleghany,5/16/2022,0,0,1,0,4,1,0,0,,
299,Alleghany,5/9/2022,0,0,0,0,0,0,0,0,1,
300,Alleghany,5/2/2022,0,2,0,0,2,1,0,0,,
301,Alleghany,4/25/2022,0,0,0,1,3,1,0,0,,
302,Alleghany,4/18/2022,0,0,0,0,0,0,0,0,2,
303,Alleghany,4/11/2022,0,0,0,0,0,0,0,0,1,
304,Alleghany,4/4/2022,0,0,2,0,1,0,0,0,,
305,Alleghany,3/28/2022,0,1,1,1,1,1,0,0,,
306,Alleghany,3/21/2022,0,0,0,0,0,0,0,0,,
307,Alleghany,3/14/2022,0,0,5,4,3,1,0,0,,
308,Alleghany,3/7/2022,0,1,1,0,2,4,3,1,,
309,Alleghany,2/28/2022,0,1,1,2,1,1,0,1,,
310,Alleghany,2/21/2022,0,3,1,4,5,6,1,2,,
311,Alleghany,2/14/2022,0,2,5,0,8,1,0,0,,
312,Alleghany,2/7/2022,0,1,1,2,9,1,1,1,,
313,Alleghany,1/31/2022,0,0,3,2,1,4,0,0,,
314,Alleghany,1/24/2022,0,6,5,1,5,2,3,0,,
315,Alleghany,1/17/2022,0,2,5,0,1,6,2,1,,
316,Alleghany,1/10/2022,0,1,0,4,5,6,1,5,,
317,Alleghany,1/3/2022,0,7,3,3,6,2,0,0,,
318,Alleghany,12/27/2021,0,4,3,3,8,8,3,0,,
319,Alleghany,12/20/2021,0,8,3,0,2,6,0,1,,
320,Alleghany,12/13/2021,0,12,5,0,7,2,2,0,,
321,Alleghany,12/6/2021,0,12,7,3,17,9,2,2,,
322,Alleghany,11/29/2021,0,7,4,3,11,10,3,2,,
323,Alleghany,11/22/2021,0,0,1,4,20,11,4,2,,
324,Alleghany,11/15/2021,0,0,0,2,9,1,2,1,,
325,Alleghany,11/8/2021,0,0,1,5,11,4,1,2,,
326,Alleghany,11/1/2021,0,0,1,6,17,5,1,3,,1
327,Alleghany,10/25/2021,0,0,2,1,13,2,0,3,,0
328,Alleghany,10/18/2021,0,0,1,4,17,6,5,0,,
329,Alleghany,10/11/2021,0,0,3,3,15,13,4,0,,
330,Alleghany,10/4/2021,0,0,3,4,26,16,4,0,,
331,Alleghany,9/27/2021,0,0,8,4,47,20,5,4,,
332,Alleghany,9/20/2021,0,0,4,11,38,18,5,2,,0
333,Alleghany,9/13/2021,0,0,3,8,39,25,9,4,,1
334,Alleghany,9/6/2021,0,0,4,5,16,21,7,1,,0
335,Alleghany,8/30/2021,0,0,8,6,20,18,12,1,,1
336,Alleghany,8/23/2021,0,0,7,9,20,23,5,5,,
337,Alleghany,8/16/2021,0,0,1,3,7,12,2,2,,
338,Alleghany,8/9/2021,0,0,12,2,13,6,2,2,,
339,Alleghany,8/2/2021,0,0,0,7,7,10,2,3,,
340,Alleghany,7/26/2021,0,0,4,31,71,10,4,3,,
341,Alleghany,7/19/2021,0,0,4,5,7,14,1,0,,
342,Alleghany,7/12/2021,0,0,2,1,9,5,5,3,,
343,Alleghany,7/5/2021,0,0,3,4,17,8,6,2,,
344,Alleghany,6/28/2021,0,0,17,9,11,14,5,2,,
345,Alleghany,6/21/2021,0,0,0,6,53,12,6,3,,
346,Alleghany,6/14/2021,0,0,5,2,24,10,6,6,,
347,Alleghany,6/7/2021,0,0,9,3,26,11,5,7,,1
348,Alleghany,5/31/2021,0,0,7,9,22,16,4,2,,
349,Alleghany,5/24/2021,0,0,0,4,29,28,12,7,,
350,Alleghany,5/17/2021,0,0,0,14,77,35,13,9,,
351,Alleghany,5/10/2021,0,0,0,7,24,29,10,3,,
352,Alleghany,5/3/2021,0,0,0,10,39,43,12,9,,
353,Alleghany,4/26/2021,0,0,0,26,128,81,42,10,,
354,Alleghany,4/19/2021,0,0,0,6,66,96,43,10,,
355,Alleghany,4/12/2021,0,0,0,13,88,128,71,22,,
356,Alleghany,4/5/2021,0,0,0,18,141,170,109,53,,2
357,Alleghany,3/29/2021,0,0,0,34,163,144,146,67,,1
358,Alleghany,3/22/2021,0,0,0,3,49,61,68,49,,
359,Alleghany,3/15/2021,0,0,0,2,12,28,30,18,,0
360,Alleghany,3/8/2021,0,0,0,5,36,80,110,90,,
361,Alleghany,3/1/2021,0,0,0,0,17,27,48,44,,0
362,Alleghany,2/22/2021,0,0,0,0,10,41,364,220,,
363,Alleghany,2/15/2021,0,0,0,1,14,21,197,239,,
364,Alleghany,2/8/2021,0,0,0,1,13,17,46,359,,
365,Alleghany,2/1/2021,0,0,0,1,24,28,15,27,,
366,Alleghany,1/25/2021,0,0,0,1,18,18,15,4,,
367,Alleghany,1/18/2021,0,0,0,1,18,11,5,2,,
368,Alleghany,1/11/2021,0,0,0,0,4,3,4,0,,
369,Alleghany,1/4/2021,0,0,0,0,2,6,1,0,,
370,Alleghany,12/28/2020,0,0,0,0,0,0,0,0,,
371,Alleghany,12/21/2020,0,0,0,0,0,0,0,0,,
372,Alleghany,12/14/2020,0,0,0,0,0,0,0,0,,
373,Anson,4/24/2023,0,0,0,0,0,0,0,0,,
374,Anson,4/17/2023,0,0,0,0,0,0,0,0,,
375,Anson,4/10/2023,0,0,0,0,0,0,0,0,,
376,Anson,4/3/2023,0,0,0,0,0,0,0,0,,
377,Anson,3/27/2023,0,0,0,0,0,0,0,0,,
378,Anson,3/20/2023,0,0,0,2,2,0,0,0,,
379,Anson,3/13/2023,0,0,1,0,2,0,0,0,,
380,Anson,3/6/2023,0,0,0,3,0,0,0,0,,
381,Anson,2/27/2023,0,0,0,0,0,0,0,0,2,
382,Anson,2/20/2023,0,0,0,0,0,0,0,0,,
383,Anson,2/13/2023,0,0,0,0,0,0,0,0,,
384,Anson,2/6/2023,1,0,1,0,2,0,1,0,,
385,Anson,1/30/2023,0,0,0,0,2,1,1,0,,
386,Anson,1/23/2023,0,0,0,0,0,0,0,0,1,
387,Anson,1/16/2023,0,0,0,0,0,0,0,0,,
388,Anson,1/9/2023,0,0,0,0,0,0,0,0,1,
389,Anson,1/2/2023,0,0,0,0,0,0,0,0,2,
390,Anson,12/26/2022,0,0,0,0,0,0,0,0,2,
391,Anson,12/19/2022,0,0,0,1,3,0,0,0,,
392,Anson,12/12/2022,0,0,0,0,0,0,0,0,2,
393,Anson,12/5/2022,0,0,0,1,3,0,0,0,,
394,Anson,11/28/2022,0,0,0,1,2,2,0,0,,
395,Anson,11/21/2022,0,0,0,0,3,0,0,0,,
396,Anson,11/14/2022,0,1,0,1,3,1,0,0,,
397,Anson,11/7/2022,0,0,0,1,3,1,1,0,,
398,Anson,10/31/2022,1,0,0,1,5,1,0,0,,
399,Anson,10/24/2022,1,0,0,1,1,0,0,0,,
400,Anson,10/17/2022,0,1,0,3,2,0,0,0,,
401,Anson,10/10/2022,0,1,0,0,2,1,1,0,,
402,Anson,10/3/2022,0,0,0,5,0,0,1,0,,
403,Anson,9/26/2022,0,0,0,0,0,0,0,0,,
404,Anson,9/19/2022,0,1,0,1,4,1,1,0,,
405,Anson,9/12/2022,0,1,0,0,3,0,0,0,,
406,Anson,9/5/2022,0,2,0,3,6,0,0,0,,
407,Anson,8/29/2022,0,3,0,0,3,1,0,0,,
408,Anson,8/22/2022,1,3,1,4,3,0,1,0,,
409,Anson,8/15/2022,0,1,1,0,2,1,0,0,,
410,Anson,8/8/2022,0,0,0,1,1,1,0,0,,0
411,Anson,8/1/2022,0,0,0,3,3,0,0,0,,
412,Anson,7/25/2022,0,1,0,2,1,0,0,0,,
413,Anson,7/18/2022,0,0,1,1,4,0,0,0,,
414,Anson,7/11/2022,0,0,0,2,5,0,0,0,,
415,Anson,7/4/2022,0,0,0,2,3,0,0,0,,
416,Anson,6/27/2022,0,2,0,0,0,2,0,0,,1
417,Anson,6/20/2022,0,0,0,1,3,0,0,0,,
418,Anson,6/13/2022,0,0,0,6,7,0,0,1,,
419,Anson,6/6/2022,0,0,1,3,15,0,0,0,,
420,Anson,5/30/2022,0,0,1,5,2,0,1,0,,
421,Anson,5/23/2022,0,5,1,4,9,2,0,0,,
422,Anson,5/16/2022,0,4,0,6,10,1,0,0,,
423,Anson,5/9/2022,0,0,0,3,4,3,0,0,,
424,Anson,5/2/2022,0,0,0,3,1,0,1,0,,
425,Anson,4/25/2022,0,1,2,0,5,1,0,0,,
426,Anson,4/18/2022,0,4,3,1,6,2,0,0,,0
427,Anson,4/11/2022,0,9,4,3,4,0,1,0,,
