"","GEOID","demographic","percent","pop_size"
"4739","37093970105","Other",0.284,1529.056
"4740","37093970105","White",0.306,1647.504
"4741","37093970106","Asian",0.054,317.358
"4742","37093970106","Black",0.213,1251.801
"4743","37093970106","Other",0.18,1057.86
"4744","37093970106","White",0.553,3249.981
"4745","37093970107","Asian",0.002,14.486
"4746","37093970107","Black",0.382,2766.826
"4747","37093970107","Other",0.214,1550.002
"4748","37093970107","White",0.402,2911.686
"4749","37093970108","Asian",0.008,40.928
"4750","37093970108","Black",0.152,777.632
"4751","37093970108","Other",0.192,982.272
"4752","37093970108","White",0.647,3310.052
"4753","37093970109","Asian",0,0
"4754","37093970109","Black",0.264,1026.168
"4755","37093970109","Other",0.382,1484.834
"4756","37093970109","White",0.355,1379.885
"4757","37093970201","Asian",0.009,44.91
"4758","37093970201","Black",0.338,1686.62
"4759","37093970201","Other",0.176,878.24
"4760","37093970201","White",0.476,2375.24
"4761","37093970202","Asian",0,0
"4762","37093970202","Black",0.392,1454.712
"4763","37093970202","Other",0.263,975.993
"4764","37093970202","White",0.345,1280.295
"4765","37093970300","Asian",0,0
"4766","37093970300","Black",0.509,2404.007
"4767","37093970300","Other",0.212,1001.276
"4768","37093970300","White",0.279,1317.717
"4769","37093970401","Asian",0.001,3.685
"4770","37093970401","Black",0.126,464.31
"4771","37093970401","Other",0.519,1912.515
"4772","37093970401","White",0.353,1300.805
"4773","37093970402","Asian",0.027,73.575
"4774","37093970402","Black",0.302,822.95
"4775","37093970402","Other",0.604,1645.9
"4776","37093970402","White",0.068,185.3
"4777","37093980100","Asian",0,0
"4778","37093980100","Black",0,0
"4779","37093980100","Other",0,0
"4780","37093980100","White",1,25
"4781","37095920101","Asian",0,0
"4782","37095920101","Black",0.245,601.23
"4783","37095920101","Other",0.213,522.702
"4784","37095920101","White",0.541,1327.614
"4785","37095920102","Asian",0,0
"4786","37095920102","Black",0.346,776.078
"4787","37095920102","Other",0.098,219.814
"4788","37095920102","White",0.556,1247.108
"4789","37095990100","Asian",0,0
"4790","37095990100","Black",0,0
"4791","37095990100","Other",0,0
"4792","37095990100","White",0,0
"4793","37095990200","Asian",0,0
"4794","37095990200","Black",0,0
"4795","37095990200","Other",0,0
"4796","37095990200","White",0,0
"4797","37097060100","Asian",0,0
"4798","37097060100","Black",0.246,1513.392
"4799","37097060100","Other",0.15,922.8
"4800","37097060100","White",0.604,3715.808
"4801","37097060200","Asian",0,0
"4802","37097060200","Black",0.675,1482.975
"4803","37097060200","Other",0.196,430.612
"4804","37097060200","White",0.13,285.61
"4805","37097060300","Asian",0,0
"4806","37097060300","Black",0.501,1332.159
"4807","37097060300","Other",0.245,651.455
"4808","37097060300","White",0.254,675.386
"4809","37097060400","Asian",0,0
"4810","37097060400","Black",0.486,2068.416
"4811","37097060400","Other",0.192,817.152
"4812","37097060400","White",0.322,1370.432
"4813","37097060500","Asian",0,0
"4814","37097060500","Black",0.275,1076.625
"4815","37097060500","Other",0.119,465.885
"4816","37097060500","White",0.607,2376.405
"4817","37097060601","Asian",0.074,419.654
"4818","37097060601","Black",0.31,1758.01
"4819","37097060601","Other",0.171,969.741
"4820","37097060601","White",0.445,2523.595
"4821","37097060602","Asian",0.003,5.61
"4822","37097060602","Black",0.052,97.24
"4823","37097060602","Other",0.052,97.24
"4824","37097060602","White",0.893,1669.91
"4825","37097060603","Asian",0.038,70.224
"4826","37097060603","Black",0.159,293.832
"4827","37097060603","Other",0.181,334.488
"4828","37097060603","White",0.622,1149.456
"4829","37097060701","Asian",0,0
"4830","37097060701","Black",0.051,153.51
"4831","37097060701","Other",0.242,728.42
"4832","37097060701","White",0.707,2128.07
"4833","37097060702","Asian",0.034,147.696
"4834","37097060702","Black",0.091,395.304
"4835","37097060702","Other",0.111,482.184
"4836","37097060702","White",0.765,3323.16
"4837","37097060703","Asian",0,0
"4838","37097060703","Black",0.22,680.24
"4839","37097060703","Other",0.097,299.924
"4840","37097060703","White",0.683,2111.836
"4841","37097060801","Asian",0,0
"4842","37097060801","Black",0.055,184.58
"4843","37097060801","Other",0.136,456.416
"4844","37097060801","White",0.808,2711.648
"4845","37097060802","Asian",0.02,70.78
"4846","37097060802","Black",0.103,364.517
"4847","37097060802","Other",0.062,219.418
"4848","37097060802","White",0.815,2884.285
"4849","37097060901","Asian",0,0
"4850","37097060901","Black",0.013,47.684
"4851","37097060901","Other",0.204,748.272
"4852","37097060901","White",0.783,2872.044
"4853","37097060902","Asian",0,0
"4854","37097060902","Black",0.076,291.08
"4855","37097060902","Other",0.061,233.63
"4856","37097060902","White",0.863,3305.29
"4857","37097061001","Asian",0.06,269.16
"4858","37097061001","Black",0.049,219.814
"4859","37097061001","Other",0.073,327.478
"4860","37097061001","White",0.819,3674.034
"4861","37097061002","Asian",0.003,12.189
"4862","37097061002","Black",0.08,325.04
"4863","37097061002","Other",0.078,316.914
"4864","37097061002","White",0.839,3408.857
"4865","37097061003","Asian",0.012,46.668
"4866","37097061003","Black",0.174,676.686
"4867","37097061003","Other",0.074,287.786
"4868","37097061003","White",0.739,2873.971
"4869","37097061101","Asian",0,0
"4870","37097061101","Black",0.056,167.44
"4871","37097061101","Other",0.095,284.05
"4872","37097061101","White",0.848,2535.52
"4873","37097061102","Asian",0.09,302.49
"4874","37097061102","Black",0.048,161.328
"4875","37097061102","Other",0.042,141.162
"4876","37097061102","White",0.82,2756.02
"4877","37097061103","Asian",0,0
"4878","37097061103","Black",0.134,380.024
"4879","37097061103","Other",0.061,172.996
"4880","37097061103","White",0.805,2282.98
"4881","37097061104","Asian",0.007,15.162
"4882","37097061104","Black",0.08,173.28
"4883","37097061104","Other",0.045,97.47
"4884","37097061104","White",0.868,1880.088
"4885","37097061201","Asian",0.029,113.419
"4886","37097061201","Black",0.062,242.482
"4887","37097061201","Other",0.074,289.414
"4888","37097061201","White",0.835,3265.685
"4889","37097061202","Asian",0.004,22.808
"4890","37097061202","Black",0.28,1596.56
"4891","37097061202","Other",0.029,165.358
"4892","37097061202","White",0.687,3917.274
"4893","37097061203","Asian",0.075,401.85
"4894","37097061203","Black",0.125,669.75
"4895","37097061203","Other",0.107,573.306
"4896","37097061203","White",0.694,3718.452
"4897","37097061204","Asian",0.001,4.358
"4898","37097061204","Black",0.011,47.938
"4899","37097061204","Other",0.068,296.344
"4900","37097061204","White",0.92,4009.36
"4901","37097061205","Asian",0.013,52.455
"4902","37097061205","Black",0.01,40.35
"4903","37097061205","Other",0.031,125.085
"4904","37097061205","White",0.945,3813.075
"4905","37097061301","Asian",0.007,17.073
"4906","37097061301","Black",0.024,58.536
"4907","37097061301","Other",0.17,414.63
"4908","37097061301","White",0.798,1946.322
"4909","37097061302","Asian",0.006,30.618
"4910","37097061302","Black",0.061,311.283
"4911","37097061302","Other",0.074,377.622
"4912","37097061302","White",0.859,4383.477
"4913","37097061303","Asian",0.029,162.197
"4914","37097061303","Black",0.019,106.267
"4915","37097061303","Other",0.045,251.685
"4916","37097061303","White",0.907,5072.851
"4917","37097061304","Asian",0.01,53.19
"4918","37097061304","Black",0.113,601.047
"4919","37097061304","Other",0.079,420.201
"4920","37097061304","White",0.798,4244.562
"4921","37097061401","Asian",0.018,100.44
"4922","37097061401","Black",0,0
"4923","37097061401","Other",0.055,306.9
"4924","37097061401","White",0.927,5172.66
"4925","37097061402","Asian",0.031,214.644
"4926","37097061402","Black",0.091,630.084
"4927","37097061402","Other",0.053,366.972
"4928","37097061402","White",0.824,5705.376
"4929","37097061403","Asian",0.095,405.365
"4930","37097061403","Black",0.052,221.884
"4931","37097061403","Other",0.073,311.491
"4932","37097061403","White",0.78,3328.26
"4933","37097061404","Asian",0.021,59.241
"4934","37097061404","Black",0.004,11.284
"4935","37097061404","Other",0.04,112.84
"4936","37097061404","White",0.935,2637.635
"4937","37097061405","Asian",0.038,133.646
"4938","37097061405","Black",0.04,140.68
"4939","37097061405","Other",0.121,425.557
"4940","37097061405","White",0.801,2817.117
"4941","37097061406","Asian",0.012,66.432
"4942","37097061406","Black",0.007,38.752
"4943","37097061406","Other",0.126,697.536
"4944","37097061406","White",0.856,4738.816
"4945","37097061407","Asian",0.024,116.28
"4946","37097061407","Black",0.037,179.265
"4947","37097061407","Other",0.048,232.56
"4948","37097061407","White",0.891,4316.895
"4949","37097061408","Asian",0.01,48.99
"4950","37097061408","Black",0.014,68.586
"4951","37097061408","Other",0.097,475.203
"4952","37097061408","White",0.879,4306.221
"4953","37097061501","Asian",0,0
"4954","37097061501","Black",0.144,729.936
"4955","37097061501","Other",0.081,410.589
"4956","37097061501","White",0.774,3923.406
"4957","37097061502","Asian",0.008,36.968
"4958","37097061502","Black",0.065,300.365
"4959","37097061502","Other",0.137,633.077
"4960","37097061502","White",0.789,3645.969
"4961","37097061503","Asian",0.032,145.024
"4962","37097061503","Black",0.112,507.584
"4963","37097061503","Other",0.049,222.068
"4964","37097061503","White",0.807,3657.324
"4965","37097061601","Asian",0.014,48.398
"4966","37097061601","Black",0.28,967.96
"4967","37097061601","Other",0.269,929.933
"4968","37097061601","White",0.437,1510.709
"4969","37097061603","Asian",0.174,862.17
"4970","37097061603","Black",0.029,143.695
"4971","37097061603","Other",0.16,792.8
"4972","37097061603","White",0.637,3156.335
"4973","37097061604","Asian",0,0
"4974","37097061604","Black",0.194,309.43
"4975","37097061604","Other",0.08,127.6
"4976","37097061604","White",0.725,1156.375
"4977","37097061605","Asian",0.082,191.142
"4978","37097061605","Black",0,0
"4979","37097061605","Other",0.052,121.212
"4980","37097061605","White",0.866,2018.646
"4981","37099940200","Asian",0.03,180.93
"4982","37099940200","Black",0.009,54.279
"4983","37099940200","Other",0.573,3455.763
"4984","37099940200","White",0.388,2340.028
"4985","37099950200","Asian",0.022,49.456
"4986","37099950200","Black",0.01,22.48
"4987","37099950200","Other",0.021,47.208
"4988","37099950200","White",0.948,2131.104
"4989","37099950300","Asian",0,0
"4990","37099950300","Black",0.004,24.664
"4991","37099950300","Other",0.132,813.912
"4992","37099950300","White",0.864,5327.424
"4993","37099950400","Asian",0,0
"4994","37099950400","Black",0.02,84.6
"4995","37099950400","Other",0.076,321.48
"4996","37099950400","White",0.904,3823.92
"4997","37099950500","Asian",0,0
"4998","37099950500","Black",0.005,30.1
"4999","37099950500","Other",0.079,475.58
"5000","37099950500","White",0.917,5520.34
"5001","37099950600","Asian",0.006,67.554
"5002","37099950600","Black",0.058,653.022
"5003","37099950600","Other",0.097,1092.123
"5004","37099950600","White",0.838,9435.042
"5005","37099950700","Asian",0,0
"5006","37099950700","Black",0.001,2.868
"5007","37099950700","Other",0.21,602.28
"5008","37099950700","White",0.789,2262.852
"5009","37099950800","Asian",0,0
"5010","37099950800","Black",0,0
"5011","37099950800","Other",0.146,276.378
"5012","37099950800","White",0.855,1618.515
"5013","37099950900","Asian",0,0
"5014","37099950900","Black",0,0
"5015","37099950900","Other",0.023,52.164
"5016","37099950900","White",0.977,2215.836
"5017","37101040101","Asian",0,0
"5018","37101040101","Black",0.216,659.88
"5019","37101040101","Other",0.147,449.085
"5020","37101040101","White",0.637,1946.035
"5021","37101040102","Asian",0.006,12.87
"5022","37101040102","Black",0.166,356.07
"5023","37101040102","Other",0.164,351.78
"5024","37101040102","White",0.663,1422.135
"5025","37101040103","Asian",0,0
"5026","37101040103","Black",0.106,224.826
"5027","37101040103","Other",0.214,453.894
"5028","37101040103","White",0.681,1444.401
"5029","37101040204","Asian",0,0
"5030","37101040204","Black",0.218,1240.42
"5031","37101040204","Other",0.328,1866.32
"5032","37101040204","White",0.454,2583.26
"5033","37101040205","Asian",0.008,47.84
"5034","37101040205","Black",0.019,113.62
"5035","37101040205","Other",0.201,1201.98
"5036","37101040205","White",0.772,4616.56
"5037","37101040206","Asian",0.003,12.804
"5038","37101040206","Black",0.122,520.696
"5039","37101040206","Other",0.058,247.544
"5040","37101040206","White",0.817,3486.956
"5041","37101040207","Asian",0.012,122.988
"5042","37101040207","Black",0.142,1455.358
"5043","37101040207","Other",0.085,871.165
"5044","37101040207","White",0.762,7809.738
"5045","37101040208","Asian",0.007,33.215
"5046","37101040208","Black",0.03,142.35
"5047","37101040208","Other",0.147,697.515
"5048","37101040208","White",0.816,3871.92
"5049","37101040209","Asian",0,0
"5050","37101040209","Black",0.089,586.154
"5051","37101040209","Other",0.105,691.53
"5052","37101040209","White",0.806,5308.316
"5053","37101040210","Asian",0,0
"5054","37101040210","Black",0,0
"5055","37101040210","Other",0,0
"5056","37101040210","White",1,1191
"5057","37101040301","Asian",0,0
"5058","37101040301","Black",0.358,1927.472
"5059","37101040301","Other",0.277,1491.368
"5060","37101040301","White",0.365,1965.16
"5061","37101040303","Asian",0,0
"5062","37101040303","Black",0.517,1634.237
"5063","37101040303","Other",0.348,1100.028
"5064","37101040303","White",0.134,423.574
"5065","37101040304","Asian",0,0
"5066","37101040304","Black",0.202,567.418
"5067","37101040304","Other",0.301,845.509
"5068","37101040304","White",0.496,1393.264
"5069","37101040400","Asian",0,0
"5070","37101040400","Black",0.09,448.38
"5071","37101040400","Other",0.166,827.012
"5072","37101040400","White",0.744,3706.608
"5073","37101040501","Asian",0.002,9.84
"5074","37101040501","Black",0.075,369
"5075","37101040501","Other",0.216,1062.72
"5076","37101040501","White",0.708,3483.36
"5077","37101040502","Asian",0,0
"5078","37101040502","Black",0.036,77.256
"5079","37101040502","Other",0.029,62.234
"5080","37101040502","White",0.934,2004.364
"5081","37101040600","Asian",0,0
"5082","37101040600","Black",0.463,1860.334
"5083","37101040600","Other",0.147,590.646
"5084","37101040600","White",0.39,1567.02
"5085","37101040700","Asian",0.008,31.76
"5086","37101040700","Black",0.253,1004.41
"5087","37101040700","Other",0.165,655.05
"5088","37101040700","White",0.573,2274.81
"5089","37101040800","Asian",0.016,59.664
"5090","37101040800","Black",0.163,607.827
"5091","37101040800","Other",0.161,600.369
"5092","37101040800","White",0.66,2461.14
"5093","37101040903","Asian",0.007,54.67
"5094","37101040903","Black",0.13,1015.3
"5095","37101040903","Other",0.199,1554.19
"5096","37101040903","White",0.664,5185.84
"5097","37101040904","Asian",0,0
"5098","37101040904","Black",0.243,1003.833
"5099","37101040904","Other",0.21,867.51
"5100","37101040904","White",0.547,2259.657
"5101","37101040905","Asian",0.01,59.92
"5102","37101040905","Black",0.125,749
"5103","37101040905","Other",0.215,1288.28
"5104","37101040905","White",0.65,3894.8
"5105","37101040906","Asian",0,0
"5106","37101040906","Black",0.083,149.317
"5107","37101040906","Other",0.126,226.674
"5108","37101040906","White",0.792,1424.808
"5109","37101041001","Asian",0.007,76.86
"5110","37101041001","Black",0.278,3052.44
"5111","37101041001","Other",0.238,2613.24
"5112","37101041001","White",0.477,5237.46
"5113","37101041003","Asian",0.024,90.504
"5114","37101041003","Black",0.178,671.238
"5115","37101041003","Other",0.145,546.795
"5116","37101041003","White",0.653,2462.463
"5117","37101041004","Asian",0,0
"5118","37101041004","Black",0.113,229.503
"5119","37101041004","Other",0.266,540.246
"5120","37101041004","White",0.62,1259.22
"5121","37101041005","Asian",0,0
"5122","37101041005","Black",0.235,752.47
"5123","37101041005","Other",0.045,144.09
"5124","37101041005","White",0.72,2305.44
"5125","37101041104","Asian",0,0
"5126","37101041104","Black",0.228,1324.452
"5127","37101041104","Other",0.278,1614.902
"5128","37101041104","White",0.494,2869.646
"5129","37101041105","Asian",0,0
"5130","37101041105","Black",0.073,234.403
"5131","37101041105","Other",0.174,558.714
"5132","37101041105","White",0.753,2417.883
"5133","37101041106","Asian",0.014,65.8
"5134","37101041106","Black",0.113,531.1
"5135","37101041106","Other",0.071,333.7
"5136","37101041106","White",0.803,3774.1
"5137","37101041107","Asian",0,0
"5138","37101041107","Black",0.044,261.052
"5139","37101041107","Other",0.271,1607.843
"5140","37101041107","White",0.685,4064.105
"5141","37101041108","Asian",0,0
"5142","37101041108","Black",0.379,1746.811
"5143","37101041108","Other",0.069,318.021
"5144","37101041108","White",0.552,2544.168
"5145","37101041109","Asian",0.047,121.824
"5146","37101041109","Black",0.094,243.648
"5147","37101041109","Other",0.107,277.344
"5148","37101041109","White",0.752,1949.184
"5149","37101041110","Asian",0.034,104.958
"5150","37101041110","Black",0.15,463.05
"5151","37101041110","Other",0.12,370.44
"5152","37101041110","White",0.696,2148.552
"5153","37101041111","Asian",0,0
"5154","37101041111","Black",0.292,948.708
"5155","37101041111","Other",0.042,136.458
"5156","37101041111","White",0.666,2163.834
"5157","37101041112","Asian",0,0
"5158","37101041112","Black",0.178,906.376
"5159","37101041112","Other",0.111,565.212
"5160","37101041112","White",0.71,3615.32
"5161","37101041113","Asian",0.005,16.03
"5162","37101041113","Black",0.017,54.502
"5163","37101041113","Other",0.061,195.566
"5164","37101041113","White",0.917,2939.902
"5165","37101041203","Asian",0,0
"5166","37101041203","Black",0,0
"5167","37101041203","Other",0.174,260.13
"5168","37101041203","White",0.825,1233.375
"5169","37101041204","Asian",0,0
"5170","37101041204","Black",0.348,824.064
"5171","37101041204","Other",0.2,473.6
"5172","37101041204","White",0.451,1067.968
"5173","37101041205","Asian",0.003,8.805
"5174","37101041205","Black",0.165,484.275
"5175","37101041205","Other",0.203,595.805
"5176","37101041205","White",0.629,1846.115
"5177","37101041206","Asian",0,0
"5178","37101041206","Black",0.083,278.88
"5179","37101041206","Other",0.346,1162.56
"5180","37101041206","White",0.571,1918.56
"5181","37101041301","Asian",0,0
"5182","37101041301","Black",0.012,26.412
"5183","37101041301","Other",0,0
"5184","37101041301","White",0.988,2174.588
"5185","37101041302","Asian",0,0
"5186","37101041302","Black",0.003,11.967
"5187","37101041302","Other",0.176,702.064
"5188","37101041302","White",0.821,3274.969
"5189","37101041401","Asian",0,0
"5190","37101041401","Black",0.162,505.764
"5191","37101041401","Other",0.099,309.078
"5192","37101041401","White",0.739,2307.158
"5193","37101041402","Asian",0.003,13.395
"5194","37101041402","Black",0.258,1151.97
"5195","37101041402","Other",0.11,491.15
"5196","37101041402","White",0.629,2808.485
"5197","37101041504","Asian",0.018,63.234
"5198","37101041504","Black",0.124,435.612
"5199","37101041504","Other",0.226,793.938
"5200","37101041504","White",0.633,2223.729
"5201","37101041505","Asian",0,0
"5202","37101041505","Black",0.056,224.392
"5203","37101041505","Other",0.031,124.217
"5204","37101041505","White",0.913,3658.391
"5205","37101041506","Asian",0.013,22.906
"5206","37101041506","Black",0.064,112.768
"5207","37101041506","Other",0.184,324.208
"5208","37101041506","White",0.738,1300.356
"5209","37101041507","Asian",0.009,43.506
"5210","37101041507","Black",0.125,604.25
"5211","37101041507","Other",0.088,425.392
"5212","37101041507","White",0.777,3756.018
"5213","37101041508","Asian",0,0
"5214","37101041508","Black",0.016,49.872
"5215","37101041508","Other",0.074,230.658
"5216","37101041508","White",0.909,2833.353
"5217","37101041509","Asian",0.043,154.155
"5218","37101041509","Black",0.058,207.93
"5219","37101041509","Other",0.13,466.05
"5220","37101041509","White",0.77,2760.45
"5221","37101041510","Asian",0,0
"5222","37101041510","Black",0.007,11.753
"5223","37101041510","Other",0.196,329.084
"5224","37101041510","White",0.797,1338.163
"5225","37101041511","Asian",0.048,121.68
"5226","37101041511","Black",0.003,7.605
"5227","37101041511","Other",0.321,813.735
"5228","37101041511","White",0.628,1591.98
"5229","37103920100","Asian",0,0
"5230","37103920100","Black",0.322,1078.7
"5231","37103920100","Other",0.097,324.95
"5232","37103920100","White",0.581,1946.35
"5233","37103920200","Asian",0.009,25.254
"5234","37103920200","Black",0.396,1111.176
"5235","37103920200","Other",0.03,84.18
"5236","37103920200","White",0.565,1585.39
"5237","37103920300","Asian",0.003,9.51
"5238","37103920300","Black",0.176,557.92
"5239","37103920300","Other",0.101,320.17
"5240","37103920300","White",0.719,2279.23
"5241","37105030101","Asian",0.01,47.99
"5242","37105030101","Black",0.252,1209.348
"5243","37105030101","Other",0.223,1070.177
"5244","37105030101","White",0.516,2476.284
"5245","37105030102","Asian",0,0
"5246","37105030102","Black",0.118,621.388
"5247","37105030102","Other",0.162,853.092
"5248","37105030102","White",0.72,3791.52
"5249","37105030200","Asian",0,0
"5250","37105030200","Black",0.286,890.89
"5251","37105030200","Other",0.527,1641.605
"5252","37105030200","White",0.187,582.505
"5253","37105030300","Asian",0,0
"5254","37105030300","Black",0.449,1333.081
"5255","37105030300","Other",0.455,1350.895
"5256","37105030300","White",0.097,287.993
"5257","37105030401","Asian",0,0
"5258","37105030401","Black",0.333,1436.895
"5259","37105030401","Other",0.399,1721.685
"5260","37105030401","White",0.269,1160.735
"5261","37105030402","Asian",0.064,503.744
"5262","37105030402","Black",0.303,2384.913
"5263","37105030402","Other",0.261,2054.331
"5264","37105030402","White",0.371,2920.141
"5265","37105030502","Asian",0,0
"5266","37105030502","Black",0.133,300.314
"5267","37105030502","Other",0.247,557.726
"5268","37105030502","White",0.621,1402.218
"5269","37105030504","Asian",0.002,9.59
"5270","37105030504","Black",0.084,402.78
"5271","37105030504","Other",0.19,911.05
"5272","37105030504","White",0.724,3471.58
"5273","37105030505","Asian",0,0
"5274","37105030505","Black",0.179,504.422
"5275","37105030505","Other",0.151,425.518
"5276","37105030505","White",0.67,1888.06
"5277","37105030506","Asian",0.003,5.13
"5278","37105030506","Black",0.161,275.31
"5279","37105030506","Other",0.508,868.68
"5280","37105030506","White",0.327,559.17
"5281","37105030507","Asian",0.013,46.059
"5282","37105030507","Black",0.076,269.268
"5283","37105030507","Other",0.1,354.3
"5284","37105030507","White",0.811,2873.373
"5285","37105030601","Asian",0.015,52.83
"5286","37105030601","Black",0.11,387.42
"5287","37105030601","Other",0.053,186.666
"5288","37105030601","White",0.821,2891.562
"5289","37105030602","Asian",0.018,104.472
"5290","37105030602","Black",0.08,464.32
"5291","37105030602","Other",0.109,632.636
"5292","37105030602","White",0.793,4602.572
"5293","37105030702","Asian",0.012,61.656
"5294","37105030702","Black",0.07,359.66
"5295","37105030702","Other",0.094,482.972
"5296","37105030702","White",0.824,4233.712
"5297","37105030703","Asian",0.004,7.084
"5298","37105030703","Black",0.159,281.589
"5299","37105030703","Other",0.057,100.947
"5300","37105030703","White",0.78,1381.38
"5301","37105030704","Asian",0,0
"5302","37105030704","Black",0.24,715.68
"5303","37105030704","Other",0.093,277.326
"5304","37105030704","White",0.668,1991.976
"5305","37107010100","Asian",0.009,33.804
"5306","37107010100","Black",0.445,1671.42
"5307","37107010100","Other",0.147,552.132
"5308","37107010100","White",0.398,1494.888
"5309","37107010200","Asian",0,0
"5310","37107010200","Black",0.886,2044.002
"5311","37107010200","Other",0.064,147.648
"5312","37107010200","White",0.05,115.35
"5313","37107010300","Asian",0,0
"5314","37107010300","Black",0.968,1280.664
"5315","37107010300","Other",0.01,13.23
"5316","37107010300","White",0.022,29.106
"5317","37107010400","Asian",0,0
"5318","37107010400","Black",0.859,805.742
"5319","37107010400","Other",0.141,132.258
"5320","37107010400","White",0,0
"5321","37107010500","Asian",0,0
"5322","37107010500","Black",0.873,3107.88
"5323","37107010500","Other",0.043,153.08
"5324","37107010500","White",0.083,295.48
"5325","37107010600","Asian",0.011,39.072
"5326","37107010600","Black",0.557,1978.464
"5327","37107010600","Other",0.119,422.688
"5328","37107010600","White",0.313,1111.776
"5329","37107010700","Asian",0,0
"5330","37107010700","Black",0.646,1257.116
"5331","37107010700","Other",0.121,235.466
"5332","37107010700","White",0.234,455.364
"5333","37107010800","Asian",0.015,73.215
"5334","37107010800","Black",0.494,2411.214
"5335","37107010800","Other",0.045,219.645
"5336","37107010800","White",0.446,2176.926
"5337","37107010900","Asian",0,0
"5338","37107010900","Black",0.388,1270.7
"5339","37107010900","Other",0.215,704.125
"5340","37107010900","White",0.397,1300.175
"5341","37107011001","Asian",0.007,28.868
"5342","37107011001","Black",0.268,1105.232
"5343","37107011001","Other",0.072,296.928
"5344","37107011001","White",0.654,2697.096
"5345","37107011002","Asian",0,0
"5346","37107011002","Black",0.135,549.45
"5347","37107011002","Other",0.059,240.13
"5348","37107011002","White",0.805,3276.35
"5349","37107011100","Asian",0,0
"5350","37107011100","Black",0.292,1775.652
"5351","37107011100","Other",0.15,912.15
"5352","37107011100","White",0.558,3393.198
"5353","37107011201","Asian",0,0
"5354","37107011201","Black",0.151,413.136
"5355","37107011201","Other",0.236,645.696
"5356","37107011201","White",0.613,1677.168
"5357","37107011202","Asian",0,0
"5358","37107011202","Black",0.084,351.624
"5359","37107011202","Other",0.179,749.294
"5360","37107011202","White",0.736,3080.896
"5361","37107011301","Asian",0,0
"5362","37107011301","Black",0.272,426.496
"5363","37107011301","Other",0.162,254.016
"5364","37107011301","White",0.565,885.92
"5365","37107011302","Asian",0,0
"5366","37107011302","Black",0.177,617.022
"5367","37107011302","Other",0.196,683.256
"5368","37107011302","White",0.628,2189.208
"5369","37107011400","Asian",0,0
"5370","37107011400","Black",0.097,344.835
"5371","37107011400","Other",0.125,444.375
"5372","37107011400","White",0.779,2769.345
"5373","37109070100","Asian",0.001,5.261
"5374","37109070100","Black",0.095,499.795
"5375","37109070100","Other",0.256,1346.816
"5376","37109070100","White",0.647,3403.867
"5377","37109070201","Asian",0,0
"5378","37109070201","Black",0.208,1062.256
"5379","37109070201","Other",0.222,1133.754
"5380","37109070201","White",0.569,2905.883
"5381","37109070202","Asian",0.049,158.123
"5382","37109070202","Black",0.099,319.473
"5383","37109070202","Other",0.043,138.761
"5384","37109070202","White",0.809,2610.643
"5385","37109070300","Asian",0.001,3.885
"5386","37109070300","Black",0.124,481.74
"5387","37109070300","Other",0.157,609.945
"5388","37109070300","White",0.717,2785.545
"5389","37109070400","Asian",0,0
"5390","37109070400","Black",0.008,46.304
"5391","37109070400","Other",0.07,405.16
"5392","37109070400","White",0.922,5336.536
"5393","37109070500","Asian",0.004,19.816
"5394","37109070500","Black",0.007,34.678
"5395","37109070500","Other",0.038,188.252
"5396","37109070500","White",0.952,4716.208
"5397","37109070600","Asian",0,0
"5398","37109070600","Black",0.032,149.152
"5399","37109070600","Other",0.149,694.489
"5400","37109070600","White",0.818,3812.698
"5401","37109070700","Asian",0,0
"5402","37109070700","Black",0.019,68.571
"5403","37109070700","Other",0.105,378.945
"5404","37109070700","White",0.876,3161.484
"5405","37109070800","Asian",0,0
"5406","37109070800","Black",0.078,541.476
"5407","37109070800","Other",0.147,1020.474
"5408","37109070800","White",0.775,5380.05
"5409","37109070901","Asian",0,0
"5410","37109070901","Black",0.002,7.176
"5411","37109070901","Other",0.004,14.352
"5412","37109070901","White",0.994,3566.472
"5413","37109070902","Asian",0.036,247.032
"5414","37109070902","Black",0.032,219.584
"5415","37109070902","Other",0.045,308.79
"5416","37109070902","White",0.886,6079.732
"5417","37109071001","Asian",0,0
"5418","37109071001","Black",0.037,182.965
"5419","37109071001","Other",0.171,845.595
"5420","37109071001","White",0.792,3916.44
"5421","37109071002","Asian",0,0
"5422","37109071002","Black",0.072,198.072
"5423","37109071002","Other",0.097,266.847
"5424","37109071002","White",0.831,2286.081
"5425","37109071101","Asian",0.025,146.7
"5426","37109071101","Black",0.028,164.304
"5427","37109071101","Other",0.034,199.512
"5428","37109071101","White",0.914,5363.352
"5429","37109071102","Asian",0.009,64.206
"5430","37109071102","Black",0.013,92.742
"5431","37109071102","Other",0.063,449.442
"5432","37109071102","White",0.914,6520.476
"5433","37109071201","Asian",0.006,10.812
"5434","37109071201","Black",0.009,16.218
"5435","37109071201","Other",0.048,86.496
"5436","37109071201","White",0.937,1688.474
"5437","37109071202","Asian",0.012,44.712
"5438","37109071202","Black",0.013,48.438
"5439","37109071202","Other",0.04,149.04
"5440","37109071202","White",0.935,3483.81
"5441","37109071203","Asian",0.001,5.56
"5442","37109071203","Black",0.008,44.48
"5443","37109071203","Other",0.026,144.56
"5444","37109071203","White",0.964,5359.84
"5445","37111970101","Asian",0,0
"5446","37111970101","Black",0.002,4.992
"5447","37111970101","Other",0.025,62.4
