"","GEOID","demographic","percent","pop_size"
"2355","37057060500","Other",0.053,273.109
"2356","37057060500","White",0.922,4751.066
"2357","37057060601","Asian",0.003,13.383
"2358","37057060601","Black",0.01,44.61
"2359","37057060601","Other",0.097,432.717
"2360","37057060601","White",0.89,3970.29
"2361","37057060602","Asian",0,0
"2362","37057060602","Black",0.123,390.894
"2363","37057060602","Other",0.047,149.366
"2364","37057060602","White",0.829,2634.562
"2365","37057060700","Asian",0,0
"2366","37057060700","Black",0.189,1158.57
"2367","37057060700","Other",0.343,2102.59
"2368","37057060700","White",0.467,2862.71
"2369","37057060800","Asian",0.013,53.547
"2370","37057060800","Black",0.327,1346.913
"2371","37057060800","Other",0.195,803.205
"2372","37057060800","White",0.464,1911.216
"2373","37057060900","Asian",0.046,217.764
"2374","37057060900","Black",0.137,648.558
"2375","37057060900","Other",0.171,809.514
"2376","37057060900","White",0.646,3058.164
"2377","37057061000","Asian",0,0
"2378","37057061000","Black",0.196,952.364
"2379","37057061000","Other",0.123,597.657
"2380","37057061000","White",0.68,3304.12
"2381","37057061101","Asian",0,0
"2382","37057061101","Black",0.002,5.202
"2383","37057061101","Other",0.015,39.015
"2384","37057061101","White",0.983,2556.783
"2385","37057061102","Asian",0,0
"2386","37057061102","Black",0.027,145.746
"2387","37057061102","Other",0.142,766.516
"2388","37057061102","White",0.831,4485.738
"2389","37057061202","Asian",0,0
"2390","37057061202","Black",0,0
"2391","37057061202","Other",0.069,182.85
"2392","37057061202","White",0.931,2467.15
"2393","37057061203","Asian",0.126,540.288
"2394","37057061203","Black",0.168,720.384
"2395","37057061203","Other",0.183,784.704
"2396","37057061203","White",0.522,2238.336
"2397","37057061204","Asian",0.017,41.004
"2398","37057061204","Black",0.148,356.976
"2399","37057061204","Other",0.105,253.26
"2400","37057061204","White",0.731,1763.172
"2401","37057061300","Asian",0.01,26.53
"2402","37057061300","Black",0.209,554.477
"2403","37057061300","Other",0.217,575.701
"2404","37057061300","White",0.563,1493.639
"2405","37057061400","Asian",0,0
"2406","37057061400","Black",0.385,1290.52
"2407","37057061400","Other",0.248,831.296
"2408","37057061400","White",0.366,1226.832
"2409","37057061501","Asian",0,0
"2410","37057061501","Black",0.443,2054.634
"2411","37057061501","Other",0.232,1076.016
"2412","37057061501","White",0.326,1511.988
"2413","37057061502","Asian",0,0
"2414","37057061502","Black",0.041,111.766
"2415","37057061502","Other",0.082,223.532
"2416","37057061502","White",0.877,2390.702
"2417","37057061600","Asian",0.11,320.98
"2418","37057061600","Black",0.207,604.026
"2419","37057061600","Other",0.295,860.81
"2420","37057061600","White",0.388,1132.184
"2421","37057061701","Asian",0.034,154.87
"2422","37057061701","Black",0.045,204.975
"2423","37057061701","Other",0.055,250.525
"2424","37057061701","White",0.866,3944.63
"2425","37057061703","Asian",0,0
"2426","37057061703","Black",0.018,84.114
"2427","37057061703","Other",0.035,163.555
"2428","37057061703","White",0.947,4425.331
"2429","37057061704","Asian",0.014,59.388
"2430","37057061704","Black",0.026,110.292
"2431","37057061704","Other",0.087,369.054
"2432","37057061704","White",0.873,3703.266
"2433","37057061705","Asian",0.037,138.195
"2434","37057061705","Black",0.015,56.025
"2435","37057061705","Other",0.009,33.615
"2436","37057061705","White",0.94,3510.9
"2437","37057061803","Asian",0.004,12.564
"2438","37057061803","Black",0.125,392.625
"2439","37057061803","Other",0.078,244.998
"2440","37057061803","White",0.793,2490.813
"2441","37057061805","Asian",0,0
"2442","37057061805","Black",0,0
"2443","37057061805","Other",0.026,70.642
"2444","37057061805","White",0.974,2646.358
"2445","37057061806","Asian",0,0
"2446","37057061806","Black",0,0
"2447","37057061806","Other",0.029,96.947
"2448","37057061806","White",0.971,3246.053
"2449","37057061807","Asian",0,0
"2450","37057061807","Black",0.062,163.556
"2451","37057061807","Other",0,0
"2452","37057061807","White",0.938,2474.444
"2453","37057061808","Asian",0,0
"2454","37057061808","Black",0.182,800.8
"2455","37057061808","Other",0.056,246.4
"2456","37057061808","White",0.762,3352.8
"2457","37057061902","Asian",0,0
"2458","37057061902","Black",0.016,83.856
"2459","37057061902","Other",0.067,351.147
"2460","37057061902","White",0.917,4805.997
"2461","37057061903","Asian",0,0
"2462","37057061903","Black",0.039,112.827
"2463","37057061903","Other",0.064,185.152
"2464","37057061903","White",0.898,2597.914
"2465","37057061904","Asian",0,0
"2466","37057061904","Black",0,0
"2467","37057061904","Other",0.004,10.076
"2468","37057061904","White",0.996,2508.924
"2469","37057062001","Asian",0.016,70.064
"2470","37057062001","Black",0,0
"2471","37057062001","Other",0.021,91.959
"2472","37057062001","White",0.964,4221.356
"2473","37057062002","Asian",0.032,121.088
"2474","37057062002","Black",0,0
"2475","37057062002","Other",0.021,79.464
"2476","37057062002","White",0.946,3579.664
"2477","37059080101","Asian",0,0
"2478","37059080101","Black",0.034,150.858
"2479","37059080101","Other",0.163,723.231
"2480","37059080101","White",0.804,3567.348
"2481","37059080102","Asian",0,0
"2482","37059080102","Black",0.059,211.397
"2483","37059080102","Other",0.153,548.199
"2484","37059080102","White",0.788,2823.404
"2485","37059080200","Asian",0.006,32.268
"2486","37059080200","Black",0.033,177.474
"2487","37059080200","Other",0.038,204.364
"2488","37059080200","White",0.922,4958.516
"2489","37059080301","Asian",0.01,55.21
"2490","37059080301","Black",0.018,99.378
"2491","37059080301","Other",0.052,287.092
"2492","37059080301","White",0.92,5079.32
"2493","37059080302","Asian",0,0
"2494","37059080302","Black",0.053,190.323
"2495","37059080302","Other",0.183,657.153
"2496","37059080302","White",0.764,2743.524
"2497","37059080400","Asian",0.018,95.184
"2498","37059080400","Black",0.007,37.016
"2499","37059080400","Other",0.017,89.896
"2500","37059080400","White",0.958,5065.904
"2501","37059080500","Asian",0,0
"2502","37059080500","Black",0.101,491.365
"2503","37059080500","Other",0.161,783.265
"2504","37059080500","White",0.737,3585.505
"2505","37059080600","Asian",0.016,67.408
"2506","37059080600","Black",0.062,261.206
"2507","37059080600","Other",0.148,623.524
"2508","37059080600","White",0.774,3260.862
"2509","37059080701","Asian",0,0
"2510","37059080701","Black",0.104,332.072
"2511","37059080701","Other",0.078,249.054
"2512","37059080701","White",0.818,2611.874
"2513","37059080702","Asian",0.018,44.532
"2514","37059080702","Black",0.039,96.486
"2515","37059080702","Other",0.105,259.77
"2516","37059080702","White",0.838,2073.212
"2517","37061090101","Asian",0,0
"2518","37061090101","Black",0.067,204.417
"2519","37061090101","Other",0.477,1455.327
"2520","37061090101","White",0.457,1394.307
"2521","37061090102","Asian",0.026,74.308
"2522","37061090102","Black",0.077,220.066
"2523","37061090102","Other",0.338,966.004
"2524","37061090102","White",0.559,1597.622
"2525","37061090103","Asian",0,0
"2526","37061090103","Black",0.239,322.172
"2527","37061090103","Other",0.171,230.508
"2528","37061090103","White",0.591,796.668
"2529","37061090201","Asian",0,0
"2530","37061090201","Black",0.161,240.695
"2531","37061090201","Other",0.477,713.115
"2532","37061090201","White",0.362,541.19
"2533","37061090202","Asian",0.018,46.062
"2534","37061090202","Black",0.25,639.75
"2535","37061090202","Other",0.275,703.725
"2536","37061090202","White",0.457,1169.463
"2537","37061090301","Asian",0.001,2.722
"2538","37061090301","Black",0.5,1361
"2539","37061090301","Other",0.147,400.134
"2540","37061090301","White",0.352,958.144
"2541","37061090302","Asian",0,0
"2542","37061090302","Black",0.352,850.08
"2543","37061090302","Other",0.443,1069.845
"2544","37061090302","White",0.204,492.66
"2545","37061090401","Asian",0,0
"2546","37061090401","Black",0.307,684.303
"2547","37061090401","Other",0.09,200.61
"2548","37061090401","White",0.603,1344.087
"2549","37061090402","Asian",0.008,24
"2550","37061090402","Black",0.247,741
"2551","37061090402","Other",0.393,1179
"2552","37061090402","White",0.352,1056
"2553","37061090503","Asian",0,0
"2554","37061090503","Black",0.028,82.656
"2555","37061090503","Other",0.094,277.488
"2556","37061090503","White",0.877,2588.904
"2557","37061090504","Asian",0,0
"2558","37061090504","Black",0.198,267.696
"2559","37061090504","Other",0.128,173.056
"2560","37061090504","White",0.674,911.248
"2561","37061090505","Asian",0,0
"2562","37061090505","Black",0.151,367.383
"2563","37061090505","Other",0.316,768.828
"2564","37061090505","White",0.532,1294.356
"2565","37061090506","Asian",0,0
"2566","37061090506","Black",0.281,612.861
"2567","37061090506","Other",0.291,634.671
"2568","37061090506","White",0.428,933.468
"2569","37061090600","Asian",0,0
"2570","37061090600","Black",0.053,148.665
"2571","37061090600","Other",0.086,241.23
"2572","37061090600","White",0.861,2415.105
"2573","37061090703","Asian",0,0
"2574","37061090703","Black",0.122,196.542
"2575","37061090703","Other",0.04,64.44
"2576","37061090703","White",0.838,1350.018
"2577","37061090704","Asian",0,0
"2578","37061090704","Black",0.458,854.17
"2579","37061090704","Other",0.132,246.18
"2580","37061090704","White",0.409,762.785
"2581","37061090705","Asian",0,0
"2582","37061090705","Black",0.31,823.36
"2583","37061090705","Other",0.247,656.032
"2584","37061090705","White",0.443,1176.608
"2585","37061090706","Asian",0,0
"2586","37061090706","Black",0.417,1243.911
"2587","37061090706","Other",0.137,408.671
"2588","37061090706","White",0.446,1330.418
"2589","37061090801","Asian",0,0
"2590","37061090801","Black",0.179,580.318
"2591","37061090801","Other",0.485,1572.37
"2592","37061090801","White",0.335,1086.07
"2593","37061090803","Asian",0,0
"2594","37061090803","Black",0.086,100.878
"2595","37061090803","Other",0.188,220.524
"2596","37061090803","White",0.726,851.598
"2597","37061090804","Asian",0.003,8.718
"2598","37061090804","Black",0.412,1197.272
"2599","37061090804","Other",0.146,424.276
"2600","37061090804","White",0.438,1272.828
"2601","37063000101","Asian",0.001,3.92
"2602","37063000101","Black",0.534,2093.28
"2603","37063000101","Other",0.138,540.96
"2604","37063000101","White",0.327,1281.84
"2605","37063000102","Asian",0.025,93.475
"2606","37063000102","Black",0.225,841.275
"2607","37063000102","Other",0.371,1387.169
"2608","37063000102","White",0.378,1413.342
"2609","37063000200","Asian",0.031,105.555
"2610","37063000200","Black",0.24,817.2
"2611","37063000200","Other",0.242,824.01
"2612","37063000200","White",0.487,1658.235
"2613","37063000301","Asian",0.029,84.187
"2614","37063000301","Black",0.337,978.311
"2615","37063000301","Other",0.188,545.764
"2616","37063000301","White",0.446,1294.738
"2617","37063000302","Asian",0.046,166.06
"2618","37063000302","Black",0.042,151.62
"2619","37063000302","Other",0.248,895.28
"2620","37063000302","White",0.665,2400.65
"2621","37063000401","Asian",0.014,35.014
"2622","37063000401","Black",0.036,90.036
"2623","37063000401","Other",0.13,325.13
"2624","37063000401","White",0.821,2053.321
"2625","37063000402","Asian",0.094,250.792
"2626","37063000402","Black",0.044,117.392
"2627","37063000402","Other",0.158,421.544
"2628","37063000402","White",0.704,1878.272
"2629","37063000500","Asian",0.077,348.194
"2630","37063000500","Black",0.468,2116.296
"2631","37063000500","Other",0.11,497.42
"2632","37063000500","White",0.345,1560.09
"2633","37063000600","Asian",0.034,182.002
"2634","37063000600","Black",0.22,1177.66
"2635","37063000600","Other",0.216,1156.248
"2636","37063000600","White",0.53,2837.09
"2637","37063000700","Asian",0.034,134.028
"2638","37063000700","Black",0.151,595.242
"2639","37063000700","Other",0.087,342.954
"2640","37063000700","White",0.729,2873.718
"2641","37063000900","Asian",0.011,19.261
"2642","37063000900","Black",0.47,822.97
"2643","37063000900","Other",0.345,604.095
"2644","37063000900","White",0.174,304.674
"2645","37063001001","Asian",0.004,14.688
"2646","37063001001","Black",0.49,1799.28
"2647","37063001001","Other",0.368,1351.296
"2648","37063001001","White",0.138,506.736
"2649","37063001002","Asian",0.031,171.678
"2650","37063001002","Black",0.297,1644.786
"2651","37063001002","Other",0.586,3245.268
"2652","37063001002","White",0.086,476.268
"2653","37063001100","Asian",0,0
"2654","37063001100","Black",0.65,2016.3
"2655","37063001100","Other",0.181,561.462
"2656","37063001100","White",0.169,524.238
"2657","37063001301","Asian",0,0
"2658","37063001301","Black",0.665,1301.405
"2659","37063001301","Other",0.212,414.884
"2660","37063001301","White",0.122,238.754
"2661","37063001303","Asian",0.021,95.277
"2662","37063001303","Black",0.722,3275.714
"2663","37063001303","Other",0.094,426.478
"2664","37063001303","White",0.164,744.068
"2665","37063001304","Asian",0,0
"2666","37063001304","Black",0.672,1731.744
"2667","37063001304","Other",0.305,785.985
"2668","37063001304","White",0.023,59.271
"2669","37063001400","Asian",0,0
"2670","37063001400","Black",0.731,1880.863
"2671","37063001400","Other",0.166,427.118
"2672","37063001400","White",0.104,267.592
"2673","37063001501","Asian",0.132,469.788
"2674","37063001501","Black",0.236,839.924
"2675","37063001501","Other",0.115,409.285
"2676","37063001501","White",0.517,1840.003
"2677","37063001503","Asian",0.199,379.891
"2678","37063001503","Black",0.194,370.346
"2679","37063001503","Other",0.082,156.538
"2680","37063001503","White",0.525,1002.225
"2681","37063001504","Asian",0.311,682.023
"2682","37063001504","Black",0.269,589.917
"2683","37063001504","Other",0.226,495.618
"2684","37063001504","White",0.194,425.442
"2685","37063001505","Asian",0.213,835.386
"2686","37063001505","Black",0.394,1545.268
"2687","37063001505","Other",0.17,666.74
"2688","37063001505","White",0.223,874.606
"2689","37063001601","Asian",0.012,62.208
"2690","37063001601","Black",0.319,1653.696
"2691","37063001601","Other",0.143,741.312
"2692","37063001601","White",0.526,2726.784
"2693","37063001603","Asian",0.013,94.302
"2694","37063001603","Black",0.133,964.782
"2695","37063001603","Other",0.069,500.526
"2696","37063001603","White",0.785,5694.39
"2697","37063001604","Asian",0.035,230.685
"2698","37063001604","Black",0.215,1417.065
"2699","37063001604","Other",0.098,645.918
"2700","37063001604","White",0.651,4290.741
"2701","37063001705","Asian",0.009,50.913
"2702","37063001705","Black",0.196,1108.772
"2703","37063001705","Other",0.22,1244.54
"2704","37063001705","White",0.575,3252.775
"2705","37063001706","Asian",0.08,417.52
"2706","37063001706","Black",0.241,1257.779
"2707","37063001706","Other",0.181,944.639
"2708","37063001706","White",0.498,2599.062
"2709","37063001708","Asian",0.007,35.343
"2710","37063001708","Black",0.727,3670.623
"2711","37063001708","Other",0.129,651.321
"2712","37063001708","White",0.138,696.762
"2713","37063001709","Asian",0.007,50.806
"2714","37063001709","Black",0.66,4790.28
"2715","37063001709","Other",0.213,1545.954
"2716","37063001709","White",0.119,863.702
"2717","37063001710","Asian",0.037,179.339
"2718","37063001710","Black",0.503,2438.041
"2719","37063001710","Other",0.195,945.165
"2720","37063001710","White",0.265,1284.455
"2721","37063001711","Asian",0.017,75.038
"2722","37063001711","Black",0.495,2184.93
"2723","37063001711","Other",0.19,838.66
"2724","37063001711","White",0.298,1315.372
"2725","37063001712","Asian",0.025,124.1
"2726","37063001712","Black",0.089,441.796
"2727","37063001712","Other",0.026,129.064
"2728","37063001712","White",0.86,4269.04
"2729","37063001713","Asian",0.012,39.108
"2730","37063001713","Black",0.038,123.842
"2731","37063001713","Other",0.082,267.238
"2732","37063001713","White",0.868,2828.812
"2733","37063001801","Asian",0,0
"2734","37063001801","Black",0.432,3873.744
"2735","37063001801","Other",0.305,2734.935
"2736","37063001801","White",0.263,2358.321
"2737","37063001802","Asian",0.011,78.441
"2738","37063001802","Black",0.51,3636.81
"2739","37063001802","Other",0.425,3030.675
"2740","37063001802","White",0.054,385.074
"2741","37063001806","Asian",0.003,22.905
"2742","37063001806","Black",0.472,3603.72
"2743","37063001806","Other",0.175,1336.125
"2744","37063001806","White",0.351,2679.885
"2745","37063001808","Asian",0.053,584.802
"2746","37063001808","Black",0.471,5197.014
"2747","37063001808","Other",0.068,750.312
"2748","37063001808","White",0.408,4501.872
"2749","37063001809","Asian",0.035,242.83
"2750","37063001809","Black",0.365,2532.37
"2751","37063001809","Other",0.15,1040.7
"2752","37063001809","White",0.45,3122.1
"2753","37063001810","Asian",0.004,15.976
"2754","37063001810","Black",0.402,1605.588
"2755","37063001810","Other",0.427,1705.438
"2756","37063001810","White",0.167,666.998
"2757","37063001811","Asian",0,0
"2758","37063001811","Black",0.563,3519.876
"2759","37063001811","Other",0.155,969.06
"2760","37063001811","White",0.282,1763.064
"2761","37063001900","Asian",0.052,291.772
"2762","37063001900","Black",0.102,572.322
"2763","37063001900","Other",0.1,561.1
"2764","37063001900","White",0.746,4185.806
"2765","37063002007","Asian",0.017,88.128
"2766","37063002007","Black",0.33,1710.72
"2767","37063002007","Other",0.071,368.064
"2768","37063002007","White",0.582,3017.088
"2769","37063002008","Asian",0.021,79.464
"2770","37063002008","Black",0.054,204.336
"2771","37063002008","Other",0.05,189.2
"2772","37063002008","White",0.875,3311
"2773","37063002009","Asian",0.008,40.312
"2774","37063002009","Black",0.668,3366.052
"2775","37063002009","Other",0.293,1476.427
"2776","37063002009","White",0.03,151.17
"2777","37063002013","Asian",0.024,114.504
"2778","37063002013","Black",0.288,1374.048
"2779","37063002013","Other",0.121,577.291
"2780","37063002013","White",0.567,2705.157
"2781","37063002015","Asian",0.038,198.664
"2782","37063002015","Black",0.283,1479.524
"2783","37063002015","Other",0.26,1359.28
"2784","37063002015","White",0.419,2190.532
"2785","37063002019","Asian",0.097,452.893
"2786","37063002019","Black",0.143,667.667
"2787","37063002019","Other",0.034,158.746
"2788","37063002019","White",0.727,3394.363
"2789","37063002020","Asian",0.118,1101.294
"2790","37063002020","Black",0.261,2435.913
"2791","37063002020","Other",0.073,681.309
"2792","37063002020","White",0.548,5114.484
"2793","37063002021","Asian",0.095,459.42
"2794","37063002021","Black",0.222,1073.592
"2795","37063002021","Other",0.162,783.432
"2796","37063002021","White",0.521,2519.556
"2797","37063002022","Asian",0.079,335.75
"2798","37063002022","Black",0.387,1644.75
"2799","37063002022","Other",0.12,510
"2800","37063002022","White",0.414,1759.5
"2801","37063002023","Asian",0.027,79.137
"2802","37063002023","Black",0.231,677.061
"2803","37063002023","Other",0.147,430.857
"2804","37063002023","White",0.595,1743.945
"2805","37063002024","Asian",0.048,279.696
"2806","37063002024","Black",0.194,1130.438
"2807","37063002024","Other",0.075,437.025
"2808","37063002024","White",0.683,3979.841
"2809","37063002025","Asian",0.115,764.98
"2810","37063002025","Black",0.518,3445.736
"2811","37063002025","Other",0.085,565.42
"2812","37063002025","White",0.283,1882.516
"2813","37063002026","Asian",0.015,137.745
"2814","37063002026","Black",0.582,5344.506
"2815","37063002026","Other",0.281,2580.423
"2816","37063002026","White",0.122,1120.326
"2817","37063002029","Asian",0.164,658.952
"2818","37063002029","Black",0.123,494.214
"2819","37063002029","Other",0.056,225.008
"2820","37063002029","White",0.657,2639.826
"2821","37063002030","Asian",0.187,747.439
"2822","37063002030","Black",0.068,271.796
"2823","37063002030","Other",0.076,303.772
"2824","37063002030","White",0.67,2677.99
"2825","37063002031","Asian",0.097,236.971
"2826","37063002031","Black",0.295,720.685
"2827","37063002031","Other",0.287,701.141
"2828","37063002031","White",0.321,784.203
"2829","37063002032","Asian",0.078,210.99
"2830","37063002032","Black",0.381,1030.605
"2831","37063002032","Other",0.273,738.465
"2832","37063002032","White",0.267,722.235
"2833","37063002033","Asian",0.027,105.84
"2834","37063002033","Black",0.105,411.6
"2835","37063002033","Other",0.107,419.44
"2836","37063002033","White",0.761,2983.12
"2837","37063002034","Asian",0.065,426.4
"2838","37063002034","Black",0.258,1692.48
"2839","37063002034","Other",0.217,1423.52
"2840","37063002034","White",0.46,3017.6
"2841","37063002035","Asian",0.062,397.296
"2842","37063002035","Black",0.427,2736.216
"2843","37063002035","Other",0.16,1025.28
"2844","37063002035","White",0.351,2249.208
"2845","37063002036","Asian",0.225,602.1
"2846","37063002036","Black",0.436,1166.736
"2847","37063002036","Other",0.008,21.408
"2848","37063002036","White",0.331,885.756
"2849","37063002037","Asian",0.186,988.218
"2850","37063002037","Black",0.328,1742.664
"2851","37063002037","Other",0.131,696.003
"2852","37063002037","White",0.356,1891.428
"2853","37063002038","Asian",0.08,464.08
"2854","37063002038","Black",0.325,1885.325
"2855","37063002038","Other",0.118,684.518
"2856","37063002038","White",0.476,2761.276
"2857","37063002100","Asian",0.003,27.276
"2858","37063002100","Black",0.269,2445.748
"2859","37063002100","Other",0.082,745.544
"2860","37063002100","White",0.645,5864.34
"2861","37063002200","Asian",0.051,122.91
"2862","37063002200","Black",0.17,409.7
"2863","37063002200","Other",0.159,383.19
"2864","37063002200","White",0.619,1491.79
"2865","37063002300","Asian",0.038,76.19
"2866","37063002300","Black",0.514,1030.57
"2867","37063002300","Other",0.242,485.21
"2868","37063002300","White",0.206,413.03
"2869","37063980100","Asian",0,0
"2870","37063980100","Black",0,0
"2871","37063980100","Other",0,0
"2872","37063980100","White",0,0
"2873","37065020200","Asian",0.003,16.608
"2874","37065020200","Black",0.826,4572.736
"2875","37065020200","Other",0.031,171.616
"2876","37065020200","White",0.141,780.576
"2877","37065020300","Asian",0.005,25.855
"2878","37065020300","Black",0.875,4524.625
"2879","37065020300","Other",0.035,180.985
"2880","37065020300","White",0.084,434.364
"2881","37065020400","Asian",0,0
"2882","37065020400","Black",0.934,3825.664
"2883","37065020400","Other",0.015,61.44
"2884","37065020400","White",0.05,204.8
"2885","37065020600","Asian",0,0
"2886","37065020600","Black",0.649,1429.098
"2887","37065020600","Other",0.112,246.624
"2888","37065020600","White",0.239,526.278
"2889","37065020700","Asian",0,0
"2890","37065020700","Black",0.661,1194.427
"2891","37065020700","Other",0.049,88.543
"2892","37065020700","White",0.29,524.03
"2893","37065020800","Asian",0,0
"2894","37065020800","Black",0.564,1772.088
"2895","37065020800","Other",0.041,128.822
"2896","37065020800","White",0.395,1241.09
"2897","37065020900","Asian",0,0
"2898","37065020900","Black",0.833,1646.008
"2899","37065020900","Other",0.076,150.176
"2900","37065020900","White",0.091,179.816
"2901","37065021000","Asian",0.006,18.294
"2902","37065021000","Black",0.6,1829.4
"2903","37065021000","Other",0.098,298.802
"2904","37065021000","White",0.297,905.553
"2905","37065021100","Asian",0,0
"2906","37065021100","Black",0.407,1583.637
"2907","37065021100","Other",0.237,922.167
"2908","37065021100","White",0.356,1385.196
"2909","37065021200","Asian",0,0
"2910","37065021200","Black",0.387,1914.102
"2911","37065021200","Other",0.024,118.704
"2912","37065021200","White",0.589,2913.194
"2913","37065021300","Asian",0,0
"2914","37065021300","Black",0.388,1831.36
"2915","37065021300","Other",0.101,476.72
"2916","37065021300","White",0.51,2407.2
"2917","37065021400","Asian",0,0
"2918","37065021400","Black",0.133,471.751
"2919","37065021400","Other",0.025,88.675
"2920","37065021400","White",0.842,2986.574
"2921","37065021500","Asian",0,0
"2922","37065021500","Black",0.409,1221.274
"2923","37065021500","Other",0.088,262.768
"2924","37065021500","White",0.502,1498.972
"2925","37065021600","Asian",0.008,20.32
"2926","37065021600","Black",0.304,772.16
"2927","37065021600","Other",0.029,73.66
"2928","37065021600","White",0.658,1671.32
"2929","37067000100","Asian",0.039,117.546
"2930","37067000100","Black",0.231,696.234
"2931","37067000100","Other",0.079,238.106
"2932","37067000100","White",0.651,1962.114
"2933","37067000200","Asian",0.01,11.44
"2934","37067000200","Black",0.395,451.88
"2935","37067000200","Other",0.157,179.608
"2936","37067000200","White",0.439,502.216
"2937","37067000301","Asian",0,0
"2938","37067000301","Black",0.804,1599.156
"2939","37067000301","Other",0.143,284.427
"2940","37067000301","White",0.054,107.406
"2941","37067000302","Asian",0,0
"2942","37067000302","Black",0.764,1168.92
"2943","37067000302","Other",0.187,286.11
"2944","37067000302","White",0.048,73.44
"2945","37067000400","Asian",0,0
"2946","37067000400","Black",0.855,2972.835
"2947","37067000400","Other",0.141,490.257
"2948","37067000400","White",0.003,10.431
"2949","37067000500","Asian",0,0
"2950","37067000500","Black",0.726,1574.694
"2951","37067000500","Other",0.263,570.447
"2952","37067000500","White",0.01,21.69
"2953","37067000600","Asian",0,0
"2954","37067000600","Black",0.741,2045.901
"2955","37067000600","Other",0.252,695.772
"2956","37067000600","White",0.007,19.327
"2957","37067000700","Asian",0,0
"2958","37067000700","Black",0.84,1570.8
"2959","37067000700","Other",0.13,243.1
"2960","37067000700","White",0.029,54.23
"2961","37067000801","Asian",0.034,117.572
"2962","37067000801","Black",0.741,2562.378
"2963","37067000801","Other",0.085,293.93
"2964","37067000801","White",0.14,484.12
"2965","37067000802","Asian",0.03,75.93
"2966","37067000802","Black",0.53,1341.43
"2967","37067000802","Other",0.201,508.731
"2968","37067000802","White",0.238,602.378
"2969","37067000900","Asian",0.025,89
"2970","37067000900","Black",0.375,1335
"2971","37067000900","Other",0.182,647.92
"2972","37067000900","White",0.419,1491.64
"2973","37067001000","Asian",0.032,141.44
"2974","37067001000","Black",0.194,857.48
"2975","37067001000","Other",0.171,755.82
"2976","37067001000","White",0.603,2665.26
"2977","37067001100","Asian",0.019,49.951
"2978","37067001100","Black",0.182,478.478
"2979","37067001100","Other",0.078,205.062
"2980","37067001100","White",0.721,1895.509
"2981","37067001200","Asian",0.006,11.754
"2982","37067001200","Black",0.072,141.048
"2983","37067001200","Other",0.028,54.852
"2984","37067001200","White",0.894,1751.346
"2985","37067001300","Asian",0.081,388.638
"2986","37067001300","Black",0.232,1113.136
"2987","37067001300","Other",0.049,235.102
"2988","37067001300","White",0.639,3065.922
"2989","37067001400","Asian",0.029,117.508
"2990","37067001400","Black",0.631,2556.812
"2991","37067001400","Other",0.242,980.584
"2992","37067001400","White",0.098,397.096
"2993","37067001500","Asian",0.009,42.975
"2994","37067001500","Black",0.434,2072.35
"2995","37067001500","Other",0.394,1881.35
"2996","37067001500","White",0.162,773.55
"2997","37067001601","Asian",0,0
"2998","37067001601","Black",0.859,3078.656
"2999","37067001601","Other",0.064,229.376
"3000","37067001601","White",0.077,275.968
"3001","37067001602","Asian",0,0
"3002","37067001602","Black",0.713,1742.572
"3003","37067001602","Other",0.222,542.568
"3004","37067001602","White",0.066,161.304
"3005","37067001700","Asian",0,0
"3006","37067001700","Black",0.623,3539.886
"3007","37067001700","Other",0.203,1153.446
"3008","37067001700","White",0.174,988.668
"3009","37067001800","Asian",0,0
"3010","37067001800","Black",0.592,2531.984
"3011","37067001800","Other",0.359,1535.443
"3012","37067001800","White",0.049,209.573
"3013","37067001901","Asian",0,0
"3014","37067001901","Black",0.365,611.375
"3015","37067001901","Other",0.498,834.15
"3016","37067001901","White",0.136,227.8
"3017","37067001902","Asian",0.026,55.224
"3018","37067001902","Black",0.219,465.156
"3019","37067001902","Other",0.187,397.188
"3020","37067001902","White",0.567,1204.308
"3021","37067002001","Asian",0.003,6.984
"3022","37067002001","Black",0.405,942.84
"3023","37067002001","Other",0.307,714.696
"3024","37067002001","White",0.286,665.808
"3025","37067002002","Asian",0.002,8.574
"3026","37067002002","Black",0.265,1136.055
"3027","37067002002","Other",0.528,2263.536
"3028","37067002002","White",0.205,878.835
"3029","37067002100","Asian",0.03,66.99
"3030","37067002100","Black",0.063,140.679
"3031","37067002100","Other",0.094,209.902
"3032","37067002100","White",0.814,1817.662
"3033","37067002200","Asian",0.101,361.58
"3034","37067002200","Black",0.037,132.46
"3035","37067002200","Other",0.047,168.26
"3036","37067002200","White",0.814,2914.12
"3037","37067002501","Asian",0.014,37.884
"3038","37067002501","Black",0.081,219.186
"3039","37067002501","Other",0.015,40.59
"3040","37067002501","White",0.89,2408.34
"3041","37067002502","Asian",0.007,22.113
"3042","37067002502","Black",0.03,94.77
"3043","37067002502","Other",0.024,75.816
"3044","37067002502","White",0.939,2966.301
"3045","37067002601","Asian",0.003,8.535
"3046","37067002601","Black",0.042,119.49
"3047","37067002601","Other",0.239,679.955
"3048","37067002601","White",0.716,2037.02
"3049","37067002604","Asian",0.031,176.793
"3050","37067002604","Black",0.164,935.292
"3051","37067002604","Other",0.069,393.507
"3052","37067002604","White",0.735,4191.705
"3053","37067002605","Asian",0.098,189.14
"3054","37067002605","Black",0.202,389.86
"3055","37067002605","Other",0.077,148.61
"3056","37067002605","White",0.623,1202.39
"3057","37067002606","Asian",0.047,183.112
