"GEOID","percent","pop_size","race_ethnicity"
6037272202,0.338,1054,"latino"
6037272301,0.226,763,"latino"
6037272302,0.452,1720,"latino"
6037273100,0.214,539,"latino"
6037273200,0.308,859,"latino"
6037273300,0.199,616,"latino"
6037269300,0.059,224,"latino"
6037273403,0.118,150,"latino"
6037273404,0.04,52,"latino"
6037273502,0.106,286,"latino"
6037273600,0.218,483,"latino"
6037273700,0.216,634,"latino"
6037273800,0.247,737,"latino"
6037531202,0.967,4274,"latino"
6037531301,0.974,5332,"latino"
6037531302,0.985,5648,"latino"
6037531502,0.993,3217,"latino"
6037531503,0.993,2630,"latino"
6037531504,0.996,4036,"latino"
6037531602,0.975,4006,"latino"
6037531603,0.951,3490,"latino"
6037531604,0.992,3260,"latino"
6037531701,0.974,5770,"latino"
6037531702,0.958,4690,"latino"
6037531800,0.97,4665,"latino"
6037531901,0.979,5915,"latino"
6037531902,0.966,4426,"latino"
6037532001,0.959,2845,"latino"
6037532002,0.902,3171,"latino"
6037532101,0.956,7057,"latino"
6037532102,0.9,3205,"latino"
6037532200,0.917,6347,"latino"
6037532302,0.96,4608,"latino"
6037532303,0.972,4217,"latino"
6037532304,0.792,3225,"latino"
6037532500,0.927,3852,"latino"
6037532605,0.954,3728,"latino"
6037532606,0.976,3782,"latino"
6037532607,0.971,5235,"latino"
6037532700,0.934,3007,"latino"
6037532800,0.959,4266,"latino"
6037532900,0.925,6196,"latino"
6037533001,0.941,4160,"latino"
6037533002,0.966,2499,"latino"
6037533103,0.981,3067,"latino"
6037533104,0.97,4672,"latino"
6037533105,1,2577,"latino"
6037533108,0.973,4455,"latino"
6037533201,1,2663,"latino"
6037533204,0.977,4364,"latino"
6037533300,0.978,3137,"latino"
6037533401,0.992,5026,"latino"
6037533402,0.984,3567,"latino"
6037533403,0.881,2350,"latino"
6037533501,1,2851,"latino"
6037533504,0.97,3775,"latino"
6037901300,0.507,1200,"latino"
6037910002,0.687,5248,"latino"
6037910210,0.379,3032,"latino"
6037910211,0.346,614,"latino"
6037910212,0.214,729,"latino"
6037910213,0.525,814,"latino"
6037910214,0.434,2455,"latino"
6037910215,0.546,3776,"latino"
6037910216,0.328,1883,"latino"
6037910217,0.514,2603,"latino"
6037910218,0.547,2583,"latino"
6037910301,0.32,1290,"latino"
6037910302,0.422,2404,"latino"
6037910401,0.495,2936,"latino"
6037910404,0.655,3248,"latino"
6037910405,0.722,4454,"latino"
6037910501,0.649,3536,"latino"
6037910502,0.746,3597,"latino"
6037910504,0.635,2814,"latino"
6037910505,0.746,2728,"latino"
6037910601,0.744,5064,"latino"
6037910602,0.582,2833,"latino"
6037910605,0.706,3753,"latino"
6037910606,0.793,2602,"latino"
6037910607,0.732,3050,"latino"
6037910608,0.666,2270,"latino"
6037910706,0.713,4900,"latino"
6037910707,0.647,3337,"latino"
6037910709,0.474,822,"latino"
6037910712,0.711,2351,"latino"
6037910713,0.764,5284,"latino"
6037910714,0.77,3071,"latino"
6037910715,0.706,4590,"latino"
6037910716,0.703,4541,"latino"
6037910717,0.875,2149,"latino"
6037910718,0.789,3951,"latino"
6037910719,0.647,2924,"latino"
6037910720,0.641,3609,"latino"
6037910721,0.461,1707,"latino"
6037910804,0.356,1025,"latino"
6037910807,0.295,1809,"latino"
6037910808,0.308,1181,"latino"
6037910809,0.223,507,"latino"
6059052431,0.064,290,"latino"
6059052432,0.095,726,"latino"
6059052433,0.061,873,"latino"
6059052434,0.159,1059,"latino"
6059052435,0.048,372,"latino"
6059052436,0.075,389,"latino"
6059052437,0.089,395,"latino"
6059052438,0.145,869,"latino"
6059052439,0.033,244,"latino"
6059052502,0.255,1438,"latino"
6059052505,0.118,573,"latino"
6059052506,0.072,198,"latino"
6059052511,0.108,737,"latino"
6059052513,0.114,671,"latino"
6059052514,0.175,1031,"latino"
6059052518,0.086,641,"latino"
6059052519,0.094,403,"latino"
6059052520,0.168,636,"latino"
6059052521,0.087,523,"latino"
6059052522,0.114,450,"latino"
6059052523,0.056,251,"latino"
6059052524,0.208,1605,"latino"
6059052526,0.168,765,"latino"
6059052527,0.083,725,"latino"
6059052528,0.149,668,"latino"
6059052529,0.069,219,"latino"
6059052530,0.031,210,"latino"
6059052531,0.091,377,"latino"
6059052532,0.085,499,"latino"
6059052533,0.02,144,"latino"
6059052534,0.176,503,"latino"
6059052535,0.072,412,"latino"
6059062605,0.105,309,"latino"
6059062610,0.105,1261,"latino"
6059062611,0.147,708,"latino"
6059062614,0.249,4472,"latino"
6059062619,0.074,287,"latino"
6059062620,0.076,380,"latino"
6059062622,0.07,307,"latino"
6059062625,0.255,1120,"latino"
6059062626,0.214,577,"latino"
6059062627,0.1,397,"latino"
6059062628,0.12,453,"latino"
6059062629,0.021,48,"latino"
6059062630,0.106,184,"latino"
6065042730,0.717,4125,"latino"
6065042731,0.559,4957,"latino"
6065042732,0.453,3142,"latino"
6065042733,0.292,3827,"latino"
6065042737,0.295,1018,"latino"
6065042738,0.302,2712,"latino"
6065042739,0.307,2438,"latino"
6065042740,0.058,103,"latino"
6065042741,0.142,338,"latino"
6065042742,0.4,2439,"latino"
6065042743,0.396,1705,"latino"
6065042744,0.691,3186,"latino"
6065042745,0.411,2579,"latino"
6065042746,0.794,3256,"latino"
6065042747,0.822,3665,"latino"
6065042748,0.373,1915,"latino"
6065042749,0.434,2214,"latino"
6065042750,0.462,1761,"latino"
6065042751,0.454,2841,"latino"
6065042752,0.194,942,"latino"
6065042801,0.777,3716,"latino"
6065042802,0.874,4926,"latino"
6065042902,0.784,3642,"latino"
6065042903,0.77,4041,"latino"
6065042905,0.857,4825,"latino"
6065042906,0.772,4376,"latino"
6065042907,0.817,3193,"latino"
6065042908,0.897,3695,"latino"
6065043001,0.561,5986,"latino"
6065043003,0.68,4998,"latino"
6065043005,0.621,3686,"latino"
6065043006,0.672,3142,"latino"
6065043007,0.384,2805,"latino"
6065043008,0.551,3604,"latino"
6065043009,0.562,3057,"latino"
6065043010,0.514,2661,"latino"
6065043201,0.249,932,"latino"
6065043202,0.228,1349,"latino"
6065043203,0.153,494,"latino"
6065043204,0.262,2266,"latino"
6065043205,0.345,1881,"latino"
6065043206,0.38,2883,"latino"
6065043207,0.382,1738,"latino"
6065043208,0.246,1118,"latino"
6071000203,0.714,2970,"latino"
6071000205,0.676,3376,"latino"
6071000207,0.646,3374,"latino"
6071000208,0.765,2858,"latino"
6071000304,0.726,4999,"latino"
6071000305,0.781,4434,"latino"
6071000306,0.645,2207,"latino"
6071000307,0.875,2420,"latino"
6071000308,0.876,3637,"latino"
6071000401,0.602,3929,"latino"
6071000403,0.594,2425,"latino"
6071000404,0.559,2584,"latino"
6071000501,0.608,4048,"latino"
6071000503,0.604,2688,"latino"
6071000504,0.635,3103,"latino"
6071000603,0.651,3101,"latino"
6071000604,0.639,3855,"latino"
6071000605,0.905,4434,"latino"
6071000606,0.652,2582,"latino"
6071000804,0.204,635,"latino"
6071000808,0.504,2938,"latino"
6071000812,0.373,1395,"latino"
6071000813,0.288,842,"latino"
6071000814,0.261,952,"latino"
6071000815,0.364,1246,"latino"
6071000816,0.345,1707,"latino"
6071000817,0.291,1115,"latino"
6071000818,0.299,1756,"latino"
6071000819,0.256,1414,"latino"
6071000820,0.222,796,"latino"
6071000821,0.446,2132,"latino"
6071000823,0.48,3252,"latino"
6071000824,0.554,3249,"latino"
6071000825,0.668,2652,"latino"
6071000826,0.594,2501,"latino"
6071000901,0.538,2967,"latino"
6071000903,0.575,2352,"latino"
6071000904,0.724,2775,"latino"
6071001001,0.667,3793,"latino"
6071001002,0.802,4582,"latino"
6071001101,0.773,2971,"latino"
6071001103,0.633,2612,"latino"
6071001104,0.724,4282,"latino"
6073009307,0.225,870,"latino"
6073009308,0.289,1165,"latino"
6073009400,0.268,1358,"latino"
6073009502,0.093,384,"latino"
6073009504,0.111,685,"latino"
6073009505,0.134,891,"latino"
6073009506,0.116,531,"latino"
6073009507,0.203,801,"latino"
6073009509,0.174,831,"latino"
6073009510,0.301,1480,"latino"
6073009511,0.28,1167,"latino"
6073009602,0.174,710,"latino"
6073009603,0.278,1604,"latino"
6073009604,0.23,788,"latino"
6073009703,0.126,399,"latino"
6073009704,0.188,1236,"latino"
6073009705,0.155,558,"latino"
6073009706,0.198,1406,"latino"
6073009801,0.13,660,"latino"
6073009802,0.204,1344,"latino"
6073009804,0.104,585,"latino"
6073009805,0.146,693,"latino"
6073009901,0.213,206,"latino"
6073009902,NA,NA,"latino"
6073010001,0.669,3049,"latino"
6073010003,0.612,3340,"latino"
6073010004,0.841,4695,"latino"
6073010005,0.952,6855,"latino"
6073010009,0.93,5685,"latino"
6073010010,0.781,3989,"latino"
6073010011,0.708,3219,"latino"
6073010012,0.947,4814,"latino"
6073010013,0.976,5461,"latino"
6073010015,0.799,3491,"latino"
6073010016,0.283,1149,"latino"
6073010017,0.472,2830,"latino"
6073010018,0.585,3533,"latino"
6073009306,0.146,827,"latino"
6073010019,0.56,1904,"latino"
6073010103,0.753,5305,"latino"
6073010104,0.461,1569,"latino"
6073010106,0.835,4074,"latino"
6073010107,0.706,4562,"latino"
6073010109,0.777,4015,"latino"
6075045202,0.036,122,"latino"
6075047600,0.073,376,"latino"
6075047701,0.076,378,"latino"
6075047702,0.054,191,"latino"
6075047801,0.046,209,"latino"
6075047802,0.083,314,"latino"
6075047902,0.111,401,"latino"
6075047903,0.048,206,"latino"
6075047904,0.064,199,"latino"
6075060100,0.217,918,"latino"
6075060400,0.106,169,"latino"
6075060502,0.265,938,"latino"
6075060701,0.111,846,"latino"
6075060702,0.032,48,"latino"
6075060703,0.121,700,"latino"
6075061000,0.087,420,"latino"
6075061101,0.006,11,"latino"
6075061102,0.026,61,"latino"
6075061200,0.313,1237,"latino"
6075061401,0.117,374,"latino"
6075061402,0.218,553,"latino"
6075061501,0,0,"latino"
6075061502,0.034,60,"latino"
6075061503,0.035,119,"latino"
6075061504,0.042,61,"latino"
6075061505,0.037,29,"latino"
6075061506,0.053,234,"latino"
6075061507,0.223,433,"latino"
6075061508,0.042,84,"latino"
6075980200,0.103,18,"latino"
6075980300,0.156,4,"latino"
6075980401,NA,NA,"latino"
6075980501,0,0,"latino"
6075980600,0.221,214,"latino"
6075980900,0.116,34,"latino"
6075990100,NA,NA,"latino"
6075990200,NA,NA,"latino"
6077000101,0.768,1200,"latino"
6077000102,0.434,797,"latino"
6077000300,0.455,1036,"latino"
6077000401,0.437,1124,"latino"
6077000402,0.438,2006,"latino"
6077000500,0.712,1812,"latino"
6085504202,0.257,1069,"latino"
6085504307,0.204,1196,"latino"
6085504308,0.203,929,"latino"
6085504311,0.057,439,"latino"
6085504314,0.132,629,"latino"
6085504315,0.136,930,"latino"
6085504316,0.192,1034,"latino"
6085504317,0.132,508,"latino"
6085504318,0.365,2475,"latino"
6085504319,0.165,1115,"latino"
6085504320,0.066,201,"latino"
6085504321,0.161,887,"latino"
6085504322,0.071,440,"latino"
6085504323,0.088,535,"latino"
6085504410,0.198,849,"latino"
6085504411,0.133,799,"latino"
6085504412,0.138,711,"latino"
6085504413,0.059,124,"latino"
6085504414,0.029,148,"latino"
6085504415,0.044,221,"latino"
6085504416,0.098,389,"latino"
6085504418,0.216,933,"latino"
6085504421,0.076,432,"latino"
6085504422,0.241,791,"latino"
6085504423,0.238,517,"latino"
6085504424,0.131,714,"latino"
6085504505,0.12,1263,"latino"
6085504506,0.136,972,"latino"
6085504507,0.227,1379,"latino"
6085504508,0.385,1610,"latino"
6085504509,0.002,9,"latino"
6085504510,0.116,464,"latino"
6085504601,0.343,435,"latino"
6085504602,0.609,1416,"latino"
6085504700,0.243,143,"latino"
6085504802,0.288,1493,"latino"
6085504805,0.192,1433,"latino"
6085504806,0.299,914,"latino"
6085504807,0.04,226,"latino"
6085504808,0.612,1312,"latino"
6085504902,0.17,810,"latino"
6085504903,0.112,506,"latino"
6085505006,0.042,504,"latino"
6099002605,0.579,2568,"latino"
6099002701,0.563,2314,"latino"
6099002702,0.742,4914,"latino"
6099002801,0.327,1923,"latino"
6099002802,0.442,3108,"latino"
6099002803,0.243,748,"latino"
6099002901,0.248,1268,"latino"
6099002903,0.33,2163,"latino"
6099002904,0.253,519,"latino"
6099003002,0.746,5438,"latino"
6099003003,0.498,3751,"latino"
6099003004,0.535,1858,"latino"
6099003100,0.607,2348,"latino"
6099003201,0.81,4282,"latino"
6099003203,0.521,2511,"latino"
6099003204,0.75,1892,"latino"
6099003205,0.712,4019,"latino"
6099003206,0.569,3259,"latino"
6099003300,0.71,4742,"latino"
6099003400,0.704,1046,"latino"
6099003501,0.644,4125,"latino"
6099003502,0.684,4030,"latino"
6099003603,0.285,1138,"latino"
6099003607,0.5,1441,"latino"
6099003608,0.262,1567,"latino"
6099003609,0.257,727,"latino"
6099003610,0.441,2263,"latino"
6099003611,0.196,904,"latino"
6099003612,0.304,2459,"latino"
6099003700,0.558,2880,"latino"
6099003802,0.785,4219,"latino"
6099003803,0.768,2445,"latino"
6099003804,0.497,3623,"latino"
6099003805,0.418,1460,"latino"
6099003904,0.492,2232,"latino"
6099003905,0.227,997,"latino"
6099003906,0.44,2372,"latino"
6099003907,0.241,1787,"latino"
6099003908,0.516,1459,"latino"
6099003909,0.329,1833,"latino"
6099004000,0.28,1174,"latino"
6101050101,0.35,2684,"latino"
6101050102,0.414,2028,"latino"
6101050201,0.48,1888,"latino"
6001438400,0.275,730,"latino"
6001440100,0.179,499,"latino"
6001440200,0.665,3810,"latino"
6001440301,0.327,2327,"latino"
6001440304,0.106,531,"latino"
6001440305,0.18,742,"latino"
6001440306,0.118,469,"latino"
6001440307,0.169,813,"latino"
6001440308,0.248,1460,"latino"
6001440331,0.214,663,"latino"
6001440332,0.086,288,"latino"
6001440333,0.033,93,"latino"
6001440334,0.097,404,"latino"
6001440336,0.157,625,"latino"
6001440337,0.016,45,"latino"
6001440338,0.071,293,"latino"
6001441100,0.156,725,"latino"
6001441200,0.124,872,"latino"
6001441301,0.052,170,"latino"
6001441302,0.1,580,"latino"
6001441401,0.106,836,"latino"
6001441402,0.051,281,"latino"
6001441501,0.093,552,"latino"
6001441503,0.016,123,"latino"
6001441521,0.05,300,"latino"
6001441522,0.109,577,"latino"
6001441523,0.059,256,"latino"
6001441524,0.017,72,"latino"
6001441525,0.136,153,"latino"
6001441601,0.175,861,"latino"
6001441602,0.225,1728,"latino"
6001441701,0.351,1524,"latino"
6001441702,0.149,718,"latino"
6001441800,0.098,666,"latino"
6001441921,0.285,1087,"latino"
6001441923,0.137,792,"latino"
6001441924,0.134,1018,"latino"
6001441926,0.302,1321,"latino"
6001441927,0.076,337,"latino"
6001441928,0.069,259,"latino"
6001441929,0.073,246,"latino"
6001442000,0.134,419,"latino"
6001442100,0.011,58,"latino"
6001442200,0.042,312,"latino"
6001442301,0.2,1110,"latino"
6019008503,0.974,4162,"latino"
6019008504,0.975,3594,"latino"
6019008600,0.533,2292,"latino"
6021010101,0.58,2623,"latino"
6021010102,0.574,2710,"latino"
6021010200,0.339,1694,"latino"
6021010300,0.092,178,"latino"
6021010401,0.18,192,"latino"
6021010402,0.299,1866,"latino"
6021010501,0.704,2820,"latino"
6021010502,0.176,208,"latino"
6023000100,0.206,925,"latino"
6023000200,0.149,849,"latino"
6023000300,0.083,390,"latino"
6023000400,0.103,437,"latino"
6023000500,0.158,633,"latino"
6023000600,0.198,1191,"latino"
6023000700,0.073,407,"latino"
6023000800,0.103,488,"latino"
6023000900,0.083,435,"latino"
6023001001,0.068,247,"latino"
6023001002,0.241,783,"latino"
6023001102,0.142,653,"latino"
6023001103,0.069,160,"latino"
6023001200,0.215,1078,"latino"
6023001300,0.119,186,"latino"
6023010102,0.03,74,"latino"
6023010200,0.056,160,"latino"
6023010300,0.058,177,"latino"
6023010400,0.05,187,"latino"
6023010502,0.123,689,"latino"
6023010503,0.191,755,"latino"
6023010504,0.048,173,"latino"
6023010600,0.01,21,"latino"
6023010701,0.102,440,"latino"
6023010702,0.109,353,"latino"
6023010800,0.152,736,"latino"
6023010901,0.325,1532,"latino"
6023010902,0.013,55,"latino"
6023011000,0.158,855,"latino"
6023011100,0.116,501,"latino"
6023011200,0.132,463,"latino"
6023011501,0.044,105,"latino"
6023011502,0.015,19,"latino"
6023011600,0.066,224,"latino"
6037135102,0.139,510,"latino"
6037135111,0.295,1117,"latino"
6037135113,0.168,542,"latino"
6037135115,0.208,649,"latino"
6037135116,0.215,341,"latino"
6037135201,0.172,503,"latino"
6037135202,0.168,761,"latino"
6037135204,0.17,838,"latino"
6037135205,0.019,39,"latino"
6037137000,0.081,413,"latino"
6037137103,0.165,889,"latino"
6037137104,0.128,321,"latino"
6037137202,0.084,287,"latino"
6037137203,0.333,848,"latino"
6037137301,0.069,145,"latino"
6037137302,0.09,392,"latino"
6037137401,0.162,735,"latino"
6037137402,0.119,666,"latino"
6037137501,0.108,549,"latino"
6037137502,0.154,662,"latino"
6037137504,0.118,238,"latino"
6037138000,0.072,348,"latino"
6037139001,0.182,990,"latino"
6037139200,0.144,823,"latino"
6037139301,0.134,586,"latino"
6037139302,0.354,1701,"latino"
6037139303,0.234,1048,"latino"
6037139401,0.138,341,"latino"
6037139402,0.092,265,"latino"
6037139502,0.127,365,"latino"
6037139504,0.07,261,"latino"
6037139505,0.231,603,"latino"
6037139506,0.258,767,"latino"
6037139600,0.087,442,"latino"
6037139701,0.08,458,"latino"
6037139703,0.011,27,"latino"
6037139704,0.001,3,"latino"
6037139705,0.029,116,"latino"
6037139801,0.055,193,"latino"
6037139802,0.057,221,"latino"
6037141101,0.128,571,"latino"
6037141102,0.115,351,"latino"
6037141201,0.184,739,"latino"
6037273902,0.103,424,"latino"
6037274100,0.046,199,"latino"
6037274202,0.123,497,"latino"
6037275101,0.26,262,"latino"
6037275102,0.753,3135,"latino"
6037275200,0.423,1598,"latino"
6037275311,0.252,1287,"latino"
6037275312,0.053,101,"latino"
6037275313,0.193,637,"latino"
6037275400,0.146,625,"latino"
6037275500,0.622,3254,"latino"
6037275603,0.283,799,"latino"
6037275604,0.13,1276,"latino"
6037275605,0.091,240,"latino"
6037276000,0.203,1320,"latino"
6037276101,0.107,318,"latino"
6037276102,0.309,952,"latino"
6037276400,0.142,586,"latino"
6037276500,0.177,1049,"latino"
6037276601,0.138,541,"latino"
6037276605,0.082,201,"latino"
6037276606,0.166,500,"latino"
6037276607,0.13,359,"latino"
6037276608,0.185,394,"latino"
6037277000,0.17,990,"latino"
6037277100,0.159,505,"latino"
6037277200,0.385,677,"latino"
6037277400,0.325,53,"latino"
6037278001,0.312,725,"latino"
6037278102,0.122,374,"latino"
6037291110,0.538,2507,"latino"
6037291120,0.689,1652,"latino"
6037291130,0.649,2181,"latino"
6037291210,0.568,2817,"latino"
6037291220,0.578,1913,"latino"
6037291300,0.247,776,"latino"
6037292001,0.534,2447,"latino"
6037292002,0.475,918,"latino"
6037293203,0.572,1793,"latino"
6037293204,0.669,2736,"latino"
6037293205,0.682,2372,"latino"
6037293206,0.754,2237,"latino"
6037293301,0.173,488,"latino"
6037533601,0.93,4102,"latino"
6037533602,0.844,4396,"latino"
6037533603,0.939,5950,"latino"
6037533701,0.962,2817,"latino"
6037533702,0.994,3529,"latino"
6037533703,1,4432,"latino"
6037533803,0.818,4816,"latino"
6037533804,0.985,3574,"latino"
6037533805,0.967,3891,"latino"
6037533806,0.941,3453,"latino"
6037533901,0.916,4631,"latino"
6037533902,0.992,4309,"latino"
6037534001,0.986,5203,"latino"
6037534002,0.938,3961,"latino"
6037534101,0.941,2134,"latino"
6037534102,0.986,5701,"latino"
6037534201,0.969,4251,"latino"
6037534202,0.947,4946,"latino"
6037534203,0.979,3240,"latino"
6037534301,0.944,4038,"latino"
6037534302,0.972,3659,"latino"
6037534403,0.949,2927,"latino"
6037534404,0.947,3156,"latino"
6037534405,0.969,3941,"latino"
6037534406,0.998,4468,"latino"
6037534501,0.975,5265,"latino"
6037534502,0.945,3533,"latino"
6037534700,0.976,4380,"latino"
6037534802,0.978,2625,"latino"
6037534803,0.977,4637,"latino"
6037534804,0.987,4476,"latino"
6037534900,0.991,5665,"latino"
6037535001,0.862,3514,"latino"
6037535002,0.974,3663,"latino"
6037535101,0.915,7612,"latino"
6037535102,0.892,4058,"latino"
6037535200,0.875,5660,"latino"
6037535300,0.955,6228,"latino"
6037535400,0.91,3026,"latino"
6037535501,0.974,3283,"latino"
6037535502,0.941,5023,"latino"
6037535503,0.985,2419,"latino"
6037535603,0.971,3767,"latino"
6037910810,0.166,449,"latino"
6037910814,0.235,871,"latino"
6037910815,0.236,1176,"latino"
6037911001,0.356,1315,"latino"
6037911100,0.735,5796,"latino"
6037920013,0.255,1954,"latino"
6037920015,0.203,1479,"latino"
6037920016,0.288,1218,"latino"
6037920017,0.305,1310,"latino"
6037920018,0.246,520,"latino"
6037920020,0.334,1998,"latino"
6037920028,0.393,3599,"latino"
6037920029,0.324,1688,"latino"
6037920030,0.4,1982,"latino"
6037920031,0.355,1791,"latino"
6037920034,0.439,1610,"latino"
6037920035,0.584,4781,"latino"
6037920038,0.496,885,"latino"
6037920039,0.346,539,"latino"
6037920040,0.35,1151,"latino"
6037920041,0.449,1179,"latino"
6037920042,0.32,2213,"latino"
6037920043,0.256,2168,"latino"
6037920044,0.407,1050,"latino"
6037920045,0.218,984,"latino"
6037920046,0.666,2686,"latino"
6037920047,0.739,5899,"latino"
6037920048,0.493,2832,"latino"
6037920049,0.299,1722,"latino"
6037920050,0.19,228,"latino"
6037920102,0.304,1403,"latino"
6037920104,0.261,753,"latino"
6037920106,0.626,2356,"latino"
6037920109,0.204,985,"latino"
6037920110,0.208,671,"latino"
6037920111,0.234,746,"latino"
6037920112,0.155,662,"latino"
6037920114,0.194,1174,"latino"
6037920115,0.174,789,"latino"
6037920116,0.228,1136,"latino"
6037920118,0.288,1696,"latino"
6037920119,0.184,334,"latino"
6037920120,0.259,1035,"latino"
6059062631,0.045,149,"latino"
6059062632,0.104,444,"latino"
6059062633,0.124,816,"latino"
6059062634,0.136,642,"latino"
6059062635,0.159,756,"latino"
6059062636,0.317,1305,"latino"
6059062637,0.148,855,"latino"
6059062638,0.164,1035,"latino"
6059062639,0.164,1368,"latino"
6059062640,0.167,600,"latino"
6059062641,0.271,1341,"latino"
6059062642,0.115,359,"latino"
6059062643,0.064,418,"latino"
6059062645,0.053,342,"latino"
6059062646,0.068,229,"latino"
6059062647,0.184,895,"latino"
6059062648,0.042,138,"latino"
6059062649,0.091,325,"latino"
6059062650,0.08,406,"latino"
6059062651,0.084,259,"latino"
6059062652,0.161,822,"latino"
6059062653,0.1,654,"latino"
6059062654,0.12,837,"latino"
6059062655,0.228,987,"latino"
6059062656,0.005,16,"latino"
6059062657,0.076,270,"latino"
6059062658,0.091,457,"latino"
6059062701,0.054,152,"latino"
6059062702,0.084,395,"latino"
6059062800,0.121,425,"latino"
6059062900,0.016,27,"latino"
6059063004,0.052,310,"latino"
6059063005,0.015,22,"latino"
6059063006,0.014,35,"latino"
6059063007,0.067,450,"latino"
6059063008,0.221,456,"latino"
6059063009,0.024,41,"latino"
6059063010,0.114,737,"latino"
6059063101,0.25,792,"latino"
6059063102,0.155,976,"latino"
6059063103,0.152,544,"latino"
6059063201,0.185,696,"latino"
6059063202,0.169,590,"latino"
6059063301,0.124,402,"latino"
6059063302,0.115,477,"latino"
6065043209,0.229,859,"latino"
6065043210,0.396,1696,"latino"
6065043211,0.387,2827,"latino"
6065043216,0.323,2108,"latino"
6065043217,0.447,1457,"latino"
6065043218,0.267,1343,"latino"
6065043220,0.392,1768,"latino"
6065043222,0.202,1001,"latino"
6065043227,0.393,3244,"latino"
6065043228,0.428,1937,"latino"
6065043229,0.235,1107,"latino"
6065043235,0.253,2910,"latino"
6065043246,0.235,1572,"latino"
6065043248,0.321,1407,"latino"
6065043252,0.214,2128,"latino"
6065043254,0.332,1721,"latino"
6065043256,0.369,1275,"latino"
6065043262,0.274,1371,"latino"
6065043264,0.32,2568,"latino"
6065043265,0.221,1772,"latino"
6065043266,0.434,2476,"latino"
6065043267,0.221,1144,"latino"
6065043270,0.345,2059,"latino"
6065043271,0.541,2656,"latino"
6065043272,0.213,1144,"latino"
6065043274,0.426,1008,"latino"
6065043276,0.263,878,"latino"
6065043278,0.209,1285,"latino"
6065043279,0.302,1598,"latino"
6065043292,0.225,900,"latino"
6065043293,0.239,860,"latino"
6065043294,0.31,1445,"latino"
6065043295,0.268,1290,"latino"
6065043296,0.175,930,"latino"
6065043297,0.357,3631,"latino"
6065043298,0.398,2287,"latino"
6065043304,0.395,3581,"latino"
6065043306,0.534,2656,"latino"
6065043307,0.344,2160,"latino"
6065043308,0.632,1602,"latino"
6065043309,0.445,1280,"latino"
6065043310,0.543,1946,"latino"
6065043311,0.447,1012,"latino"
6065043312,0.698,3253,"latino"
6071001200,0.507,2389,"latino"
6071001305,0.771,4641,"latino"
6071001307,0.758,2848,"latino"
6071001308,0.859,4209,"latino"
6071001309,0.81,4242,"latino"
6071001310,0.736,3985,"latino"
6071001311,0.439,1652,"latino"
6071001312,0.642,3563,"latino"
6071001400,0.635,2008,"latino"
6071001501,0.937,3313,"latino"
6071001503,0.921,4082,"latino"
6071001504,0.657,3948,"latino"
6071001600,0.938,5298,"latino"
6071001702,0.606,3537,"latino"
6071001703,0.565,2760,"latino"
6071001704,0.757,3456,"latino"
6071001706,0.768,4839,"latino"
6071001707,0.727,3913,"latino"
6071001803,0.669,2335,"latino"
6071001804,0.595,3465,"latino"
6071001806,0.541,2551,"latino"
6071001808,0.633,2554,"latino"
6071001809,0.825,3536,"latino"
6071001810,0.842,4394,"latino"
6071001812,0.824,2560,"latino"
6071001813,0.911,4642,"latino"
6071001901,0.544,2659,"latino"
6071001906,0.625,6611,"latino"
6071001907,0.297,3434,"latino"
6071001908,0.094,270,"latino"
6071001909,0.234,571,"latino"
6071001910,0.651,1258,"latino"
6071001911,0.551,3146,"latino"
6071002011,0.245,1073,"latino"
6071002013,0.341,1322,"latino"
6071002014,0.314,1363,"latino"
6071002015,0.432,1840,"latino"
6071002016,0.299,1174,"latino"
6071002017,0.314,1801,"latino"
6071002018,0.323,1403,"latino"
6071002019,0.239,1230,"latino"
6071002021,0.351,1730,"latino"
6071002023,0.392,2083,"latino"
6073010110,0.636,4399,"latino"
6073010111,0.898,3316,"latino"
6073010112,0.835,4533,"latino"
6073010201,0.388,1290,"latino"
6073010202,0.409,1617,"latino"
6073010300,0.483,2136,"latino"
6073010401,0.638,1492,"latino"
6073010402,0.595,3415,"latino"
6073010501,0.421,543,"latino"
6073010502,0.585,3103,"latino"
6073010601,0.23,465,"latino"
6073010800,0.146,342,"latino"
6073010900,0.101,189,"latino"
6073011000,0.134,409,"latino"
6073011100,0.099,393,"latino"
6073011300,0.269,672,"latino"
6073011601,0.862,4940,"latino"
6073011602,0.692,2811,"latino"
6073011700,0.572,3742,"latino"
6073011801,0.757,2556,"latino"
6073011802,0.763,5653,"latino"
6073011902,0.506,3061,"latino"
6073012002,0.438,1480,"latino"
6073012003,0.572,1701,"latino"
6073012101,0.755,1682,"latino"
6073012102,0.74,2348,"latino"
6073012200,0.763,2789,"latino"
6073012302,0.701,1087,"latino"
6073012303,0.555,1975,"latino"
6073012304,0.489,2018,"latino"
6073012401,0.687,1997,"latino"
6073012402,0.781,4375,"latino"
6073012501,0.788,2958,"latino"
6073012502,0.791,3587,"latino"
6073012600,0.82,4095,"latino"
6073012700,0.713,3544,"latino"
6073012800,0.726,2820,"latino"
6073012900,0.568,1902,"latino"
6073013000,0.647,3870,"latino"
6073013102,0.744,5053,"latino"
6073013103,0.749,1720,"latino"
6073013104,0.84,5059,"latino"
6073013203,0.847,4728,"latino"
6073013204,0.857,4053,"latino"
