"GEOID","percent","pop_size","race_ethnicity"
6037269907,0.182,468,"black"
6037269908,0.094,185,"black"
6037269909,0.101,234,"black"
6037270101,0.194,393,"black"
6037270102,0.05,109,"black"
6037270200,0.109,358,"black"
6037270300,0.306,735,"black"
6037271100,0.018,43,"black"
6037271200,0.02,46,"black"
6037271300,0.005,24,"black"
6037271400,0.011,38,"black"
6037271500,0.025,73,"black"
6037271600,0.04,189,"black"
6037271702,0.061,236,"black"
6037271703,0.081,217,"black"
6037271704,0.161,470,"black"
6037271801,0.055,165,"black"
6037271803,0.084,258,"black"
6037271804,0.013,30,"black"
6037271901,0.179,572,"black"
6037271902,0.074,278,"black"
6037272100,0.01,47,"black"
6037272201,0.022,44,"black"
6037272202,0.04,125,"black"
6037272301,0.024,81,"black"
6037272302,0.038,145,"black"
6037273100,0.034,86,"black"
6037273200,0.061,170,"black"
6037273300,0.156,483,"black"
6037269300,0.015,57,"black"
6037273403,0.046,59,"black"
6037273404,0.012,16,"black"
6037273502,0.049,132,"black"
6037273600,0.022,49,"black"
6037273700,0.052,153,"black"
6037273800,0.035,104,"black"
6037531202,0.02,88,"black"
6037531301,0.005,27,"black"
6037531302,0,0,"black"
6037531502,0,0,"black"
6037531503,0,0,"black"
6037531504,0,0,"black"
6037531602,0.004,16,"black"
6037531603,0,0,"black"
6037531604,0,0,"black"
6037531701,0,0,"black"
6037531702,0,0,"black"
6037531800,0,0,"black"
6037531901,0.003,18,"black"
6037531902,0,0,"black"
6037532001,0,0,"black"
6037532002,0,0,"black"
6037532101,0,0,"black"
6037532102,0.001,4,"black"
6037532200,0.014,97,"black"
6037532302,0.008,38,"black"
6037532303,0.003,13,"black"
6037532304,0.086,350,"black"
6037532500,0.032,133,"black"
6037532605,0.018,70,"black"
6037532606,0.01,39,"black"
6037532607,0.011,59,"black"
6037532700,0.051,164,"black"
6037532800,0.039,173,"black"
6037532900,0.058,388,"black"
6037533001,0.053,234,"black"
6037533002,0.004,10,"black"
6037533103,0.004,13,"black"
6037533104,0.02,96,"black"
6037533105,0,0,"black"
6037533108,0.002,9,"black"
6037533201,0,0,"black"
6037533204,0,0,"black"
6037533300,0.007,22,"black"
6037533401,0,0,"black"
6037533402,0,0,"black"
6037533403,0.016,43,"black"
6037533501,0,0,"black"
6037533504,0.013,51,"black"
6037901300,0.037,88,"black"
6037910002,0.032,244,"black"
6037910210,0.09,720,"black"
6037910211,0.014,25,"black"
6037910212,0.061,208,"black"
6037910213,0.013,20,"black"
6037910214,0.141,797,"black"
6037910215,0.12,830,"black"
6037910216,0.121,695,"black"
6037910217,0.147,744,"black"
6037910218,0.074,350,"black"
6037910301,0.052,210,"black"
6037910302,0.07,399,"black"
6037910401,0.06,356,"black"
6037910404,0.097,481,"black"
6037910405,0.152,938,"black"
6037910501,0.253,1378,"black"
6037910502,0.1,482,"black"
6037910504,0.183,811,"black"
6037910505,0.025,91,"black"
6037910601,0.128,871,"black"
6037910602,0.165,803,"black"
6037910605,0.048,255,"black"
6037910606,0.049,161,"black"
6037910607,0.132,550,"black"
6037910608,0.112,382,"black"
6037910706,0.163,1120,"black"
6037910707,0.145,748,"black"
6037910709,0.074,128,"black"
6037910712,0.137,453,"black"
6037910713,0.123,851,"black"
6037910714,0.111,443,"black"
6037910715,0.12,780,"black"
6037910716,0.128,827,"black"
6037910717,0.073,179,"black"
6037910718,0.037,185,"black"
6037910719,0.267,1207,"black"
6037910720,0.077,434,"black"
6037910721,0.099,367,"black"
6037910804,0,0,"black"
6037910807,0.047,288,"black"
6037910808,0.056,215,"black"
6037910809,0.011,25,"black"
6059052431,0,0,"black"
6059052432,0.034,260,"black"
6059052433,0.029,415,"black"
6059052434,0,0,"black"
6059052435,0,0,"black"
6059052436,0.004,21,"black"
6059052437,0.004,18,"black"
6059052438,0.005,30,"black"
6059052439,0,0,"black"
6059052502,0.002,11,"black"
6059052505,0.031,151,"black"
6059052506,0.046,126,"black"
6059052511,0.002,14,"black"
6059052513,0.011,65,"black"
6059052514,0,0,"black"
6059052518,0.011,82,"black"
6059052519,0.024,103,"black"
6059052520,0.004,15,"black"
6059052521,0.051,307,"black"
6059052522,0,0,"black"
6059052523,0.027,121,"black"
6059052524,0.045,347,"black"
6059052526,0.007,32,"black"
6059052527,0.021,183,"black"
6059052528,0.008,36,"black"
6059052529,0.013,41,"black"
6059052530,0.002,14,"black"
6059052531,0.013,54,"black"
6059052532,0.003,18,"black"
6059052533,0.008,58,"black"
6059052534,0.009,26,"black"
6059052535,0.01,57,"black"
6059062605,0.004,12,"black"
6059062610,0.03,360,"black"
6059062611,0.042,202,"black"
6059062614,0.023,413,"black"
6059062619,0.006,23,"black"
6059062620,0.012,60,"black"
6059062622,0.005,22,"black"
6059062625,0.003,13,"black"
6059062626,0.012,32,"black"
6059062627,0.026,103,"black"
6059062628,0.023,87,"black"
6059062629,0.003,7,"black"
6059062630,0.022,38,"black"
6065042730,0.004,23,"black"
6065042731,0.051,452,"black"
6065042732,0.044,305,"black"
6065042733,0.094,1232,"black"
6065042737,0.158,545,"black"
6065042738,0.062,557,"black"
6065042739,0.079,627,"black"
6065042740,0.084,150,"black"
6065042741,0.041,98,"black"
6065042742,0.091,555,"black"
6065042743,0.032,138,"black"
6065042744,0,0,"black"
6065042745,0.074,464,"black"
6065042746,0.134,550,"black"
6065042747,0.087,388,"black"
6065042748,0.035,180,"black"
6065042749,0.034,173,"black"
6065042750,0.008,30,"black"
6065042751,0.079,494,"black"
6065042752,0.153,743,"black"
6065042801,0.018,86,"black"
6065042802,0.03,169,"black"
6065042902,0.011,51,"black"
6065042903,0.017,89,"black"
6065042905,0,0,"black"
6065042906,0.059,334,"black"
6065042907,0.023,90,"black"
6065042908,0.014,58,"black"
6065043001,0.093,992,"black"
6065043003,0.054,397,"black"
6065043005,0.055,326,"black"
6065043006,0.037,173,"black"
6065043007,0.072,526,"black"
6065043008,0.036,235,"black"
6065043009,0.044,239,"black"
6065043010,0.015,78,"black"
6065043201,0.083,311,"black"
6065043202,0.014,83,"black"
6065043203,0.023,74,"black"
6065043204,0.098,848,"black"
6065043205,0.064,349,"black"
6065043206,0.015,114,"black"
6065043207,0.039,177,"black"
6065043208,0.008,36,"black"
6071000203,0.014,58,"black"
6071000205,0.02,100,"black"
6071000207,0.139,726,"black"
6071000208,0.009,34,"black"
6071000304,0.008,55,"black"
6071000305,0.051,290,"black"
6071000306,0.051,174,"black"
6071000307,0.005,14,"black"
6071000308,0.003,12,"black"
6071000401,0.029,189,"black"
6071000403,0.036,147,"black"
6071000404,0.039,180,"black"
6071000501,0.024,160,"black"
6071000503,0.024,107,"black"
6071000504,0.012,59,"black"
6071000603,0.054,257,"black"
6071000604,0.015,90,"black"
6071000605,0,0,"black"
6071000606,0.085,337,"black"
6071000804,0.006,19,"black"
6071000808,0.035,204,"black"
6071000812,0.032,120,"black"
6071000813,0.017,50,"black"
6071000814,0.011,40,"black"
6071000815,0.016,55,"black"
6071000816,0.1,495,"black"
6071000817,0.043,165,"black"
6071000818,0.045,264,"black"
6071000819,0.068,376,"black"
6071000820,0.02,72,"black"
6071000821,0.108,516,"black"
6071000823,0.1,678,"black"
6071000824,0.099,581,"black"
6071000825,0.103,409,"black"
6071000826,0.02,84,"black"
6071000901,0.045,248,"black"
6071000903,0.128,524,"black"
6071000904,0.024,92,"black"
6071001001,0.095,540,"black"
6071001002,0.067,383,"black"
6071001101,0.01,38,"black"
6071001103,0.003,12,"black"
6071001104,0.02,118,"black"
6073009307,0.05,193,"black"
6073009308,0.022,89,"black"
6073009400,0.116,588,"black"
6073009502,0.052,215,"black"
6073009504,0.026,160,"black"
6073009505,0.032,213,"black"
6073009506,0.018,82,"black"
6073009507,0.049,193,"black"
6073009509,0.041,196,"black"
6073009510,0.095,467,"black"
6073009511,0.158,658,"black"
6073009602,0.034,139,"black"
6073009603,0.117,675,"black"
6073009604,0.066,226,"black"
6073009703,0.009,29,"black"
6073009704,0.065,427,"black"
6073009705,0.055,198,"black"
6073009706,0.026,185,"black"
6073009801,0.02,102,"black"
6073009802,0.043,283,"black"
6073009804,0.034,191,"black"
6073009805,0.021,100,"black"
6073009901,0.155,150,"black"
6073009902,NA,NA,"black"
6073010001,0.035,159,"black"
6073010003,0.02,109,"black"
6073010004,0.005,28,"black"
6073010005,0.002,14,"black"
6073010009,0.024,147,"black"
6073010010,0.018,92,"black"
6073010011,0.07,318,"black"
6073010012,0.004,20,"black"
6073010013,0.006,34,"black"
6073010015,0.046,201,"black"
6073010016,0.329,1336,"black"
6073010017,0.032,192,"black"
6073010018,0.11,664,"black"
6073009306,0.074,419,"black"
6073010019,0.011,37,"black"
6073010103,0.053,373,"black"
6073010104,0.09,306,"black"
6073010106,0.005,24,"black"
6073010107,0.032,207,"black"
6073010109,0.033,171,"black"
6075045202,0.013,44,"black"
6075047600,0.005,26,"black"
6075047701,0,0,"black"
6075047702,0.004,14,"black"
6075047801,0.02,91,"black"
6075047802,0.005,19,"black"
6075047902,0,0,"black"
6075047903,0.003,13,"black"
6075047904,0.012,37,"black"
6075060100,0.021,89,"black"
6075060400,0.045,72,"black"
6075060502,0.218,772,"black"
6075060701,0.077,587,"black"
6075060702,0,0,"black"
6075060703,0.014,81,"black"
6075061000,0.139,671,"black"
6075061101,0,0,"black"
6075061102,0,0,"black"
6075061200,0.257,1016,"black"
6075061401,0.158,505,"black"
6075061402,0.013,33,"black"
6075061501,0,0,"black"
6075061502,0.018,32,"black"
6075061503,0.053,180,"black"
6075061504,0,0,"black"
6075061505,0,0,"black"
6075061506,0,0,"black"
6075061507,0,0,"black"
6075061508,0.023,46,"black"
6075980200,0.168,29,"black"
6075980300,0,0,"black"
6075980401,NA,NA,"black"
6075980501,0,0,"black"
6075980600,0.316,307,"black"
6075980900,0.079,23,"black"
6075990100,NA,NA,"black"
6075990200,NA,NA,"black"
6077000101,0.021,33,"black"
6077000102,0.302,554,"black"
6077000300,0.229,522,"black"
6077000401,0.137,352,"black"
6077000402,0.281,1287,"black"
6077000500,0.022,56,"black"
6085504202,0.022,92,"black"
6085504307,0.012,70,"black"
6085504308,0.012,55,"black"
6085504311,0.001,8,"black"
6085504314,0.029,138,"black"
6085504315,0.005,34,"black"
6085504316,0.003,16,"black"
6085504317,0.003,12,"black"
6085504318,0.018,122,"black"
6085504319,0.038,257,"black"
6085504320,0,0,"black"
6085504321,0.016,88,"black"
6085504322,0.068,421,"black"
6085504323,0.008,49,"black"
6085504410,0.029,124,"black"
6085504411,0.014,84,"black"
6085504412,0.004,21,"black"
6085504413,0.01,21,"black"
6085504414,0.003,15,"black"
6085504415,0.083,417,"black"
6085504416,0.068,270,"black"
6085504418,0.045,194,"black"
6085504421,0.094,534,"black"
6085504422,0.023,75,"black"
6085504423,0.051,111,"black"
6085504424,0.009,49,"black"
6085504505,0.008,84,"black"
6085504506,0.022,157,"black"
6085504507,0.014,85,"black"
6085504508,0.093,389,"black"
6085504509,0.032,143,"black"
6085504510,0,0,"black"
6085504601,0.01,13,"black"
6085504602,0.022,51,"black"
6085504700,0.052,31,"black"
6085504802,0.016,83,"black"
6085504805,0.016,119,"black"
6085504806,0.004,12,"black"
6085504807,0.008,45,"black"
6085504808,0.062,133,"black"
6085504902,0,0,"black"
6085504903,0.015,68,"black"
6085505006,0.021,252,"black"
6099002605,0,0,"black"
6099002701,0.011,45,"black"
6099002702,0.026,172,"black"
6099002801,0.002,12,"black"
6099002802,0,0,"black"
6099002803,0.04,123,"black"
6099002901,0,0,"black"
6099002903,0.005,33,"black"
6099002904,0,0,"black"
6099003002,0.005,36,"black"
6099003003,0.072,542,"black"
6099003004,0.001,3,"black"
6099003100,0,0,"black"
6099003201,0.029,153,"black"
6099003203,0.098,472,"black"
6099003204,0,0,"black"
6099003205,0.016,90,"black"
6099003206,0.082,470,"black"
6099003300,0.023,154,"black"
6099003400,0,0,"black"
6099003501,0.007,45,"black"
6099003502,0.01,59,"black"
6099003603,0,0,"black"
6099003607,0,0,"black"
6099003608,0.003,18,"black"
6099003609,0.001,3,"black"
6099003610,0.029,149,"black"
6099003611,0.053,245,"black"
6099003612,0.036,291,"black"
6099003700,0.018,93,"black"
6099003802,0.02,108,"black"
6099003803,0.016,51,"black"
6099003804,0.02,146,"black"
6099003805,0.008,28,"black"
6099003904,0.004,18,"black"
6099003905,0.003,13,"black"
6099003906,0.023,124,"black"
6099003907,0.002,15,"black"
6099003908,0.057,161,"black"
6099003909,0.013,72,"black"
6099004000,0.028,117,"black"
6101050101,0.009,69,"black"
6101050102,0.03,147,"black"
6101050201,0.015,59,"black"
6001438400,0.086,228,"black"
6001440100,0.032,89,"black"
6001440200,0.053,304,"black"
6001440301,0.04,285,"black"
6001440304,0.13,652,"black"
6001440305,0.013,54,"black"
6001440306,0.042,167,"black"
6001440307,0.034,164,"black"
6001440308,0.02,118,"black"
6001440331,0.015,46,"black"
6001440332,0.018,60,"black"
6001440333,0.026,73,"black"
6001440334,0.05,208,"black"
6001440336,0.086,342,"black"
6001440337,0.068,190,"black"
6001440338,0.014,58,"black"
6001441100,0.008,37,"black"
6001441200,0.017,119,"black"
6001441301,0.093,304,"black"
6001441302,0.018,104,"black"
6001441401,0.01,79,"black"
6001441402,0.04,220,"black"
6001441501,0.038,226,"black"
6001441503,0.016,123,"black"
6001441521,0.019,114,"black"
6001441522,0.06,317,"black"
6001441523,0.03,130,"black"
6001441524,0.022,93,"black"
6001441525,0.029,33,"black"
6001441601,0.085,418,"black"
6001441602,0.016,123,"black"
6001441701,0.018,78,"black"
6001441702,0.088,424,"black"
6001441800,0.011,75,"black"
6001441921,0.057,217,"black"
6001441923,0.024,139,"black"
6001441924,0.022,167,"black"
6001441926,0.046,201,"black"
6001441927,0.034,151,"black"
6001441928,0.099,372,"black"
6001441929,0.003,10,"black"
6001442000,0.001,3,"black"
6001442100,0.014,74,"black"
6001442200,0.05,371,"black"
6001442301,0.038,211,"black"
6019008503,0,0,"black"
6019008504,0,0,"black"
6019008600,0.164,705,"black"
6021010101,0,0,"black"
6021010102,0,0,"black"
6021010200,0,0,"black"
6021010300,0.022,43,"black"
6021010401,0,0,"black"
6021010402,0.017,106,"black"
6021010501,0.001,4,"black"
6021010502,0.025,30,"black"
6023000100,0.06,269,"black"
6023000200,0.009,51,"black"
6023000300,0,0,"black"
6023000400,0.009,38,"black"
6023000500,0.061,244,"black"
6023000600,0.003,18,"black"
6023000700,0.004,22,"black"
6023000800,0.002,9,"black"
6023000900,0.006,31,"black"
6023001001,0.033,120,"black"
6023001002,0.052,169,"black"
6023001102,0.004,18,"black"
6023001103,0,0,"black"
6023001200,0.006,30,"black"
6023001300,0.002,3,"black"
6023010102,0.002,5,"black"
6023010200,0,0,"black"
6023010300,0.001,3,"black"
6023010400,0.004,15,"black"
6023010502,0,0,"black"
6023010503,0.009,36,"black"
6023010504,0,0,"black"
6023010600,0,0,"black"
6023010701,0.003,13,"black"
6023010702,0.019,61,"black"
6023010800,0.02,97,"black"
6023010901,0.003,14,"black"
6023010902,0,0,"black"
6023011000,0,0,"black"
6023011100,0.004,17,"black"
6023011200,0,0,"black"
6023011501,0.007,17,"black"
6023011502,0.01,13,"black"
6023011600,0.001,3,"black"
6037135102,0.098,360,"black"
6037135111,0.02,76,"black"
6037135113,0.042,135,"black"
6037135115,0.029,90,"black"
6037135116,0.066,105,"black"
6037135201,0.075,219,"black"
6037135202,0.055,249,"black"
6037135204,0.063,310,"black"
6037135205,0.008,17,"black"
6037137000,0.055,280,"black"
6037137103,0.006,32,"black"
6037137104,0.031,78,"black"
6037137202,0.04,137,"black"
6037137203,0.086,219,"black"
6037137301,0.02,42,"black"
6037137302,0.033,144,"black"
6037137401,0.022,100,"black"
6037137402,0.138,773,"black"
6037137501,0.056,284,"black"
6037137502,0.074,318,"black"
6037137504,0.007,14,"black"
6037138000,0.063,305,"black"
6037139001,0.005,27,"black"
6037139200,0.031,177,"black"
6037139301,0.065,284,"black"
6037139302,0.074,356,"black"
6037139303,0.079,354,"black"
6037139401,0.066,163,"black"
6037139402,0.032,92,"black"
6037139502,0.008,23,"black"
6037139504,0.063,235,"black"
6037139505,0.013,34,"black"
6037139506,0.003,9,"black"
6037139600,0.027,137,"black"
6037139701,0.018,103,"black"
6037139703,0.03,73,"black"
6037139704,0,0,"black"
6037139705,0,0,"black"
6037139801,0.054,190,"black"
6037139802,0.053,206,"black"
6037141101,0.135,602,"black"
6037141102,0.051,155,"black"
6037141201,0.056,225,"black"
6037273902,0.027,111,"black"
6037274100,0.177,765,"black"
6037274202,0.023,93,"black"
6037275101,0.038,38,"black"
6037275102,0.021,87,"black"
6037275200,0.067,253,"black"
6037275311,0.042,214,"black"
6037275312,0.046,88,"black"
6037275313,0.012,40,"black"
6037275400,0.021,90,"black"
6037275500,0.076,398,"black"
6037275603,0.023,65,"black"
6037275604,0.013,128,"black"
6037275605,0.108,285,"black"
6037276000,0.07,455,"black"
6037276101,0.33,982,"black"
6037276102,0.284,875,"black"
6037276400,0.049,202,"black"
6037276500,0.065,385,"black"
6037276601,0.05,196,"black"
6037276605,0.024,59,"black"
6037276606,0.139,418,"black"
6037276607,0.12,331,"black"
6037276608,0.026,55,"black"
6037277000,0.034,198,"black"
6037277100,0.007,22,"black"
6037277200,0.188,331,"black"
6037277400,0.396,65,"black"
6037278001,0.029,67,"black"
6037278102,0.033,101,"black"
6037291110,0.445,2074,"black"
6037291120,0.29,695,"black"
6037291130,0.17,571,"black"
6037291210,0.17,843,"black"
6037291220,0.095,314,"black"
6037291300,0.087,273,"black"
6037292001,0.108,495,"black"
6037292002,0.033,64,"black"
6037293203,0.137,429,"black"
6037293204,0.001,4,"black"
6037293205,0.105,365,"black"
6037293206,0.013,39,"black"
6037293301,0.017,48,"black"
6037533601,0,0,"black"
6037533602,0.083,432,"black"
6037533603,0.003,19,"black"
6037533701,0.003,9,"black"
6037533702,0,0,"black"
6037533703,0,0,"black"
6037533803,0.01,59,"black"
6037533804,0,0,"black"
6037533805,0.026,105,"black"
6037533806,0.034,125,"black"
6037533901,0.037,187,"black"
6037533902,0,0,"black"
6037534001,0,0,"black"
6037534002,0.007,30,"black"
6037534101,0.006,14,"black"
6037534102,0.012,69,"black"
6037534201,0.006,26,"black"
6037534202,0.008,42,"black"
6037534203,0.002,7,"black"
6037534301,0.018,77,"black"
6037534302,0.013,49,"black"
6037534403,0,0,"black"
6037534404,0,0,"black"
6037534405,0.006,24,"black"
6037534406,0.002,9,"black"
6037534501,0,0,"black"
6037534502,0.005,19,"black"
6037534700,0,0,"black"
6037534802,0.004,11,"black"
6037534803,0,0,"black"
6037534804,0,0,"black"
6037534900,0,0,"black"
6037535001,0.123,501,"black"
6037535002,0.02,75,"black"
6037535101,0.072,599,"black"
6037535102,0.094,428,"black"
6037535200,0.116,750,"black"
6037535300,0.041,267,"black"
6037535400,0.083,276,"black"
6037535501,0.008,27,"black"
6037535502,0.005,27,"black"
6037535503,0,0,"black"
6037535603,0.025,97,"black"
6037910810,0.085,230,"black"
6037910814,0.001,4,"black"
6037910815,0.019,95,"black"
6037911001,0.049,181,"black"
6037911100,0.092,726,"black"
6037920013,0.116,889,"black"
6037920015,0.031,226,"black"
6037920016,0.049,207,"black"
6037920017,0.001,4,"black"
6037920018,0.002,4,"black"
6037920020,0.007,42,"black"
6037920028,0.065,595,"black"
6037920029,0.063,328,"black"
6037920030,0.088,436,"black"
6037920031,0.015,76,"black"
6037920034,0.024,88,"black"
6037920035,0.015,123,"black"
6037920038,0.065,116,"black"
6037920039,0.044,69,"black"
6037920040,0.078,256,"black"
6037920041,0.081,213,"black"
6037920042,0.04,277,"black"
6037920043,0.057,483,"black"
6037920044,0.001,3,"black"
6037920045,0.035,158,"black"
6037920046,0.016,65,"black"
6037920047,0.045,359,"black"
6037920048,0.034,195,"black"
6037920049,0.032,184,"black"
6037920050,0.016,19,"black"
6037920102,0.029,134,"black"
6037920104,0.01,29,"black"
6037920106,0.015,56,"black"
6037920109,0.04,193,"black"
6037920110,0.036,116,"black"
6037920111,0.021,67,"black"
6037920112,0.084,359,"black"
6037920114,0.012,73,"black"
6037920115,0.075,340,"black"
6037920116,0.039,194,"black"
6037920118,0.028,165,"black"
6037920119,0.017,31,"black"
6037920120,0.128,512,"black"
6059062631,0,0,"black"
6059062632,0.004,17,"black"
6059062633,0.002,13,"black"
6059062634,0.037,175,"black"
6059062635,0,0,"black"
6059062636,0.034,140,"black"
6059062637,0.013,75,"black"
6059062638,0.08,505,"black"
6059062639,0.025,209,"black"
6059062640,0.011,40,"black"
6059062641,0.016,79,"black"
6059062642,0.004,12,"black"
6059062643,0.001,7,"black"
6059062645,0.002,13,"black"
6059062646,0.019,64,"black"
6059062647,0.054,263,"black"
6059062648,0,0,"black"
6059062649,0,0,"black"
6059062650,0.021,107,"black"
6059062651,0.005,15,"black"
6059062652,0.01,51,"black"
6059062653,0.023,150,"black"
6059062654,0,0,"black"
6059062655,0.01,43,"black"
6059062656,0,0,"black"
6059062657,0,0,"black"
6059062658,0,0,"black"
6059062701,0.022,62,"black"
6059062702,0,0,"black"
6059062800,0.013,46,"black"
6059062900,0,0,"black"
6059063004,0.038,227,"black"
6059063005,0.011,16,"black"
6059063006,0,0,"black"
6059063007,0,0,"black"
6059063008,0,0,"black"
6059063009,0,0,"black"
6059063010,0.027,175,"black"
6059063101,0.064,203,"black"
6059063102,0.002,13,"black"
6059063103,0.003,11,"black"
6059063201,0.005,19,"black"
6059063202,0.004,14,"black"
6059063301,0.012,39,"black"
6059063302,0.006,25,"black"
6065043209,0.107,401,"black"
6065043210,0.004,17,"black"
6065043211,0.047,343,"black"
6065043216,0.059,385,"black"
6065043217,0.023,75,"black"
6065043218,0.012,60,"black"
6065043220,0.037,167,"black"
6065043222,0.027,134,"black"
6065043227,0.055,454,"black"
6065043228,0.039,177,"black"
6065043229,0.007,33,"black"
6065043235,0.16,1840,"black"
6065043246,0.012,80,"black"
6065043248,0.014,61,"black"
6065043252,0.049,487,"black"
6065043254,0.016,83,"black"
6065043256,0.077,266,"black"
6065043262,0.048,240,"black"
6065043264,0.049,393,"black"
6065043265,0.035,281,"black"
6065043266,0.081,462,"black"
6065043267,0.017,88,"black"
6065043270,0.081,483,"black"
6065043271,0.007,34,"black"
6065043272,0.004,21,"black"
6065043274,0.035,83,"black"
6065043276,0.047,157,"black"
6065043278,0.056,344,"black"
6065043279,0.003,16,"black"
6065043292,0.036,144,"black"
6065043293,0.213,767,"black"
6065043294,0.026,121,"black"
6065043295,0.078,375,"black"
6065043296,0.076,404,"black"
6065043297,0.035,356,"black"
6065043298,0.03,172,"black"
6065043304,0.008,73,"black"
6065043306,0.034,169,"black"
6065043307,0.083,521,"black"
6065043308,0.121,307,"black"
6065043309,0.11,316,"black"
6065043310,0.102,365,"black"
6065043311,0.01,23,"black"
6065043312,0.027,126,"black"
6071001200,0.047,222,"black"
6071001305,0.058,349,"black"
6071001307,0.028,105,"black"
6071001308,0,0,"black"
6071001309,0.069,361,"black"
6071001310,0.019,103,"black"
6071001311,0.042,158,"black"
6071001312,0.082,455,"black"
6071001400,0.123,389,"black"
6071001501,0,0,"black"
6071001503,0.005,22,"black"
6071001504,0.143,859,"black"
6071001600,0.016,90,"black"
6071001702,0.018,105,"black"
6071001703,0.024,117,"black"
6071001704,0.029,132,"black"
6071001706,0.066,416,"black"
6071001707,0.094,506,"black"
6071001803,0.015,52,"black"
6071001804,0.063,367,"black"
6071001806,0.126,594,"black"
6071001808,0.103,416,"black"
6071001809,0.028,120,"black"
6071001810,0.02,104,"black"
6071001812,0.048,149,"black"
6071001813,0.024,122,"black"
6071001901,0.098,479,"black"
6071001906,0.057,603,"black"
6071001907,0.129,1492,"black"
6071001908,0.028,80,"black"
6071001909,0.02,49,"black"
6071001910,0.01,19,"black"
6071001911,0.054,308,"black"
6071002011,0.038,166,"black"
6071002013,0.054,209,"black"
6071002014,0.053,230,"black"
6071002015,0.005,21,"black"
6071002016,0.007,27,"black"
6071002017,0.035,201,"black"
6071002018,0.041,178,"black"
6071002019,0.159,818,"black"
6071002021,0.106,522,"black"
6071002023,0.063,335,"black"
6073010110,0.013,90,"black"
6073010111,0.025,92,"black"
6073010112,0.042,228,"black"
6073010201,0.039,130,"black"
6073010202,0.097,384,"black"
6073010300,0.007,31,"black"
6073010401,0.018,42,"black"
6073010402,0.08,459,"black"
6073010501,0,0,"black"
6073010502,0.077,408,"black"
6073010601,0.041,83,"black"
6073010800,0,0,"black"
6073010900,0.032,60,"black"
6073011000,0.001,3,"black"
6073011100,0.003,12,"black"
6073011300,0.177,442,"black"
6073011601,0.012,69,"black"
6073011602,0.058,236,"black"
6073011700,0.049,321,"black"
6073011801,0.028,95,"black"
6073011802,0.013,96,"black"
6073011902,0.079,478,"black"
6073012002,0.055,186,"black"
6073012003,0.009,27,"black"
6073012101,0.006,13,"black"
6073012102,0.037,117,"black"
6073012200,0.013,48,"black"
6073012302,0.031,48,"black"
6073012303,0.026,93,"black"
6073012304,0.017,70,"black"
6073012401,0.034,99,"black"
6073012402,0.04,224,"black"
6073012501,0.024,90,"black"
6073012502,0.03,136,"black"
6073012600,0.034,170,"black"
6073012700,0.069,343,"black"
6073012800,0.003,12,"black"
6073012900,0.031,104,"black"
6073013000,0.059,353,"black"
6073013102,0.118,801,"black"
6073013103,0.052,119,"black"
6073013104,0.038,229,"black"
6073013203,0.009,50,"black"
6073013204,0.003,14,"black"
6077000600,0.098,189,"black"
6077000700,0.049,231,"black"
6077000802,0.042,89,"black"
6077000803,0.061,343,"black"
6077000900,0.083,490,"black"
6077001000,0.106,586,"black"
6077001101,0.049,271,"black"
6077001102,0.072,377,"black"
6077001200,0.026,161,"black"
6077001300,0.104,571,"black"
6077001400,0.011,51,"black"
6077001501,0.031,185,"black"
6077001502,0.021,91,"black"
6077001600,0.011,27,"black"
6077001700,0.012,55,"black"
6077001800,0.003,14,"black"
6077001900,0.128,655,"black"
6077002000,0.061,216,"black"
6077002100,0.128,723,"black"
6077002201,0.144,506,"black"
6077002202,0.151,810,"black"
6077002300,0.059,253,"black"
6077002401,0.032,174,"black"
6077002402,0.101,201,"black"
6077002503,0.185,406,"black"
6077002504,0.188,757,"black"
6077002701,0.014,93,"black"
6077002702,0,0,"black"
6077002800,0.121,710,"black"
6077003106,0.06,244,"black"
6077003108,0.085,441,"black"
6077003109,0.079,409,"black"
6077003110,0.189,756,"black"
6077003111,0.128,562,"black"
6077003112,0.161,518,"black"
6077003115,0.242,1016,"black"
6077003116,0.027,78,"black"
6077003117,0.031,111,"black"
6077003118,0.085,257,"black"
6077003119,0.049,151,"black"
6077003203,0.058,215,"black"
6077003205,0.033,149,"black"
6077003209,0.062,332,"black"
6077003210,0.07,183,"black"
6085505007,0.081,360,"black"
6085505010,0.119,540,"black"
6085505011,0.076,418,"black"
6085505012,0.024,70,"black"
6085505013,0.034,199,"black"
6085505014,0.044,288,"black"
6085505015,0.027,134,"black"
6085505100,0.039,167,"black"
6085505202,0.02,145,"black"
6085505203,0.021,117,"black"
6085505301,0.032,156,"black"
6085505302,0.038,180,"black"
6085505303,0.019,122,"black"
6085505304,0.023,80,"black"
6085505305,0,0,"black"
6085505401,0.024,156,"black"
6085505402,0.003,9,"black"
6085505403,0.004,34,"black"
6085505500,0.06,268,"black"
6085505600,0.032,146,"black"
6085505700,0.038,225,"black"
6085505800,0.015,65,"black"
6085505901,0.01,40,"black"
6085505902,0.021,81,"black"
6085506000,0.021,100,"black"
6085506101,0.021,97,"black"
6085506102,0.005,23,"black"
6085506103,0.017,91,"black"
6085506202,0.05,401,"black"
6085506203,0.026,159,"black"
6085506204,0.047,255,"black"
6085506301,0.066,342,"black"
6085506302,0.039,215,"black"
6085506304,0.014,85,"black"
