"","Asian","White","Black","Other"
"Asian",0.363237121137095,0.0725671425535895,0.0767799953285361,0.0811268837447468
"White",1.52624855443952,2.01676019226004,1.18668040815437,1.43635751945677
"Black",0.537125520172683,0.39470827826268,1.105660890097,0.657289770604152
"Other",0.363400491579577,0.305913065049571,0.420871854715706,0.615187719920334
